customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
9569,138,14,2227.2799999999997,4,5,4,13,Champions
9570,293,20,2471.25,2,5,4,11,At Risk
9571,231,9,452.87,3,2,1,6,Regulars
9572,716,8,1200.09,1,2,2,5,Hibernating
9573,128,10,2753.58,4,3,5,12,Loyal
9574,46,10,3120.27,5,3,5,13,Loyal
9575,94,17,3705.17,4,5,5,14,Champions
9576,248,7,3253.86,2,1,5,8,Regulars
9577,23,8,3476.88,5,2,5,12,Big Spenders
9578,24,12,1229.45,5,4,2,11,Loyal
9579,1906,5,3003.18,1,1,5,7,Regulars
9580,117,15,1937.09,4,5,4,13,Champions
9581,166,11,5907.58,3,3,5,11,Big Spenders
9582,221,6,389.53,3,1,1,5,Regulars
9583,273,13,1812.53,2,4,4,10,At Risk
9584,785,12,1040.28,1,4,2,7,At Risk
9585,354,8,2148.89,2,2,4,8,Regulars
9586,509,7,1496.57,1,1,3,5,Regulars
9587,45,8,1200.95,5,2,2,9,Regulars
9588,218,12,3634.55,3,4,5,12,Big Spenders
9589,329,9,1800.22,2,2,4,8,Regulars
9590,342,5,564.5600000000001,2,1,1,4,Hibernating
9591,8,13,2183.13,5,4,4,13,Champions
9592,128,12,2420.16,4,4,4,12,Champions
9593,468,16,3348.68,1,5,5,11,At Risk
9594,610,7,1903.7199999999998,1,1,4,6,Regulars
9595,500,13,1692.97,1,4,3,8,At Risk
9596,522,8,649.99,1,2,1,4,Hibernating
9597,14,17,2592.84,5,5,5,15,Champions
9598,34,13,4414.570000000001,5,4,5,14,Champions
9599,13,8,881.69,5,2,2,9,Regulars
9600,399,5,982.6999999999998,2,1,2,5,Hibernating
9601,685,7,448.74,1,1,1,3,Hibernating
9602,129,10,1048.21,4,3,2,9,Loyal
9603,80,10,831.5699999999999,4,3,1,8,Loyal
9604,279,5,1026.69,2,1,2,5,Hibernating
9605,307,9,3213.69,2,2,5,9,Regulars
9606,199,10,3854.26,3,3,5,11,Big Spenders
9607,547,4,435.89,1,1,1,3,Hibernating
9608,352,11,676.45,2,3,1,6,Regulars
9609,239,11,4055.9300000000003,3,3,5,11,Big Spenders
9610,118,8,2622.13,4,2,5,11,Big Spenders
9611,24,13,6424.92,5,4,5,14,Champions
9612,760,8,907.27,1,2,2,5,Hibernating
9613,27,10,2935.1800000000003,5,3,5,13,Loyal
9614,120,10,809.02,4,3,1,8,Loyal
9615,875,11,822.0999999999999,1,3,1,5,Regulars
9616,95,8,369.65,4,2,1,7,Regulars
9617,426,9,1243.87,2,2,3,7,Regulars
9618,300,12,4510.17,2,4,5,11,At Risk
9619,353,7,984.97,2,1,2,5,Hibernating
9620,324,7,1124.29,2,1,2,5,Hibernating
9621,65,12,814.0600000000001,5,4,1,10,Loyal
9622,57,9,1345.63,5,2,3,10,Regulars
9623,113,8,1085.3899999999999,4,2,2,8,Regulars
9624,333,14,1559.6000000000001,2,5,3,10,At Risk
9625,61,11,870.28,5,3,2,10,Loyal
9626,284,9,1389.0,2,2,3,7,Regulars
9627,558,14,1789.1899999999998,1,5,4,10,At Risk
9628,1215,5,423.76,1,1,1,3,Hibernating
9629,126,11,727.82,4,3,1,8,Loyal
9630,310,9,1218.9199999999998,2,2,2,6,Hibernating
9631,118,13,1604.59,4,4,3,11,Loyal
9632,566,10,3046.82,1,3,5,9,Regulars
9633,73,8,594.3399999999999,4,2,1,7,Regulars
9634,2,14,3872.9300000000003,5,5,5,15,Champions
9635,178,12,1956.05,3,4,4,11,Big Spenders
9636,60,12,1496.1799999999998,5,4,3,12,Loyal
9637,15,7,1148.33,5,1,2,8,Regulars
9638,650,10,2746.55,1,3,5,9,Regulars
9639,180,7,1612.33,3,1,3,7,Regulars
9640,221,16,1862.33,3,5,4,12,Big Spenders
9641,143,11,1757.03,4,3,4,11,Loyal
9642,277,6,377.57,2,1,1,4,Hibernating
9643,167,12,2016.9099999999999,3,4,4,11,Big Spenders
9644,809,5,637.35,1,1,1,3,Hibernating
9645,611,4,1016.98,1,1,2,4,Hibernating
9646,175,8,382.86,3,2,1,6,Regulars
9647,233,6,4679.679999999999,3,1,5,9,Big Spenders
9648,758,7,886.8100000000001,1,1,2,4,Hibernating
9649,540,12,2760.1400000000003,1,4,5,10,At Risk
9650,456,11,1184.52,2,3,2,7,Regulars
9651,477,13,2746.9900000000002,1,4,5,10,At Risk
9652,762,4,412.07,1,1,1,3,Hibernating
9653,277,8,2236.41,2,2,4,8,Regulars
9654,0,13,1625.8,5,4,3,12,Loyal
9655,16,4,214.49,5,1,1,7,Regulars
9656,204,9,3255.46,3,2,5,10,Big Spenders
9657,149,9,1002.12,3,2,2,7,Regulars
9658,360,13,1543.39,2,4,3,9,At Risk
9659,15,11,3095.9500000000003,5,3,5,13,Loyal
9660,101,10,2649.25,4,3,5,12,Loyal
9661,143,12,2239.55,4,4,4,12,Champions
9662,243,10,1462.7,3,3,3,9,Regulars
9663,6,6,548.98,5,1,1,7,Regulars
9664,23,6,418.53,5,1,1,7,Regulars
9665,75,13,5045.62,4,4,5,13,Champions
9666,49,8,541.53,5,2,1,8,Regulars
9667,305,17,2329.8,2,5,4,11,At Risk
9668,163,11,2374.5299999999997,3,3,4,10,Big Spenders
9669,213,16,2151.59,3,5,4,12,Big Spenders
9670,248,11,1163.15,2,3,2,7,Regulars
9671,561,9,1517.8400000000001,1,2,3,6,Regulars
9672,274,6,833.84,2,1,1,4,Hibernating
9673,59,13,2390.73,5,4,4,13,Champions
9674,489,7,1135.67,1,1,2,4,Hibernating
9675,716,14,3428.94,1,5,5,11,At Risk
9676,495,10,3268.72,1,3,5,9,Regulars
9677,91,10,1184.24,4,3,2,9,Loyal
9678,102,7,300.40999999999997,4,1,1,6,Regulars
9679,1231,6,826.87,1,1,1,3,Hibernating
9680,95,10,2769.2599999999998,4,3,5,12,Loyal
9681,158,14,2998.11,3,5,5,13,Big Spenders
9682,52,11,2421.29,5,3,4,12,Loyal
9683,208,8,1630.8,3,2,3,8,Regulars
9684,124,14,3338.39,4,5,5,14,Champions
9685,108,7,2855.5099999999998,4,1,5,10,Big Spenders
9686,20,11,561.6,5,3,1,9,Loyal
9687,212,13,2145.79,3,4,4,11,Big Spenders
9688,180,13,2359.95,3,4,4,11,Big Spenders
9689,138,8,526.47,4,2,1,7,Regulars
9690,47,8,391.03999999999996,5,2,1,8,Regulars
9691,0,10,1070.59,5,3,2,10,Loyal
9692,248,12,2317.29,2,4,4,10,At Risk
9693,15,8,494.28000000000003,5,2,1,8,Regulars
9694,1011,7,820.05,1,1,1,3,Hibernating
9695,2,14,3912.44,5,5,5,15,Champions
9696,221,11,1098.6200000000001,3,3,2,8,Regulars
9697,15,9,2336.23,5,2,4,11,Big Spenders
9698,105,16,2804.21,4,5,5,14,Champions
9699,6,10,2340.4,5,3,4,12,Loyal
9700,751,6,531.23,1,1,1,3,Hibernating
9701,230,11,2125.38,3,3,4,10,Big Spenders
9702,178,11,1819.99,3,3,4,10,Big Spenders
9703,357,10,3088.94,2,3,5,10,Regulars
9704,487,8,2072.62,1,2,4,7,Regulars
9705,235,16,2497.8,3,5,4,12,Big Spenders
9706,237,12,1258.83,3,4,3,10,Regulars
9707,688,8,4069.72,1,2,5,8,Regulars
9708,497,14,1550.1599999999999,1,5,3,9,At Risk
9709,678,13,969.55,1,4,2,7,At Risk
9710,148,11,1713.0900000000001,3,3,3,9,Regulars
9711,96,12,1074.44,4,4,2,10,Loyal
9712,568,8,1155.55,1,2,2,5,Hibernating
9713,1,8,2350.14,5,2,4,11,Big Spenders
9714,505,6,435.44,1,1,1,3,Hibernating
9715,44,11,3317.34,5,3,5,13,Loyal
9716,192,10,1224.17,3,3,2,8,Regulars
9717,6,12,3843.7799999999997,5,4,5,14,Champions
9718,110,19,3261.8,4,5,5,14,Champions
9719,31,10,2289.26,5,3,4,12,Loyal
9720,115,8,1038.87,4,2,2,8,Regulars
9721,177,17,1688.6299999999999,3,5,3,11,Regulars
9722,121,19,4097.3,4,5,5,14,Champions
9723,249,7,379.90999999999997,2,1,1,4,Hibernating
9724,141,15,4036.8999999999996,4,5,5,14,Champions
9725,884,7,963.4499999999999,1,1,2,4,Hibernating
9726,54,12,1561.8,5,4,3,12,Loyal
9727,88,6,457.58,4,1,1,6,Regulars
9728,361,12,1917.37,2,4,4,10,At Risk
9729,572,13,2775.39,1,4,5,10,At Risk
9730,396,10,974.3000000000001,2,3,2,7,Regulars
9731,393,11,966.6,2,3,2,7,Regulars
9732,191,14,2012.78,3,5,4,12,Big Spenders
9733,838,11,2703.56,1,3,5,9,Regulars
9734,101,12,1252.32,4,4,3,11,Loyal
9735,553,12,1457.74,1,4,3,8,At Risk
9736,299,15,1439.59,2,5,3,10,At Risk
9737,112,11,2556.83,4,3,4,11,Loyal
9738,362,10,1030.11,2,3,2,7,Regulars
9739,169,10,3187.3199999999997,3,3,5,11,Big Spenders
9740,132,9,955.3499999999999,4,2,2,8,Regulars
9741,542,11,1154.48,1,3,2,6,Regulars
9742,506,10,1307.18,1,3,3,7,Regulars
9743,30,11,1959.9299999999998,5,3,4,12,Loyal
9744,168,13,2000.94,3,4,4,11,Big Spenders
9745,274,7,2456.8199999999997,2,1,4,7,Regulars
9746,174,11,907.49,3,3,2,8,Regulars
9747,14,5,868.84,5,1,2,8,Regulars
9748,187,8,1461.92,3,2,3,8,Regulars
9749,63,13,3664.81,5,4,5,14,Champions
9750,10,16,2404.63,5,5,4,14,Champions
9751,199,10,1321.42,3,3,3,9,Regulars
9752,220,10,2372.0,3,3,4,10,Big Spenders
9753,2,9,832.18,5,2,1,8,Regulars
9754,261,13,3490.9900000000002,2,4,5,11,At Risk
9755,121,9,5194.070000000001,4,2,5,11,Big Spenders
9756,50,16,1495.16,5,5,3,13,Loyal
9757,169,13,2125.66,3,4,4,11,Big Spenders
9758,95,7,1014.04,4,1,2,7,Regulars
9759,151,7,364.04999999999995,3,1,1,5,Regulars
9760,172,11,1662.97,3,3,3,9,Regulars
9761,705,11,3302.81,1,3,5,9,Regulars
9762,1,12,1048.33,5,4,2,11,Loyal
9763,255,10,1014.06,2,3,2,7,Regulars
9764,124,7,569.89,4,1,1,6,Regulars
9765,64,7,737.4599999999999,5,1,1,7,Regulars
9766,238,16,2455.54,3,5,4,12,Big Spenders
9767,287,13,2823.2799999999997,2,4,5,11,At Risk
9768,59,10,1052.8500000000001,5,3,2,10,Loyal
9769,193,7,479.36,3,1,1,5,Regulars
9770,25,6,842.71,5,1,1,7,Regulars
9771,99,11,2803.54,4,3,5,12,Loyal
9772,75,10,1358.56,4,3,3,10,Loyal
9773,23,8,1050.85,5,2,2,9,Regulars
9774,14,13,3357.02,5,4,5,14,Champions
9775,133,11,986.78,4,3,2,9,Loyal
9776,0,12,3427.12,5,4,5,14,Champions
9777,626,6,617.5999999999999,1,1,1,3,Hibernating
9778,110,14,3610.79,4,5,5,14,Champions
9779,40,10,1139.87,5,3,2,10,Loyal
9780,110,9,2008.02,4,2,4,10,Big Spenders
9781,138,14,1231.44,4,5,2,11,Loyal
9782,71,8,661.88,4,2,1,7,Regulars
9783,488,11,1276.7799999999997,1,3,3,7,Regulars
9784,148,15,2560.15,3,5,4,12,Big Spenders
9785,531,3,556.34,1,1,1,3,Hibernating
9786,312,12,2337.2,2,4,4,10,At Risk
9787,52,10,1444.45,5,3,3,11,Loyal
9788,553,9,1060.83,1,2,2,5,Hibernating
9789,139,13,2172.81,4,4,4,12,Champions
9790,319,7,651.14,2,1,1,4,Hibernating
9791,240,5,3226.91,3,1,5,9,Big Spenders
9792,102,8,2721.32,4,2,5,11,Big Spenders
9793,122,13,1995.89,4,4,4,12,Champions
9794,54,9,2318.12,5,2,4,11,Big Spenders
9795,337,8,1571.75,2,2,3,7,Regulars
9796,467,9,755.74,1,2,1,4,Hibernating
9797,90,11,2349.17,4,3,4,11,Loyal
9798,196,11,1246.24,3,3,3,9,Regulars
9799,132,8,813.72,4,2,1,7,Regulars
9800,74,11,3165.35,4,3,5,12,Loyal
9801,224,11,1545.5,3,3,3,9,Regulars
9802,498,13,856.8,1,4,2,7,At Risk
9803,158,6,1405.57,3,1,3,7,Regulars
9804,265,13,3675.7400000000002,2,4,5,11,At Risk
9805,255,14,2931.35,2,5,5,12,At Risk
9806,264,8,567.71,2,2,1,5,Hibernating
9807,1275,4,749.0799999999999,1,1,1,3,Hibernating
9808,22,13,1693.05,5,4,3,12,Loyal
9809,98,13,1378.96,4,4,3,11,Loyal
9810,110,6,657.99,4,1,1,6,Regulars
9811,485,12,2152.0099999999998,1,4,4,9,At Risk
9812,463,8,770.38,1,2,1,4,Hibernating
9813,530,13,1512.07,1,4,3,8,At Risk
9814,105,14,2703.77,4,5,5,14,Champions
9815,119,9,521.08,4,2,1,7,Regulars
9816,53,14,1901.9599999999998,5,5,4,14,Champions
9817,551,13,2128.47,1,4,4,9,At Risk
9818,142,9,586.0500000000001,4,2,1,7,Regulars
9819,224,9,1211.4599999999998,3,2,2,7,Regulars
9820,97,12,1472.48,4,4,3,11,Loyal
9821,151,7,1383.04,3,1,3,7,Regulars
9822,569,7,247.45,1,1,1,3,Hibernating
9823,615,9,824.49,1,2,1,4,Hibernating
9824,237,10,1334.83,3,3,3,9,Regulars
9825,130,12,2674.25,4,4,5,13,Champions
9826,82,7,677.8,4,1,1,6,Regulars
9827,54,11,2936.97,5,3,5,13,Loyal
9828,199,9,3437.46,3,2,5,10,Big Spenders
9829,517,7,553.43,1,1,1,3,Hibernating
9830,559,13,2060.9,1,4,4,9,At Risk
9831,202,9,3303.1499999999996,3,2,5,10,Big Spenders
9832,118,8,922.4200000000001,4,2,2,8,Regulars
9833,461,15,2619.14,1,5,5,11,At Risk
9834,246,10,1170.78,3,3,2,8,Regulars
9835,205,15,1089.02,3,5,2,10,Regulars
9836,109,6,841.37,4,1,1,6,Regulars
9837,123,12,973.24,4,4,2,10,Loyal
9838,52,12,1020.6500000000001,5,4,2,11,Loyal
9839,302,11,1699.2,2,3,3,8,Regulars
9840,156,7,2901.0199999999995,3,1,5,9,Big Spenders
9841,146,9,643.81,4,2,1,7,Regulars
9842,702,9,1556.79,1,2,3,6,Regulars
9843,115,10,1330.3,4,3,3,10,Loyal
9844,96,13,2695.63,4,4,5,13,Champions
9845,895,9,1773.0,1,2,4,7,Regulars
9846,144,13,2244.63,4,4,4,12,Champions
9847,230,7,2659.25,3,1,5,9,Big Spenders
9848,127,8,1696.75,4,2,3,9,Regulars
9849,111,15,2013.5,4,5,4,13,Champions
9850,196,4,337.44,3,1,1,5,Regulars
9851,19,8,827.1,5,2,1,8,Regulars
9852,118,7,481.75,4,1,1,6,Regulars
9853,13,19,5084.759999999999,5,5,5,15,Champions
9854,17,15,1423.4,5,5,3,13,Loyal
9855,54,11,2398.75,5,3,4,12,Loyal
9856,501,11,1941.8899999999999,1,3,4,8,Regulars
9857,32,12,3221.65,5,4,5,14,Champions
9858,70,13,1325.6399999999999,4,4,3,11,Loyal
9859,435,9,2154.37,2,2,4,8,Regulars
9860,112,6,881.0699999999999,4,1,2,7,Regulars
9861,149,15,2737.12,3,5,5,13,Big Spenders
9862,119,8,1455.72,4,2,3,9,Regulars
9863,205,17,5811.75,3,5,5,13,Big Spenders
9864,1,6,422.94,5,1,1,7,Regulars
9865,862,9,1230.1,1,2,2,5,Hibernating
9866,274,10,6455.2,2,3,5,10,Regulars
9867,67,7,797.3,4,1,1,6,Regulars
9868,258,11,738.87,2,3,1,6,Regulars
9869,99,12,1429.61,4,4,3,11,Loyal
9870,102,9,767.87,4,2,1,7,Regulars
9871,4,9,1528.94,5,2,3,10,Regulars
9872,116,10,2434.41,4,3,4,11,Loyal
9873,78,9,4221.48,4,2,5,11,Big Spenders
9874,162,3,251.47,3,1,1,5,Regulars
9875,660,7,2989.7999999999997,1,1,5,7,Regulars
9876,181,10,1622.24,3,3,3,9,Regulars
9877,300,9,825.68,2,2,1,5,Hibernating
9878,446,9,816.78,2,2,1,5,Hibernating
9879,98,7,941.5,4,1,2,7,Regulars
9880,209,10,843.12,3,3,1,7,Regulars
9881,15,11,2661.28,5,3,5,13,Loyal
9882,990,5,356.14,1,1,1,3,Hibernating
9883,106,13,2960.5,4,4,5,13,Champions
9884,183,10,1589.74,3,3,3,9,Regulars
9885,141,14,1433.58,4,5,3,12,Loyal
9886,39,8,1165.24,5,2,2,9,Regulars
9887,45,7,1277.23,5,1,3,9,Regulars
9888,259,11,1332.8200000000002,2,3,3,8,Regulars
9889,446,11,2908.9199999999996,2,3,5,10,Regulars
9890,47,8,2341.38,5,2,4,11,Big Spenders
9891,2,14,2858.21,5,5,5,15,Champions
9892,18,10,3189.09,5,3,5,13,Loyal
9893,216,15,4269.66,3,5,5,13,Big Spenders
9894,878,9,885.59,1,2,2,5,Hibernating
9895,70,12,3570.01,4,4,5,13,Champions
9896,211,13,1333.8899999999999,3,4,3,10,Regulars
9897,156,8,855.03,3,2,2,7,Regulars
9898,51,10,935.92,5,3,2,10,Loyal
9899,220,14,2333.44,3,5,4,12,Big Spenders
9900,61,6,1531.5300000000002,5,1,3,9,Regulars
9901,231,7,220.74,3,1,1,5,Regulars
9902,140,13,917.38,4,4,2,10,Loyal
9903,484,2,239.87,1,1,1,3,Hibernating
9904,716,7,947.78,1,1,2,4,Hibernating
9905,193,13,3148.27,3,4,5,12,Big Spenders
9906,230,7,1006.0799999999999,3,1,2,6,Regulars
9907,428,10,600.75,2,3,1,6,Regulars
9908,69,12,2388.17,4,4,4,12,Champions
9909,231,12,1391.52,3,4,3,10,Regulars
9910,112,11,1401.52,4,3,3,10,Loyal
9911,20,9,1346.62,5,2,3,10,Regulars
9912,83,14,1118.81,4,5,2,11,Loyal
9913,30,9,1358.95,5,2,3,10,Regulars
9914,165,9,1104.7,3,2,2,7,Regulars
9915,1071,2,360.23,1,1,1,3,Hibernating
9916,125,9,2625.25,4,2,5,11,Big Spenders
9917,262,12,3435.59,2,4,5,11,At Risk
9918,103,12,3169.79,4,4,5,13,Champions
9919,855,6,591.01,1,1,1,3,Hibernating
9920,95,9,1161.76,4,2,2,8,Regulars
9921,416,6,416.48,2,1,1,4,Hibernating
9922,175,15,2593.59,3,5,5,13,Big Spenders
9923,251,14,2505.95,2,5,4,11,At Risk
9924,16,17,2100.27,5,5,4,14,Champions
9925,511,11,1328.51,1,3,3,7,Regulars
9926,127,7,860.04,4,1,2,7,Regulars
9927,83,11,871.65,4,3,2,9,Loyal
9928,282,15,3509.78,2,5,5,12,At Risk
9929,229,12,1227.5500000000002,3,4,2,9,Regulars
9930,21,10,1882.38,5,3,4,12,Loyal
9931,203,4,718.71,3,1,1,5,Regulars
9932,350,7,826.98,2,1,1,4,Hibernating
9933,60,18,1804.75,5,5,4,14,Champions
9934,13,9,2385.0299999999997,5,2,4,11,Big Spenders
9935,327,5,857.53,2,1,2,5,Hibernating
9936,88,13,1123.1499999999999,4,4,2,10,Loyal
9937,50,12,1332.46,5,4,3,12,Loyal
9938,111,10,2669.61,4,3,5,12,Loyal
9939,698,6,567.11,1,1,1,3,Hibernating
9940,134,13,1837.38,4,4,4,12,Champions
9941,187,13,2490.31,3,4,4,11,Big Spenders
9942,9,8,721.49,5,2,1,8,Regulars
9943,18,8,1306.3700000000001,5,2,3,10,Regulars
9944,25,16,2906.61,5,5,5,15,Champions
9945,180,6,360.39,3,1,1,5,Regulars
9946,360,12,1164.22,2,4,2,8,At Risk
9947,38,16,3890.65,5,5,5,15,Champions
9948,0,12,1955.1799999999998,5,4,4,13,Champions
9949,124,14,2568.73,4,5,4,13,Champions
9950,92,11,2779.49,4,3,5,12,Loyal
9951,42,14,1730.46,5,5,4,14,Champions
9952,203,9,1437.64,3,2,3,8,Regulars
9953,196,5,557.67,3,1,1,5,Regulars
9954,1372,4,1325.01,1,1,3,5,Regulars
9955,630,8,1644.75,1,2,3,6,Regulars
9956,131,9,5109.83,4,2,5,11,Big Spenders
9957,383,2,480.34999999999997,2,1,1,4,Hibernating
9958,45,16,2329.13,5,5,4,14,Champions
9959,129,14,1223.77,4,5,2,11,Loyal
9960,480,8,1152.07,1,2,2,5,Hibernating
9961,374,6,1270.04,2,1,3,6,Regulars
9962,261,11,1220.71,2,3,2,7,Regulars
9963,275,7,1221.69,2,1,2,5,Hibernating
9964,64,8,1690.6699999999998,5,2,3,10,Regulars
9965,55,14,5985.53,5,5,5,15,Champions
9966,534,11,1177.48,1,3,2,6,Regulars
9967,546,9,970.1700000000001,1,2,2,5,Hibernating
9968,341,9,1074.1499999999999,2,2,2,6,Hibernating
9969,190,14,1707.8200000000002,3,5,3,11,Regulars
9970,102,14,5759.4,4,5,5,14,Champions
9971,419,11,1041.4,2,3,2,7,Regulars
9972,313,9,1058.5900000000001,2,2,2,6,Hibernating
9973,98,4,304.59,4,1,1,6,Regulars
9974,305,16,1274.86,2,5,3,10,At Risk
9975,756,8,364.17999999999995,1,2,1,4,Hibernating
9976,1,7,3785.63,5,1,5,11,Big Spenders
9977,280,7,621.7,2,1,1,4,Hibernating
9978,7,15,3532.24,5,5,5,15,Champions
9979,490,12,2584.4900000000002,1,4,5,10,At Risk
9980,205,15,3755.48,3,5,5,13,Big Spenders
9981,26,7,1524.52,5,1,3,9,Regulars
9982,626,5,640.71,1,1,1,3,Hibernating
9983,546,19,3367.43,1,5,5,11,At Risk
9984,238,15,2855.9799999999996,3,5,5,13,Big Spenders
9985,52,9,1823.3,5,2,4,11,Big Spenders
9986,134,8,1507.57,4,2,3,9,Regulars
9987,265,4,309.11999999999995,2,1,1,4,Hibernating
9988,154,7,3129.65,3,1,5,9,Big Spenders
9989,27,10,2744.1,5,3,5,13,Loyal
9990,303,6,475.59000000000003,2,1,1,4,Hibernating
9991,3,9,3051.89,5,2,5,12,Big Spenders
9992,80,11,1110.44,4,3,2,9,Loyal
9993,100,11,2267.4500000000003,4,3,4,11,Loyal
9994,209,13,2018.98,3,4,4,11,Big Spenders
9995,238,11,2237.87,3,3,4,10,Big Spenders
9996,280,14,1499.05,2,5,3,10,At Risk
9997,28,9,5904.0,5,2,5,12,Big Spenders
9998,820,11,2421.88,1,3,4,8,Regulars
9999,4,12,1336.03,5,4,3,12,Loyal
10000,114,8,623.61,4,2,1,7,Regulars
10001,684,8,654.97,1,2,1,4,Hibernating
10002,20,10,1646.5900000000001,5,3,3,11,Loyal
10003,92,12,890.5200000000001,4,4,2,10,Loyal
10004,56,7,1444.38,5,1,3,9,Regulars
10005,48,6,1282.12,5,1,3,9,Regulars
10006,124,7,1857.55,4,1,4,9,Big Spenders
10007,577,11,1189.8000000000002,1,3,2,6,Regulars
10008,87,13,2579.46,4,4,5,13,Champions
10009,83,16,4175.3,4,5,5,14,Champions
10010,33,9,1479.34,5,2,3,10,Regulars
10011,664,9,1448.46,1,2,3,6,Regulars
10012,168,19,2694.37,3,5,5,13,Big Spenders
10013,2058,2,410.25,1,1,1,3,Hibernating
10014,92,15,2008.8899999999999,4,5,4,13,Champions
10015,169,11,693.91,3,3,1,7,Regulars
10016,321,7,1023.37,2,1,2,5,Hibernating
10017,218,8,1018.09,3,2,2,7,Regulars
10018,352,11,1280.25,2,3,3,8,Regulars
10019,278,11,1213.1,2,3,2,7,Regulars
10020,385,16,1843.74,2,5,4,11,At Risk
10021,317,9,763.85,2,2,1,5,Hibernating
10022,100,19,4082.17,4,5,5,14,Champions
10023,270,14,1456.49,2,5,3,10,At Risk
10024,147,9,1735.3300000000002,4,2,4,10,Big Spenders
10025,154,20,2340.48,3,5,4,12,Big Spenders
10026,198,10,998.01,3,3,2,8,Regulars
10027,225,7,3189.45,3,1,5,9,Big Spenders
10028,107,4,305.45,4,1,1,6,Regulars
10029,95,9,2738.55,4,2,5,11,Big Spenders
10030,157,12,1476.22,3,4,3,10,Regulars
10031,945,8,613.29,1,2,1,4,Hibernating
10032,791,7,2688.63,1,1,5,7,Regulars
10033,445,9,1086.04,2,2,2,6,Hibernating
10034,129,14,1837.49,4,5,4,13,Champions
10035,90,6,707.29,4,1,1,6,Regulars
10036,449,11,1051.97,2,3,2,7,Regulars
10037,252,8,1359.38,2,2,3,7,Regulars
10038,99,11,1303.72,4,3,3,10,Loyal
10039,258,17,2348.84,2,5,4,11,At Risk
10040,70,7,958.79,4,1,2,7,Regulars
10041,144,11,1355.6499999999999,4,3,3,10,Loyal
10042,50,12,1362.2,5,4,3,12,Loyal
10043,188,10,906.6800000000001,3,3,2,8,Regulars
10044,225,7,640.26,3,1,1,5,Regulars
10045,153,11,754.27,3,3,1,7,Regulars
10046,148,13,1564.46,3,4,3,10,Regulars
10047,966,12,1438.12,1,4,3,8,At Risk
10048,237,13,1026.64,3,4,2,9,Regulars
10049,689,7,971.34,1,1,2,4,Hibernating
10050,90,10,1995.0600000000002,4,3,4,11,Loyal
10051,20,15,1916.73,5,5,4,14,Champions
10052,91,9,526.1,4,2,1,7,Regulars
10053,943,3,138.54000000000002,1,1,1,3,Hibernating
10054,44,12,3309.4100000000003,5,4,5,14,Champions
10055,301,7,601.74,2,1,1,4,Hibernating
10056,818,8,1685.0700000000002,1,2,3,6,Regulars
10057,1147,6,1657.59,1,1,3,5,Regulars
10058,123,10,876.5,4,3,2,9,Loyal
10059,1063,7,745.42,1,1,1,3,Hibernating
10060,139,8,1063.08,4,2,2,8,Regulars
10061,206,7,798.14,3,1,1,5,Regulars
10062,52,12,1691.8300000000002,5,4,3,12,Loyal
10063,3,14,3178.5099999999998,5,5,5,15,Champions
10064,354,5,3452.53,2,1,5,8,Regulars
10065,2392,2,35.95,1,1,1,3,Hibernating
10066,27,13,2916.7,5,4,5,14,Champions
10067,52,15,2623.89,5,5,5,15,Champions
10068,90,7,870.28,4,1,2,7,Regulars
10069,368,12,2276.14,2,4,4,10,At Risk
10070,231,11,1078.2,3,3,2,8,Regulars
10071,529,6,955.0500000000001,1,1,2,4,Hibernating
10072,40,16,2009.92,5,5,4,14,Champions
10073,57,12,2129.01,5,4,4,13,Champions
10074,538,6,418.47,1,1,1,3,Hibernating
10075,204,13,2361.92,3,4,4,11,Big Spenders
10076,35,16,6348.83,5,5,5,15,Champions
10077,166,14,1233.78,3,5,2,10,Regulars
10078,1002,8,1036.99,1,2,2,5,Hibernating
10079,25,10,1250.3500000000001,5,3,3,11,Loyal
10080,475,9,767.46,1,2,1,4,Hibernating
10081,192,13,3926.17,3,4,5,12,Big Spenders
10082,54,6,734.03,5,1,1,7,Regulars
10083,68,9,1211.1200000000001,4,2,2,8,Regulars
10084,108,6,1093.81,4,1,2,7,Regulars
10085,778,10,1028.19,1,3,2,6,Regulars
10086,15,7,732.5,5,1,1,7,Regulars
10087,122,12,2649.5299999999997,4,4,5,13,Champions
10088,109,13,1677.01,4,4,3,11,Loyal
10089,59,12,3666.16,5,4,5,14,Champions
10090,200,10,2162.26,3,3,4,10,Big Spenders
10091,230,8,2358.33,3,2,4,9,Big Spenders
10092,39,10,1806.41,5,3,4,12,Loyal
10093,250,9,1569.43,2,2,3,7,Regulars
10094,883,5,729.92,1,1,1,3,Hibernating
10095,556,6,4421.53,1,1,5,7,Regulars
10096,28,7,664.11,5,1,1,7,Regulars
10097,38,12,1362.46,5,4,3,12,Loyal
10098,121,8,2146.36,4,2,4,10,Big Spenders
10099,238,9,2051.48,3,2,4,9,Big Spenders
10100,214,11,1017.26,3,3,2,8,Regulars
10101,39,11,1514.2499999999998,5,3,3,11,Loyal
10102,622,15,3545.33,1,5,5,11,At Risk
10103,83,14,2988.95,4,5,5,14,Champions
10104,211,13,2291.97,3,4,4,11,Big Spenders
10105,555,10,1351.41,1,3,3,7,Regulars
10106,337,6,641.02,2,1,1,4,Hibernating
10107,242,11,1327.1,3,3,3,9,Regulars
10108,348,7,1401.63,2,1,3,6,Regulars
