customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,cat_richness,churn_horizon_days,last_purchase,days_since_last,is_churned
910,111,9,2738.46,4,2,5,11,Big Spenders,1,120,2025-06-11,111,0
911,70,8,403.37,4,2,1,7,Regulars,1,180,2025-07-22,70,0
912,188,13,1489.43,3,4,3,10,Regulars,1,90,2025-03-26,188,1
913,335,5,622.67,2,1,1,4,Hibernating,1,180,2024-10-30,335,1
914,99,14,1685.8100000000002,4,5,3,12,Loyal,1,90,2025-06-23,99,1
915,43,7,647.51,5,1,1,7,Regulars,1,180,2025-08-18,43,0
916,409,5,451.42,2,1,1,4,Hibernating,1,180,2024-08-17,409,1
917,69,14,1307.44,4,5,3,12,Loyal,1,90,2025-07-23,69,0
918,75,14,1644.11,4,5,3,12,Loyal,1,90,2025-07-17,75,0
919,27,10,3817.87,5,3,5,13,Loyal,1,120,2025-09-03,27,0
920,221,10,1041.89,3,3,2,8,Regulars,1,120,2025-02-21,221,1
921,282,7,1450.35,2,1,3,6,Regulars,1,180,2024-12-22,282,1
922,471,14,1462.99,1,5,3,9,At Risk,1,90,2024-06-16,471,1
923,45,9,990.15,5,2,2,9,Regulars,1,120,2025-08-16,45,0
924,23,16,2604.1099999999997,5,5,5,15,Champions,1,90,2025-09-07,23,0
925,8,9,503.97,5,2,1,8,Regulars,1,120,2025-09-22,8,0
926,382,12,1189.19,2,4,2,8,At Risk,1,90,2024-09-13,382,1
927,22,10,644.8,5,3,1,9,Loyal,1,120,2025-09-08,22,0
928,225,11,745.0,3,3,1,7,Regulars,1,120,2025-02-17,225,1
929,52,17,1420.8,5,5,3,13,Loyal,1,90,2025-08-09,52,0
930,66,14,1362.5700000000002,4,5,3,12,Loyal,1,90,2025-07-26,66,0
931,702,8,1936.88,1,2,4,7,Regulars,1,180,2023-10-29,702,1
932,172,9,1130.44,3,2,2,7,Regulars,1,120,2025-04-11,172,1
933,164,7,2330.22,3,1,4,8,Big Spenders,1,180,2025-04-19,164,0
934,122,15,1431.06,4,5,3,12,Loyal,1,90,2025-05-31,122,1
935,191,7,653.88,3,1,1,5,Regulars,1,180,2025-03-23,191,1
936,610,12,773.0899999999999,1,4,1,6,At Risk,1,90,2024-01-29,610,1
937,246,8,1123.82,3,2,2,7,Regulars,1,180,2025-01-27,246,1
938,108,13,607.4,4,4,1,9,Loyal,1,90,2025-06-14,108,1
939,1188,6,756.5,1,1,1,3,Hibernating,1,180,2022-06-30,1188,1
940,140,10,765.08,4,3,1,8,Loyal,1,120,2025-05-13,140,1
941,189,11,2979.9300000000003,3,3,5,11,Big Spenders,1,120,2025-03-25,189,1
942,250,4,526.53,2,1,1,4,Hibernating,1,180,2025-01-23,250,1
943,73,12,2555.4900000000002,4,4,4,12,Champions,1,90,2025-07-19,73,0
944,581,10,2294.1400000000003,1,3,4,8,Regulars,1,120,2024-02-27,581,1
945,236,8,514.95,3,2,1,6,Regulars,1,180,2025-02-06,236,1
946,82,9,1645.31,4,2,3,9,Regulars,1,120,2025-07-10,82,0
947,361,11,1422.1100000000001,2,3,3,8,Regulars,1,120,2024-10-04,361,1
948,392,10,1091.8600000000001,2,3,2,7,Regulars,1,120,2024-09-03,392,1
949,163,9,2509.4,3,2,4,9,Big Spenders,1,120,2025-04-20,163,1
950,288,13,3437.08,2,4,5,11,At Risk,1,90,2024-12-16,288,1
951,64,10,802.6,5,3,1,9,Loyal,1,120,2025-07-28,64,0
952,11,9,2339.05,5,2,4,11,Big Spenders,1,120,2025-09-19,11,0
953,165,9,2725.59,3,2,5,10,Big Spenders,1,120,2025-04-18,165,1
954,126,9,1908.48,4,2,4,10,Big Spenders,1,120,2025-05-27,126,1
955,612,10,4586.59,1,3,5,9,Regulars,1,120,2024-01-27,612,1
956,525,8,551.7,1,2,1,4,Hibernating,1,180,2024-04-23,525,1
957,584,9,685.8199999999999,1,2,1,4,Hibernating,1,120,2024-02-24,584,1
958,657,10,729.51,1,3,1,5,Regulars,1,120,2023-12-13,657,1
959,499,7,541.56,1,1,1,3,Hibernating,1,180,2024-05-19,499,1
960,173,10,1083.51,3,3,2,8,Regulars,1,120,2025-04-10,173,1
961,119,10,1513.78,4,3,3,10,Loyal,1,120,2025-06-03,119,0
962,41,15,2110.2,5,5,4,14,Champions,1,90,2025-08-20,41,0
963,26,13,2108.26,5,4,4,13,Champions,1,90,2025-09-04,26,0
964,90,6,1710.39,4,1,3,8,Regulars,1,180,2025-07-02,90,0
965,81,7,609.26,4,1,1,6,Regulars,1,180,2025-07-11,81,0
966,131,13,1495.61,4,4,3,11,Loyal,1,90,2025-05-22,131,1
967,110,10,1409.95,4,3,3,10,Loyal,1,120,2025-06-12,110,0
968,166,15,2822.29,3,5,5,13,Big Spenders,1,90,2025-04-17,166,1
969,98,13,1577.65,4,4,3,11,Loyal,1,90,2025-06-24,98,1
970,246,5,1071.42,3,1,2,6,Regulars,1,180,2025-01-27,246,1
971,165,8,1494.7399999999998,3,2,3,8,Regulars,1,180,2025-04-18,165,0
972,72,12,2638.51,4,4,5,13,Champions,1,90,2025-07-20,72,0
973,468,7,2859.28,1,1,5,7,Regulars,1,180,2024-06-19,468,1
974,194,9,1138.3200000000002,3,2,2,7,Regulars,1,120,2025-03-20,194,1
975,125,9,2946.91,4,2,5,11,Big Spenders,1,120,2025-05-28,125,1
976,72,14,1267.35,4,5,3,12,Loyal,1,90,2025-07-20,72,0
977,430,11,1005.28,2,3,2,7,Regulars,1,120,2024-07-27,430,1
978,15,12,6600.67,5,4,5,14,Champions,1,90,2025-09-15,15,0
979,259,6,435.83,2,1,1,4,Hibernating,1,180,2025-01-14,259,1
980,392,9,1829.46,2,2,4,8,Regulars,1,120,2024-09-03,392,1
981,139,11,2363.29,4,3,4,11,Loyal,1,120,2025-05-14,139,1
982,29,8,713.35,5,2,1,8,Regulars,1,180,2025-09-01,29,0
983,213,14,1212.56,3,5,2,10,Regulars,1,90,2025-03-01,213,1
984,144,10,1140.4199999999998,4,3,2,9,Loyal,1,120,2025-05-09,144,1
985,131,10,1346.43,4,3,3,10,Loyal,1,120,2025-05-22,131,1
986,166,13,3930.3,3,4,5,12,Big Spenders,1,90,2025-04-17,166,1
987,82,9,1584.46,4,2,3,9,Regulars,1,120,2025-07-10,82,0
988,186,8,985.39,3,2,2,7,Regulars,1,180,2025-03-28,186,1
989,258,7,1013.57,2,1,2,5,Hibernating,1,180,2025-01-15,258,1
990,532,8,2197.67,1,2,4,7,Regulars,1,180,2024-04-16,532,1
991,452,5,375.75,2,1,1,4,Hibernating,1,180,2024-07-05,452,1
992,1,10,1212.0500000000002,5,3,2,10,Loyal,1,120,2025-09-29,1,0
993,7,8,583.75,5,2,1,8,Regulars,1,180,2025-09-23,7,0
994,705,9,581.36,1,2,1,4,Hibernating,1,120,2023-10-26,705,1
995,10,14,1147.64,5,5,2,12,Loyal,1,90,2025-09-20,10,0
996,236,11,1690.63,3,3,3,9,Regulars,1,120,2025-02-06,236,1
997,794,6,722.56,1,1,1,3,Hibernating,1,180,2023-07-29,794,1
998,408,6,886.16,2,1,2,5,Hibernating,1,180,2024-08-18,408,1
999,784,10,1471.8500000000001,1,3,3,7,Regulars,1,120,2023-08-08,784,1
1000,97,8,899.54,4,2,2,8,Regulars,1,180,2025-06-25,97,0
1001,561,8,936.16,1,2,2,5,Hibernating,1,180,2024-03-18,561,1
1002,35,4,1420.24,5,1,3,9,Regulars,1,180,2025-08-26,35,0
1003,792,8,3876.39,1,2,5,8,Regulars,1,180,2023-07-31,792,1
1004,367,7,447.71,2,1,1,4,Hibernating,1,180,2024-09-28,367,1
1005,41,11,736.6800000000001,5,3,1,9,Loyal,1,120,2025-08-20,41,0
1006,128,12,1739.4099999999999,4,4,4,12,Champions,1,90,2025-05-25,128,1
1007,289,13,4013.8900000000003,2,4,5,11,At Risk,1,90,2024-12-15,289,1
1008,903,7,373.8,1,1,1,3,Hibernating,1,180,2023-04-11,903,1
1009,167,15,1797.4199999999998,3,5,4,12,Big Spenders,1,90,2025-04-16,167,1
1010,52,8,1013.5899999999999,5,2,2,9,Regulars,1,180,2025-08-09,52,0
1011,125,8,984.01,4,2,2,8,Regulars,1,180,2025-05-28,125,0
1012,156,13,1998.27,3,4,4,11,Big Spenders,1,90,2025-04-27,156,1
1013,192,9,1502.4099999999999,3,2,3,8,Regulars,1,120,2025-03-22,192,1
1014,534,7,452.42,1,1,1,3,Hibernating,1,180,2024-04-14,534,1
1015,278,10,1194.3899999999999,2,3,2,7,Regulars,1,120,2024-12-26,278,1
1016,304,7,2661.9600000000005,2,1,5,8,Regulars,1,180,2024-11-30,304,1
1017,1026,7,843.93,1,1,1,3,Hibernating,1,180,2022-12-09,1026,1
1018,776,7,898.93,1,1,2,4,Hibernating,1,180,2023-08-16,776,1
1019,1244,12,820.38,1,4,1,6,At Risk,1,90,2022-05-05,1244,1
1020,18,11,2058.21,5,3,4,12,Loyal,1,120,2025-09-12,18,0
1021,224,7,763.45,3,1,1,5,Regulars,1,180,2025-02-18,224,1
1022,110,10,1408.2500000000002,4,3,3,10,Loyal,1,120,2025-06-12,110,0
1023,144,5,1057.76,4,1,2,7,Regulars,1,180,2025-05-09,144,0
1024,215,7,1586.9199999999998,3,1,3,7,Regulars,1,180,2025-02-27,215,1
1025,333,13,3332.36,2,4,5,11,At Risk,1,90,2024-11-01,333,1
1026,36,14,2044.67,5,5,4,14,Champions,1,90,2025-08-25,36,0
1027,99,10,3129.7799999999997,4,3,5,12,Loyal,1,120,2025-06-23,99,0
1028,69,9,1683.8899999999999,4,2,3,9,Regulars,1,120,2025-07-23,69,0
1029,194,13,1385.94,3,4,3,10,Regulars,1,90,2025-03-20,194,1
1030,83,7,825.39,4,1,1,6,Regulars,1,180,2025-07-09,83,0
1031,55,10,1384.01,5,3,3,11,Loyal,1,120,2025-08-06,55,0
1032,823,12,2983.21,1,4,5,10,At Risk,1,90,2023-06-30,823,1
1033,96,13,1967.1200000000001,4,4,4,12,Champions,1,90,2025-06-26,96,1
1034,48,6,498.5,5,1,1,7,Regulars,1,180,2025-08-13,48,0
1035,740,9,503.2,1,2,1,4,Hibernating,1,120,2023-09-21,740,1
1036,6,11,1313.07,5,3,3,11,Loyal,1,120,2025-09-24,6,0
1037,123,13,1319.76,4,4,3,11,Loyal,1,90,2025-05-30,123,1
1038,113,10,1482.92,4,3,3,10,Loyal,1,120,2025-06-09,113,0
1039,110,9,1099.63,4,2,2,8,Regulars,1,120,2025-06-12,110,0
1040,376,10,1218.63,2,3,2,7,Regulars,1,120,2024-09-19,376,1
1041,1109,5,363.81,1,1,1,3,Hibernating,1,180,2022-09-17,1109,1
1042,148,12,813.22,3,4,1,8,Regulars,1,90,2025-05-05,148,1
1043,709,14,1856.82,1,5,4,10,At Risk,1,90,2023-10-22,709,1
1044,699,11,749.6,1,3,1,5,Regulars,1,120,2023-11-01,699,1
1045,63,8,2973.89,5,2,5,12,Big Spenders,1,180,2025-07-29,63,0
1046,49,12,1066.92,5,4,2,11,Loyal,1,90,2025-08-12,49,0
1047,293,9,1011.36,2,2,2,6,Hibernating,1,120,2024-12-11,293,1
1048,113,11,1138.58,4,3,2,9,Loyal,1,120,2025-06-09,113,0
1049,407,7,567.56,2,1,1,4,Hibernating,1,180,2024-08-19,407,1
1050,921,11,834.35,1,3,1,5,Regulars,1,120,2023-03-24,921,1
1051,210,10,2901.7299999999996,3,3,5,11,Big Spenders,1,120,2025-03-04,210,1
1052,56,14,2911.86,5,5,5,15,Champions,1,90,2025-08-05,56,0
1053,56,13,871.88,5,4,2,11,Loyal,1,90,2025-08-05,56,0
1054,30,3,454.74000000000007,5,1,1,7,Regulars,1,180,2025-08-31,30,0
1055,186,11,2696.1600000000003,3,3,5,11,Big Spenders,1,120,2025-03-28,186,1
1056,43,8,440.03,5,2,1,8,Regulars,1,180,2025-08-18,43,0
1057,103,17,4834.12,4,5,5,14,Champions,1,90,2025-06-19,103,1
1058,338,7,1118.27,2,1,2,5,Hibernating,1,180,2024-10-27,338,1
1059,438,8,799.4499999999999,2,2,1,5,Hibernating,1,180,2024-07-19,438,1
1060,124,9,678.6,4,2,1,7,Regulars,1,120,2025-05-29,124,1
1061,701,8,507.43,1,2,1,4,Hibernating,1,180,2023-10-30,701,1
1062,119,13,860.73,4,4,2,10,Loyal,1,90,2025-06-03,119,1
1063,43,10,1758.99,5,3,4,12,Loyal,1,120,2025-08-18,43,0
1064,385,9,1227.93,2,2,2,6,Hibernating,1,120,2024-09-10,385,1
1065,207,10,1766.73,3,3,4,10,Big Spenders,1,120,2025-03-07,207,1
1066,68,11,1567.62,4,3,3,10,Loyal,1,120,2025-07-24,68,0
1067,408,9,1771.3000000000002,2,2,4,8,Regulars,1,120,2024-08-18,408,1
1068,482,13,1995.55,1,4,4,9,At Risk,1,90,2024-06-05,482,1
1069,254,6,834.29,2,1,1,4,Hibernating,1,180,2025-01-19,254,1
1070,603,9,1184.98,1,2,2,5,Hibernating,1,120,2024-02-05,603,1
1071,152,13,3459.98,3,4,5,12,Big Spenders,1,90,2025-05-01,152,1
1072,88,6,335.45,4,1,1,6,Regulars,1,180,2025-07-04,88,0
1073,257,10,1086.8899999999999,2,3,2,7,Regulars,1,120,2025-01-16,257,1
1074,173,9,1820.2900000000002,3,2,4,9,Big Spenders,1,120,2025-04-10,173,1
1075,309,6,1870.09,2,1,4,7,Regulars,1,180,2024-11-25,309,1
1076,478,8,1184.69,1,2,2,5,Hibernating,1,180,2024-06-09,478,1
1077,178,5,789.8400000000001,3,1,1,5,Regulars,1,180,2025-04-05,178,0
1078,470,6,531.65,1,1,1,3,Hibernating,1,180,2024-06-17,470,1
1079,107,13,2004.27,4,4,4,12,Champions,1,90,2025-06-15,107,1
1080,45,11,2098.54,5,3,4,12,Loyal,1,120,2025-08-16,45,0
1081,39,9,2412.1,5,2,4,11,Big Spenders,1,120,2025-08-22,39,0
1082,294,12,1946.06,2,4,4,10,At Risk,1,90,2024-12-10,294,1
1083,175,6,2988.1,3,1,5,9,Big Spenders,1,180,2025-04-08,175,0
1084,126,8,931.39,4,2,2,8,Regulars,1,180,2025-05-27,126,0
1085,502,6,592.76,1,1,1,3,Hibernating,1,180,2024-05-16,502,1
1086,1114,8,649.37,1,2,1,4,Hibernating,1,180,2022-09-12,1114,1
1087,32,7,1066.1,5,1,2,8,Regulars,1,180,2025-08-29,32,0
1088,190,12,1109.97,3,4,2,9,Regulars,1,90,2025-03-24,190,1
1089,520,10,1243.98,1,3,3,7,Regulars,1,120,2024-04-28,520,1
1090,455,11,1964.44,2,3,4,9,Regulars,1,120,2024-07-02,455,1
1091,174,17,1609.99,3,5,3,11,Regulars,1,90,2025-04-09,174,1
1092,267,9,785.87,2,2,1,5,Hibernating,1,120,2025-01-06,267,1
1093,120,18,2359.1,4,5,4,13,Champions,1,90,2025-06-02,120,1
1094,461,13,1844.8,1,4,4,9,At Risk,1,90,2024-06-26,461,1
1095,92,9,2862.3799999999997,4,2,5,11,Big Spenders,1,120,2025-06-30,92,0
1096,61,12,4560.650000000001,5,4,5,14,Champions,1,90,2025-07-31,61,0
1097,7,13,1980.46,5,4,4,13,Champions,1,90,2025-09-23,7,0
1098,284,16,1350.12,2,5,3,10,At Risk,1,90,2024-12-20,284,1
1099,475,11,1890.83,1,3,4,8,Regulars,1,120,2024-06-12,475,1
1100,311,8,4040.1099999999997,2,2,5,9,Regulars,1,180,2024-11-23,311,1
1101,313,8,764.64,2,2,1,5,Hibernating,1,180,2024-11-21,313,1
1102,288,10,599.8,2,3,1,6,Regulars,1,120,2024-12-16,288,1
1103,233,14,2442.27,3,5,4,12,Big Spenders,1,90,2025-02-09,233,1
1104,305,18,5103.17,2,5,5,12,At Risk,1,90,2024-11-29,305,1
1105,60,9,2588.09,5,2,5,12,Big Spenders,1,120,2025-08-01,60,0
1106,82,7,684.91,4,1,1,6,Regulars,1,180,2025-07-10,82,0
1107,80,7,1327.25,4,1,3,8,Regulars,1,180,2025-07-12,80,0
1108,15,8,1372.44,5,2,3,10,Regulars,1,180,2025-09-15,15,0
1109,20,11,3114.44,5,3,5,13,Loyal,1,120,2025-09-10,20,0
1110,169,10,889.64,3,3,2,8,Regulars,1,120,2025-04-14,169,1
1111,228,9,1170.1,3,2,2,7,Regulars,1,120,2025-02-14,228,1
1112,287,10,1925.4599999999998,2,3,4,9,Regulars,1,120,2024-12-17,287,1
1113,52,11,2145.87,5,3,4,12,Loyal,1,120,2025-08-09,52,0
1114,50,11,735.8499999999999,5,3,1,9,Loyal,1,120,2025-08-11,50,0
1115,36,6,1363.66,5,1,3,9,Regulars,1,180,2025-08-25,36,0
1116,31,7,665.12,5,1,1,7,Regulars,1,180,2025-08-30,31,0
1117,284,9,1292.98,2,2,3,7,Regulars,1,120,2024-12-20,284,1
1118,88,14,973.99,4,5,2,11,Loyal,1,90,2025-07-04,88,0
1119,44,9,3028.2400000000002,5,2,5,12,Big Spenders,1,120,2025-08-17,44,0
1120,227,8,3933.33,3,2,5,10,Big Spenders,1,180,2025-02-15,227,1
1121,31,12,914.42,5,4,2,11,Loyal,1,90,2025-08-30,31,0
1122,621,16,2630.84,1,5,5,11,At Risk,1,90,2024-01-18,621,1
1123,346,11,3356.25,2,3,5,10,Regulars,1,120,2024-10-19,346,1
1124,592,5,733.96,1,1,1,3,Hibernating,1,180,2024-02-16,592,1
1125,1735,6,482.1,1,1,1,3,Hibernating,1,180,2020-12-30,1735,1
1126,15,15,5078.82,5,5,5,15,Champions,1,90,2025-09-15,15,0
1127,598,10,1266.58,1,3,3,7,Regulars,1,120,2024-02-10,598,1
1128,1074,11,1600.63,1,3,3,7,Regulars,1,120,2022-10-22,1074,1
1129,212,12,2990.2999999999997,3,4,5,12,Big Spenders,1,90,2025-03-02,212,1
1130,58,11,3425.92,5,3,5,13,Loyal,1,120,2025-08-03,58,0
1131,416,14,2010.54,2,5,4,11,At Risk,1,90,2024-08-10,416,1
1132,75,12,1492.77,4,4,3,11,Loyal,1,90,2025-07-17,75,0
1133,899,10,740.31,1,3,1,5,Regulars,1,120,2023-04-15,899,1
1134,150,8,636.69,3,2,1,6,Regulars,1,180,2025-05-03,150,0
1135,527,11,1211.44,1,3,2,6,Regulars,1,120,2024-04-21,527,1
1136,161,10,726.6800000000001,3,3,1,7,Regulars,1,120,2025-04-22,161,1
1137,79,12,973.26,4,4,2,10,Loyal,1,90,2025-07-13,79,0
1138,247,10,1002.52,3,3,2,8,Regulars,1,120,2025-01-26,247,1
1139,206,11,1256.3999999999999,3,3,3,9,Regulars,1,120,2025-03-08,206,1
1140,145,14,1053.4,4,5,2,11,Loyal,1,90,2025-05-08,145,1
1141,584,7,1528.35,1,1,3,5,Regulars,1,180,2024-02-24,584,1
1142,193,12,3213.73,3,4,5,12,Big Spenders,1,90,2025-03-21,193,1
1143,198,7,3114.83,3,1,5,9,Big Spenders,1,180,2025-03-16,198,1
1144,117,16,3375.0899999999997,4,5,5,14,Champions,1,90,2025-06-05,117,1
1145,949,6,1872.93,1,1,4,6,Regulars,1,180,2023-02-24,949,1
1146,96,13,2752.7,4,4,5,13,Champions,1,90,2025-06-26,96,1
1147,26,11,2059.9300000000003,5,3,4,12,Loyal,1,120,2025-09-04,26,0
1148,213,8,1534.28,3,2,3,8,Regulars,1,180,2025-03-01,213,1
1149,21,13,2583.4,5,4,5,14,Champions,1,90,2025-09-09,21,0
1150,103,9,934.7,4,2,2,8,Regulars,1,120,2025-06-19,103,0
1151,92,10,1594.0,4,3,3,10,Loyal,1,120,2025-06-30,92,0
1152,58,3,251.07,5,1,1,7,Regulars,1,180,2025-08-03,58,0
1153,155,9,1100.01,3,2,2,7,Regulars,1,120,2025-04-28,155,1
1154,15,11,2846.13,5,3,5,13,Loyal,1,120,2025-09-15,15,0
1155,77,13,3020.23,4,4,5,13,Champions,1,90,2025-07-15,77,0
1156,168,10,618.29,3,3,1,7,Regulars,1,120,2025-04-15,168,1
1157,333,11,1630.91,2,3,3,8,Regulars,1,120,2024-11-01,333,1
1158,33,11,1179.95,5,3,2,10,Loyal,1,120,2025-08-28,33,0
1159,35,7,554.59,5,1,1,7,Regulars,1,180,2025-08-26,35,0
1160,24,13,4972.99,5,4,5,14,Champions,1,90,2025-09-06,24,0
1161,543,8,1632.3200000000002,1,2,3,6,Regulars,1,180,2024-04-05,543,1
1162,184,10,2031.7400000000002,3,3,4,10,Big Spenders,1,120,2025-03-30,184,1
1163,163,11,1334.76,3,3,3,9,Regulars,1,120,2025-04-20,163,1
1164,111,10,2148.35,4,3,4,11,Loyal,1,120,2025-06-11,111,0
1165,46,15,3785.77,5,5,5,15,Champions,1,90,2025-08-15,46,0
1166,106,7,3437.2599999999998,4,1,5,10,Big Spenders,1,180,2025-06-16,106,0
1167,334,2,168.4,2,1,1,4,Hibernating,1,180,2024-10-31,334,1
1168,703,9,1869.01,1,2,4,7,Regulars,1,120,2023-10-28,703,1
1169,6,7,1016.8599999999999,5,1,2,8,Regulars,1,180,2025-09-24,6,0
1170,34,9,379.94,5,2,1,8,Regulars,1,120,2025-08-27,34,0
1171,472,9,672.83,1,2,1,4,Hibernating,1,120,2024-06-15,472,1
1172,245,11,3096.23,3,3,5,11,Big Spenders,1,120,2025-01-28,245,1
1173,216,8,2928.71,3,2,5,10,Big Spenders,1,180,2025-02-26,216,1
1174,116,12,2340.9399999999996,4,4,4,12,Champions,1,90,2025-06-06,116,1
1175,172,8,582.96,3,2,1,6,Regulars,1,180,2025-04-11,172,0
1176,35,7,583.28,5,1,1,7,Regulars,1,180,2025-08-26,35,0
1177,58,9,1274.8,5,2,3,10,Regulars,1,120,2025-08-03,58,0
1178,408,10,1332.98,2,3,3,8,Regulars,1,120,2024-08-18,408,1
1179,21,9,1605.3500000000001,5,2,3,10,Regulars,1,120,2025-09-09,21,0
1180,58,7,457.99,5,1,1,7,Regulars,1,180,2025-08-03,58,0
1181,89,13,2822.7,4,4,5,13,Champions,1,90,2025-07-03,89,0
1182,551,5,524.15,1,1,1,3,Hibernating,1,180,2024-03-28,551,1
1183,28,10,3396.88,5,3,5,13,Loyal,1,120,2025-09-02,28,0
1184,17,15,1396.78,5,5,3,13,Loyal,1,90,2025-09-13,17,0
1185,455,10,1071.05,2,3,2,7,Regulars,1,120,2024-07-02,455,1
1186,474,6,439.26,1,1,1,3,Hibernating,1,180,2024-06-13,474,1
1187,195,11,1158.2,3,3,2,8,Regulars,1,120,2025-03-19,195,1
1188,527,11,1367.47,1,3,3,7,Regulars,1,120,2024-04-21,527,1
1189,275,13,3527.22,2,4,5,11,At Risk,1,90,2024-12-29,275,1
1190,209,8,1057.09,3,2,2,7,Regulars,1,180,2025-03-05,209,1
1191,984,8,2317.74,1,2,4,7,Regulars,1,180,2023-01-20,984,1
1192,409,13,3042.7200000000003,2,4,5,11,At Risk,1,90,2024-08-17,409,1
1193,382,16,1739.86,2,5,4,11,At Risk,1,90,2024-09-13,382,1
1194,211,12,2787.1099999999997,3,4,5,12,Big Spenders,1,90,2025-03-03,211,1
1195,362,12,3691.17,2,4,5,11,At Risk,1,90,2024-10-03,362,1
1196,89,8,1910.26,4,2,4,10,Big Spenders,1,180,2025-07-03,89,0
1197,101,13,2740.87,4,4,5,13,Champions,1,90,2025-06-21,101,1
1198,226,16,1314.35,3,5,3,11,Regulars,1,90,2025-02-16,226,1
1199,170,6,840.44,3,1,1,5,Regulars,1,180,2025-04-13,170,0
1200,133,7,2297.59,4,1,4,9,Big Spenders,1,180,2025-05-20,133,0
1201,15,15,4685.05,5,5,5,15,Champions,1,90,2025-09-15,15,0
1202,187,11,3079.59,3,3,5,11,Big Spenders,1,120,2025-03-27,187,1
1203,118,16,1524.46,4,5,3,12,Loyal,1,90,2025-06-04,118,1
1204,35,12,1792.67,5,4,4,13,Champions,1,90,2025-08-26,35,0
1205,130,10,976.87,4,3,2,9,Loyal,1,120,2025-05-23,130,1
1206,29,15,3532.7299999999996,5,5,5,15,Champions,1,90,2025-09-01,29,0
1207,810,7,3306.63,1,1,5,7,Regulars,1,180,2023-07-13,810,1
1208,625,8,2080.83,1,2,4,7,Regulars,1,180,2024-01-14,625,1
1209,306,9,1650.1100000000001,2,2,3,7,Regulars,1,120,2024-11-28,306,1
1210,635,10,1567.5500000000002,1,3,3,7,Regulars,1,120,2024-01-04,635,1
1211,213,9,965.71,3,2,2,7,Regulars,1,120,2025-03-01,213,1
1212,3,9,1745.6200000000001,5,2,4,11,Big Spenders,1,120,2025-09-27,3,0
1213,10,7,749.64,5,1,1,7,Regulars,1,180,2025-09-20,10,0
1214,54,10,1993.17,5,3,4,12,Loyal,1,120,2025-08-07,54,0
1215,490,13,2672.69,1,4,5,10,At Risk,1,90,2024-05-28,490,1
1216,104,10,555.12,4,3,1,8,Loyal,1,120,2025-06-18,104,0
1217,69,8,1391.53,4,2,3,9,Regulars,1,180,2025-07-23,69,0
1218,90,15,2677.7999999999997,4,5,5,14,Champions,1,90,2025-07-02,90,0
1219,591,10,3231.7200000000003,1,3,5,9,Regulars,1,120,2024-02-17,591,1
1220,146,12,1617.9,4,4,3,11,Loyal,1,90,2025-05-07,146,1
1221,488,8,671.51,1,2,1,4,Hibernating,1,180,2024-05-30,488,1
1222,425,12,1984.8600000000001,2,4,4,10,At Risk,1,90,2024-08-01,425,1
1223,173,6,1995.67,3,1,4,8,Big Spenders,1,180,2025-04-10,173,0
1224,387,11,978.4200000000001,2,3,2,7,Regulars,1,120,2024-09-08,387,1
1225,51,9,1083.19,5,2,2,9,Regulars,1,120,2025-08-10,51,0
1226,63,14,2155.21,5,5,4,14,Champions,1,90,2025-07-29,63,0
1227,565,7,987.1100000000001,1,1,2,4,Hibernating,1,180,2024-03-14,565,1
1228,124,4,1681.12,4,1,3,8,Regulars,1,180,2025-05-29,124,0
1229,485,9,1984.63,1,2,4,7,Regulars,1,120,2024-06-02,485,1
1230,243,11,1687.9,3,3,3,9,Regulars,1,120,2025-01-30,243,1
1231,108,12,873.64,4,4,2,10,Loyal,1,90,2025-06-14,108,1
1232,84,12,1628.14,4,4,3,11,Loyal,1,90,2025-07-08,84,0
1233,262,14,3041.95,2,5,5,12,At Risk,1,90,2025-01-11,262,1
1234,505,14,3382.85,1,5,5,11,At Risk,1,90,2024-05-13,505,1
1235,129,10,3314.0999999999995,4,3,5,12,Loyal,1,120,2025-05-24,129,1
1236,606,10,1045.55,1,3,2,6,Regulars,1,120,2024-02-02,606,1
1237,285,14,1387.52,2,5,3,10,At Risk,1,90,2024-12-19,285,1
1238,617,8,1388.8400000000001,1,2,3,6,Regulars,1,180,2024-01-22,617,1
1239,78,7,462.26,4,1,1,6,Regulars,1,180,2025-07-14,78,0
1240,117,11,1466.82,4,3,3,10,Loyal,1,120,2025-06-05,117,0
1241,174,8,576.19,3,2,1,6,Regulars,1,180,2025-04-09,174,0
1242,118,15,1730.83,4,5,4,13,Champions,1,90,2025-06-04,118,1
1243,272,9,614.33,2,2,1,5,Hibernating,1,120,2025-01-01,272,1
1244,206,10,567.85,3,3,1,7,Regulars,1,120,2025-03-08,206,1
1245,899,8,800.94,1,2,1,4,Hibernating,1,180,2023-04-15,899,1
1246,230,10,1365.32,3,3,3,9,Regulars,1,120,2025-02-12,230,1
1247,11,15,1448.6,5,5,3,13,Loyal,1,90,2025-09-19,11,0
1248,433,8,2265.7799999999997,2,2,4,8,Regulars,1,180,2024-07-24,433,1
1249,171,15,1582.31,3,5,3,11,Regulars,1,90,2025-04-12,171,1
1250,192,7,877.42,3,1,2,6,Regulars,1,180,2025-03-22,192,1
1251,124,9,637.2099999999999,4,2,1,7,Regulars,1,120,2025-05-29,124,1
1252,651,2,423.1700000000001,1,1,1,3,Hibernating,1,180,2023-12-19,651,1
