customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,last_order_date,Churn,MedianDaysBetweenOrders,AvgOrderValue
6902.0,2454,1,176.63,1,1,3,5,113,Potential Loyalist,2019-01-12 18:41:00,1,,176.63
6904.0,553,2,82.15,4,3,1,8,431,Loyal Customers,2024-03-27 04:35:00,1,1259.0,41.075
6906.0,866,1,43.78,3,1,1,5,311,Potential Loyalist,2023-05-19 18:40:00,1,,43.78
6907.0,2261,1,144.62,1,1,2,4,112,At Risk,2019-07-25 00:28:00,1,,144.62
6909.0,346,2,117.41,4,3,2,9,432,Loyal Customers,2024-10-20 18:47:00,1,1852.0,58.705
6910.0,1733,1,28.0,2,1,1,4,211,At Risk,2021-01-02 07:22:00,1,,28.0
6911.0,2493,1,130.59,1,1,2,4,112,At Risk,2018-12-04 02:20:00,1,,130.59
6912.0,2456,1,65.66,1,1,1,3,111,At Risk,2019-01-10 23:24:00,1,,65.66
6915.0,424,1,122.66,4,1,2,7,412,Potential Loyalist,2024-08-03 19:36:00,1,,122.66
6918.0,1546,2,72.18,2,3,1,6,231,Potential Loyalist,2021-07-08 19:15:00,1,645.0,36.09
6920.0,351,1,157.81,4,1,2,7,412,Potential Loyalist,2024-10-15 19:57:00,1,,157.81
6923.0,71,2,437.26,4,3,4,11,434,Champions,2025-07-22 03:38:00,0,2238.0,218.63
6926.0,918,3,512.04,3,4,4,11,344,Champions,2023-03-28 22:12:00,1,249.0,170.67999999999998
6928.0,212,3,189.06,4,4,3,11,443,Champions,2025-03-03 22:20:00,1,1126.0,63.02
6930.0,974,1,46.88,3,1,1,5,311,Potential Loyalist,2023-01-31 08:59:00,1,,46.88
6933.0,967,1,150.87,3,1,2,6,312,Potential Loyalist,2023-02-07 00:43:00,1,,150.87
6935.0,530,2,55.269999999999996,4,3,1,8,431,Loyal Customers,2024-04-19 18:26:00,1,914.0,27.634999999999998
6939.0,1734,3,187.9,2,4,3,9,243,Loyal Customers,2021-01-01 20:31:00,1,226.0,62.63333333333333
6943.0,2517,1,358.68,1,1,4,6,114,Potential Loyalist,2018-11-10 13:41:00,1,,358.68
6946.0,1112,3,290.25,3,4,3,10,343,Champions,2022-09-15 19:01:00,1,307.0,96.75
6948.0,1127,1,187.97,3,1,3,7,313,Potential Loyalist,2022-08-31 17:43:00,1,,187.97
6951.0,1703,2,314.89,2,3,4,9,234,Loyal Customers,2021-02-01 17:16:00,1,1024.0,157.445
6952.0,1472,1,432.85,2,1,4,7,214,Potential Loyalist,2021-09-20 18:39:00,1,,432.85
6954.0,1755,3,938.48,2,4,4,10,244,Champions,2020-12-11 14:37:00,1,321.0,312.82666666666665
6957.0,1619,1,42.86,2,1,1,4,211,At Risk,2021-04-26 18:08:00,1,,42.86
6959.0,1614,1,173.89,2,1,3,6,213,Potential Loyalist,2021-05-01 19:56:00,1,,173.89
6965.0,1107,1,139.23,3,1,2,6,312,Potential Loyalist,2022-09-20 09:10:00,1,,139.23
6966.0,1245,1,30.14,2,1,1,4,211,At Risk,2022-05-05 17:46:00,1,,30.14
6968.0,1346,3,1383.36,2,4,4,10,244,Champions,2022-01-24 08:05:00,1,319.0,461.11999999999995
6969.0,1198,1,337.54,3,1,4,8,314,Loyal Customers,2022-06-21 11:17:00,1,,337.54
6972.0,839,2,547.01,3,3,4,10,334,Champions,2023-06-15 02:03:00,1,1827.0,273.505
6976.0,2113,1,46.15,1,1,1,3,111,At Risk,2019-12-19 03:13:00,1,,46.15
6977.0,2731,1,187.43,1,1,3,5,113,Potential Loyalist,2018-04-10 01:28:00,1,,187.43
6980.0,181,3,714.96,4,4,4,12,444,Champions,2025-04-03 19:58:00,1,913.0,238.32000000000002
6981.0,652,3,257.81,3,4,3,10,343,Champions,2023-12-19 03:46:00,1,1048.0,85.93666666666667
6982.0,637,1,217.65,3,1,3,7,313,Potential Loyalist,2024-01-03 10:35:00,1,,217.65
6986.0,1511,1,62.35,2,1,1,4,211,At Risk,2021-08-12 16:10:00,1,,62.35
6989.0,1773,1,37.19,2,1,1,4,211,At Risk,2020-11-23 14:07:00,1,,37.19
6992.0,2385,1,77.47,1,1,1,3,111,At Risk,2019-03-22 23:05:00,1,,77.47
6993.0,1648,1,219.58,2,1,3,6,213,Potential Loyalist,2021-03-28 04:34:00,1,,219.58
6994.0,806,3,142.01,3,4,2,9,342,Loyal Customers,2023-07-18 14:30:00,1,557.0,47.336666666666666
6995.0,843,2,890.91,3,3,4,10,334,Champions,2023-06-11 14:20:00,1,749.0,445.455
6998.0,572,1,147.91,3,1,2,6,312,Potential Loyalist,2024-03-08 08:48:00,1,,147.91
7000.0,648,1,233.0,3,1,3,7,313,Potential Loyalist,2023-12-23 00:52:00,1,,233.0
7001.0,490,2,676.91,4,3,4,11,434,Champions,2024-05-29 02:16:00,1,1083.0,338.455
7002.0,1759,1,158.52,2,1,2,5,212,Potential Loyalist,2020-12-07 20:01:00,1,,158.52
7004.0,1218,1,271.77,3,1,3,7,313,Potential Loyalist,2022-06-01 09:35:00,1,,271.77
7005.0,51,3,381.93,4,4,4,12,444,Champions,2025-08-11 04:38:00,0,1167.0,127.31
7007.0,2308,1,109.05,1,1,2,4,112,At Risk,2019-06-07 19:50:00,1,,109.05
7008.0,4,1,134.0,4,1,2,7,412,Potential Loyalist,2025-09-27 10:27:00,0,,134.0
7010.0,24,2,469.49,4,3,4,11,434,Champions,2025-09-07 11:29:00,0,1625.0,234.745
7014.0,336,2,141.83,4,3,2,9,432,Loyal Customers,2024-10-30 20:52:00,1,1254.0,70.915
7015.0,1130,2,224.49,3,3,3,9,333,Loyal Customers,2022-08-28 06:25:00,1,1101.0,112.245
7016.0,156,3,443.79,4,4,4,12,444,Champions,2025-04-28 04:10:00,0,778.0,147.93
7017.0,326,2,208.19,4,3,3,10,433,Champions,2024-11-09 22:27:00,1,1463.0,104.095
7019.0,2242,1,550.63,1,1,4,6,114,Potential Loyalist,2019-08-12 05:00:00,1,,550.63
7022.0,47,2,235.66,4,3,3,10,433,Champions,2025-08-15 21:34:00,0,1495.0,117.83
7023.0,754,1,397.39,3,1,4,8,314,Loyal Customers,2023-09-08 18:27:00,1,,397.39
7025.0,354,1,73.18,4,1,1,6,411,Potential Loyalist,2024-10-13 00:24:00,1,,73.18
7026.0,1653,2,189.22,2,3,3,8,233,Loyal Customers,2021-03-23 00:45:00,1,415.0,94.61
7027.0,969,2,203.28,3,3,3,9,333,Loyal Customers,2023-02-05 16:00:00,1,480.0,101.64
7028.0,2507,1,107.16,1,1,2,4,112,At Risk,2018-11-20 12:38:00,1,,107.16
7030.0,658,2,260.03,3,3,3,9,333,Loyal Customers,2023-12-13 22:11:00,1,221.0,130.015
7031.0,2417,1,29.8,1,1,1,3,111,At Risk,2019-02-18 11:04:00,1,,29.8
7032.0,735,2,191.58999999999997,3,3,3,9,333,Loyal Customers,2023-09-27 18:36:00,1,1009.0,95.79499999999999
7033.0,1813,1,122.39,2,1,2,5,212,Potential Loyalist,2020-10-14 10:43:00,1,,122.39
7034.0,1593,2,229.77999999999997,2,3,3,8,233,Loyal Customers,2021-05-22 19:05:00,1,965.0,114.88999999999999
7037.0,1654,1,133.3,2,1,2,5,212,Potential Loyalist,2021-03-22 10:09:00,1,,133.3
7038.0,462,1,207.52,4,1,3,8,413,Loyal Customers,2024-06-26 07:30:00,1,,207.52
7039.0,1727,2,312.21,2,3,4,9,234,Loyal Customers,2021-01-08 09:36:00,1,694.0,156.105
7041.0,768,3,184.23000000000002,3,4,3,10,343,Champions,2023-08-25 00:46:00,1,802.0,61.410000000000004
7043.0,1977,1,72.46,1,1,1,3,111,At Risk,2020-05-03 00:41:00,1,,72.46
7044.0,973,2,198.13,3,3,3,9,333,Loyal Customers,2023-02-01 12:27:00,1,472.0,99.065
7046.0,1779,2,468.89000000000004,2,3,4,9,234,Loyal Customers,2020-11-17 09:58:00,1,33.0,234.44500000000002
7047.0,1346,2,85.13,2,3,2,7,232,Potential Loyalist,2022-01-24 00:42:00,1,437.0,42.565
7048.0,1606,1,42.04,2,1,1,4,211,At Risk,2021-05-09 07:39:00,1,,42.04
7050.0,1386,1,232.14,2,1,3,6,213,Potential Loyalist,2021-12-15 04:14:00,1,,232.14
7056.0,134,1,359.62,4,1,4,9,414,Loyal Customers,2025-05-20 21:48:00,0,,359.62
7057.0,719,1,32.07,3,1,1,5,311,Potential Loyalist,2023-10-13 17:27:00,1,,32.07
7058.0,1024,2,231.45000000000002,3,3,3,9,333,Loyal Customers,2022-12-12 11:42:00,1,926.0,115.72500000000001
7061.0,212,1,64.2,4,1,1,6,411,Potential Loyalist,2025-03-03 02:46:00,1,,64.2
7062.0,951,1,32.19,3,1,1,5,311,Potential Loyalist,2023-02-23 08:02:00,1,,32.19
7063.0,76,2,323.4,4,3,4,11,434,Champions,2025-07-17 05:32:00,0,1698.0,161.7
7064.0,2517,1,39.8,1,1,1,3,111,At Risk,2018-11-10 11:02:00,1,,39.8
7065.0,1864,2,525.38,1,3,4,8,134,Loyal Customers,2020-08-24 13:42:00,1,893.0,262.69
7066.0,166,2,202.28,4,3,3,10,433,Champions,2025-04-18 09:09:00,0,433.0,101.14
7071.0,196,1,58.6,4,1,1,6,411,Potential Loyalist,2025-03-19 22:12:00,1,,58.6
7073.0,525,2,326.98,4,3,4,11,434,Champions,2024-04-24 03:13:00,1,224.0,163.49
7076.0,579,1,57.45,3,1,1,5,311,Potential Loyalist,2024-03-01 11:26:00,1,,57.45
7077.0,357,1,135.75,4,1,2,7,412,Potential Loyalist,2024-10-09 13:30:00,1,,135.75
7078.0,4,1,213.11,4,1,3,8,413,Loyal Customers,2025-09-27 15:50:00,0,,213.11
7079.0,2040,2,421.12,1,3,4,8,134,Loyal Customers,2020-03-01 05:18:00,1,109.0,210.56
7081.0,564,2,240.09,4,3,3,10,433,Champions,2024-03-16 20:39:00,1,1097.0,120.045
7082.0,1239,1,164.46,2,1,2,5,212,Potential Loyalist,2022-05-11 17:28:00,1,,164.46
7088.0,108,1,31.78,4,1,1,6,411,Potential Loyalist,2025-06-15 12:20:00,0,,31.78
7089.0,1351,1,59.03,2,1,1,4,211,At Risk,2022-01-19 04:11:00,1,,59.03
7090.0,2559,1,152.42,1,1,2,4,112,At Risk,2018-09-29 16:24:00,1,,152.42
7091.0,1670,1,192.23,2,1,3,6,213,Potential Loyalist,2021-03-07 00:05:00,1,,192.23
7092.0,114,4,565.54,4,4,4,12,444,Champions,2025-06-09 13:39:00,0,427.0,141.385
7095.0,1941,1,223.09,1,1,3,5,113,Potential Loyalist,2020-06-08 03:03:00,1,,223.09
7100.0,120,2,304.85,4,3,4,11,434,Champions,2025-06-03 09:26:00,0,1405.0,152.425
7102.0,1898,1,26.61,1,1,1,3,111,At Risk,2020-07-21 19:34:00,1,,26.61
7105.0,823,1,55.62,3,1,1,5,311,Potential Loyalist,2023-07-01 19:34:00,1,,55.62
7106.0,222,3,515.97,4,4,4,12,444,Champions,2025-02-21 06:48:00,1,1125.0,171.99
7107.0,1854,1,89.54,1,1,2,4,112,At Risk,2020-09-03 19:46:00,1,,89.54
7108.0,47,1,385.54,4,1,4,9,414,Loyal Customers,2025-08-15 00:56:00,0,,385.54
7109.0,1948,2,765.53,1,3,4,8,134,Loyal Customers,2020-06-01 14:00:00,1,108.0,382.765
7110.0,974,1,535.14,3,1,4,8,314,Loyal Customers,2023-01-31 11:21:00,1,,535.14
7111.0,1788,2,253.29000000000002,2,3,3,8,233,Loyal Customers,2020-11-08 23:39:00,1,104.0,126.64500000000001
7112.0,1388,1,501.09,2,1,4,7,214,Potential Loyalist,2021-12-13 16:58:00,1,,501.09
7113.0,1044,2,588.9,3,3,4,10,334,Champions,2022-11-23 00:09:00,1,436.0,294.45
7116.0,2582,1,131.39,1,1,2,4,112,At Risk,2018-09-06 00:44:00,1,,131.39
7117.0,2034,1,192.55,1,1,3,5,113,Potential Loyalist,2020-03-07 22:21:00,1,,192.55
7119.0,339,2,376.47,4,3,4,11,434,Champions,2024-10-27 18:50:00,1,489.0,188.235
7120.0,2463,1,68.09,1,1,1,3,111,At Risk,2019-01-03 15:19:00,1,,68.09
7121.0,2320,1,47.76,1,1,1,3,111,At Risk,2019-05-26 19:31:00,1,,47.76
7122.0,1153,1,87.85,3,1,2,6,312,Potential Loyalist,2022-08-05 23:49:00,1,,87.85
7124.0,1819,1,120.86,1,1,2,4,112,At Risk,2020-10-08 21:39:00,1,,120.86
7127.0,122,1,86.74,4,1,2,7,412,Potential Loyalist,2025-06-01 07:06:00,0,,86.74
7128.0,712,1,310.11,3,1,4,8,314,Loyal Customers,2023-10-20 22:45:00,1,,310.11
7129.0,669,2,201.81,3,3,3,9,333,Loyal Customers,2023-12-02 02:10:00,1,1179.0,100.905
7131.0,183,1,417.72,4,1,4,9,414,Loyal Customers,2025-04-01 19:32:00,1,,417.72
7133.0,856,2,352.01,3,3,4,10,334,Champions,2023-05-29 16:04:00,1,965.0,176.005
7137.0,1727,2,256.65,2,3,3,8,233,Loyal Customers,2021-01-08 04:35:00,1,549.0,128.325
7138.0,1639,1,533.22,2,1,4,7,214,Potential Loyalist,2021-04-06 09:56:00,1,,533.22
7139.0,21,1,54.49,4,1,1,6,411,Potential Loyalist,2025-09-10 16:53:00,0,,54.49
7140.0,944,2,546.63,3,3,4,10,334,Champions,2023-03-03 00:11:00,1,439.0,273.315
7142.0,1084,1,188.62,3,1,3,7,313,Potential Loyalist,2022-10-13 08:11:00,1,,188.62
7143.0,1023,1,127.49,3,1,2,6,312,Potential Loyalist,2022-12-13 04:04:00,1,,127.49
7144.0,892,1,90.71,3,1,2,6,312,Potential Loyalist,2023-04-24 00:21:00,1,,90.71
7146.0,1401,1,81.51,2,1,1,4,211,At Risk,2021-11-30 04:56:00,1,,81.51
7147.0,1561,1,36.3,2,1,1,4,211,At Risk,2021-06-23 04:21:00,1,,36.3
7148.0,2204,2,130.32999999999998,1,3,2,6,132,Potential Loyalist,2019-09-19 17:31:00,1,154.0,65.16499999999999
7149.0,2094,1,49.38,1,1,1,3,111,At Risk,2020-01-07 14:49:00,1,,49.38
7154.0,642,3,406.78999999999996,3,4,4,11,344,Champions,2023-12-29 05:25:00,1,825.0,135.59666666666666
7156.0,1487,1,197.99,2,1,3,6,213,Potential Loyalist,2021-09-05 09:33:00,1,,197.99
7159.0,397,2,242.56,4,3,3,10,433,Champions,2024-08-30 09:36:00,1,539.0,121.28
7160.0,93,1,183.46,4,1,3,8,413,Loyal Customers,2025-06-30 15:53:00,0,,183.46
7162.0,2340,1,260.49,1,1,3,5,113,Potential Loyalist,2019-05-06 09:54:00,1,,260.49
7164.0,1850,1,120.82,1,1,2,4,112,At Risk,2020-09-07 08:48:00,1,,120.82
7165.0,1331,1,117.26,2,1,2,5,212,Potential Loyalist,2022-02-08 17:17:00,1,,117.26
7168.0,1588,1,43.76,2,1,1,4,211,At Risk,2021-05-27 07:45:00,1,,43.76
7169.0,816,1,287.12,3,1,3,7,313,Potential Loyalist,2023-07-08 15:11:00,1,,287.12
7172.0,1977,1,166.57,1,1,2,4,112,At Risk,2020-05-03 05:36:00,1,,166.57
7173.0,468,2,402.23,4,3,4,11,434,Champions,2024-06-20 12:41:00,1,1142.0,201.115
7176.0,219,3,247.44,4,4,3,11,443,Champions,2025-02-24 20:49:00,1,761.0,82.48
7178.0,1609,1,55.94,2,1,1,4,211,At Risk,2021-05-06 08:37:00,1,,55.94
7183.0,1037,2,126.4,3,3,2,8,332,Loyal Customers,2022-11-29 17:31:00,1,351.0,63.2
7185.0,1796,1,116.6,2,1,2,5,212,Potential Loyalist,2020-10-31 02:02:00,1,,116.6
7188.0,1570,1,27.56,2,1,1,4,211,At Risk,2021-06-14 19:53:00,1,,27.56
7190.0,2667,1,216.09,1,1,3,5,113,Potential Loyalist,2018-06-13 13:12:00,1,,216.09
7191.0,2697,1,84.45,1,1,2,4,112,At Risk,2018-05-14 16:34:00,1,,84.45
7192.0,1742,1,29.77,2,1,1,4,211,At Risk,2020-12-24 05:22:00,1,,29.77
7196.0,1954,1,40.17,1,1,1,3,111,At Risk,2020-05-26 22:55:00,1,,40.17
7199.0,2821,1,141.97,1,1,2,4,112,At Risk,2018-01-10 23:26:00,1,,141.97
7201.0,2538,1,80.95,1,1,1,3,111,At Risk,2018-10-20 17:42:00,1,,80.95
7202.0,2269,1,67.61,1,1,1,3,111,At Risk,2019-07-16 20:52:00,1,,67.61
7203.0,2182,1,216.14,1,1,3,5,113,Potential Loyalist,2019-10-11 20:23:00,1,,216.14
7204.0,2227,1,138.78,1,1,2,4,112,At Risk,2019-08-27 04:04:00,1,,138.78
7205.0,894,1,672.1,3,1,4,8,314,Loyal Customers,2023-04-21 21:47:00,1,,672.1
7207.0,2628,1,70.58,1,1,1,3,111,At Risk,2018-07-22 13:42:00,1,,70.58
7208.0,1361,2,152.3,2,3,2,7,232,Potential Loyalist,2022-01-09 12:11:00,1,327.0,76.15
7209.0,384,2,121.83000000000001,4,3,2,9,432,Loyal Customers,2024-09-12 01:49:00,1,1407.0,60.915000000000006
7210.0,2441,1,82.04,1,1,1,3,111,At Risk,2019-01-25 01:35:00,1,,82.04
7211.0,566,1,108.46,4,1,2,7,412,Potential Loyalist,2024-03-14 23:04:00,1,,108.46
7213.0,655,2,330.15,3,3,4,10,334,Champions,2023-12-16 11:31:00,1,902.0,165.075
7215.0,654,1,142.16,3,1,2,6,312,Potential Loyalist,2023-12-17 15:02:00,1,,142.16
7218.0,225,1,150.13,4,1,2,7,412,Potential Loyalist,2025-02-18 10:47:00,1,,150.13
7220.0,358,3,274.24,4,4,3,11,443,Champions,2024-10-08 20:24:00,1,1037.0,91.41333333333334
7221.0,2272,2,240.69,1,3,3,7,133,Potential Loyalist,2019-07-13 06:50:00,1,79.0,120.345
7223.0,2428,1,231.2,1,1,3,5,113,Potential Loyalist,2019-02-07 21:40:00,1,,231.2
7225.0,1179,1,125.06,3,1,2,6,312,Potential Loyalist,2022-07-10 11:28:00,1,,125.06
7227.0,1073,3,216.13,3,4,3,10,343,Champions,2022-10-24 17:24:00,1,534.0,72.04333333333334
7228.0,678,2,640.56,3,3,4,10,334,Champions,2023-11-23 11:09:00,1,590.0,320.28
7229.0,308,2,194.04000000000002,4,3,3,10,433,Champions,2024-11-27 04:35:00,1,1807.0,97.02000000000001
7230.0,1777,1,25.59,2,1,1,4,211,At Risk,2020-11-20 00:21:00,1,,25.59
7231.0,2314,1,181.08,1,1,3,5,113,Potential Loyalist,2019-06-01 01:41:00,1,,181.08
7232.0,591,2,501.89,3,3,4,10,334,Champions,2024-02-18 17:44:00,1,1011.0,250.945
7234.0,58,1,112.08,4,1,2,7,412,Potential Loyalist,2025-08-04 07:04:00,0,,112.08
7235.0,1733,1,171.48,2,1,3,6,213,Potential Loyalist,2021-01-02 17:12:00,1,,171.48
7239.0,30,1,37.24,4,1,1,6,411,Potential Loyalist,2025-09-01 01:04:00,0,,37.24
7240.0,198,1,197.59,4,1,3,8,413,Loyal Customers,2025-03-17 01:35:00,1,,197.59
7241.0,1719,1,66.0,2,1,1,4,211,At Risk,2021-01-16 18:46:00,1,,66.0
7242.0,123,1,297.3,4,1,3,8,413,Loyal Customers,2025-05-31 14:11:00,0,,297.3
7244.0,630,1,158.82,3,1,2,6,312,Potential Loyalist,2024-01-10 23:28:00,1,,158.82
7245.0,1197,1,75.75,3,1,1,5,311,Potential Loyalist,2022-06-22 03:14:00,1,,75.75
7248.0,2560,1,81.62,1,1,1,3,111,At Risk,2018-09-28 20:36:00,1,,81.62
7249.0,537,3,474.70000000000005,4,4,4,12,444,Champions,2024-04-12 07:48:00,1,831.0,158.23333333333335
7253.0,354,1,33.69,4,1,1,6,411,Potential Loyalist,2024-10-12 02:21:00,1,,33.69
7254.0,824,1,127.87,3,1,2,6,312,Potential Loyalist,2023-06-30 06:02:00,1,,127.87
7256.0,352,2,311.25,4,3,4,11,434,Champions,2024-10-14 03:29:00,1,2458.0,155.625
7258.0,1401,2,107.14,2,3,2,7,232,Potential Loyalist,2021-11-30 10:15:00,1,687.0,53.57
7259.0,1755,1,316.77,2,1,4,7,214,Potential Loyalist,2020-12-11 00:50:00,1,,316.77
7261.0,632,2,588.7,3,3,4,10,334,Champions,2024-01-08 07:15:00,1,1863.0,294.35
7264.0,402,2,157.76,4,3,2,9,432,Loyal Customers,2024-08-25 06:50:00,1,787.0,78.88
7265.0,603,2,496.1,3,3,4,10,334,Champions,2024-02-06 06:22:00,1,705.0,248.05
7267.0,1706,1,71.13,2,1,1,4,211,At Risk,2021-01-29 10:40:00,1,,71.13
7268.0,1822,1,241.87,1,1,3,5,113,Potential Loyalist,2020-10-05 13:46:00,1,,241.87
7269.0,188,1,139.41,4,1,2,7,412,Potential Loyalist,2025-03-27 20:00:00,1,,139.41
7275.0,2196,2,550.89,1,3,4,8,134,Loyal Customers,2019-09-27 22:59:00,1,620.0,275.445
7276.0,2277,1,227.01,1,1,3,5,113,Potential Loyalist,2019-07-08 15:11:00,1,,227.01
7277.0,203,1,119.01,4,1,2,7,412,Potential Loyalist,2025-03-12 21:37:00,1,,119.01
7281.0,911,1,882.45,3,1,4,8,314,Loyal Customers,2023-04-04 18:55:00,1,,882.45
7282.0,1276,1,271.54,2,1,3,6,213,Potential Loyalist,2022-04-04 16:50:00,1,,271.54
7283.0,1119,1,124.79,3,1,2,6,312,Potential Loyalist,2022-09-08 21:24:00,1,,124.79
7285.0,236,2,242.84,4,3,3,10,433,Champions,2025-02-07 15:56:00,1,1960.0,121.42
7286.0,2360,1,515.13,1,1,4,6,114,Potential Loyalist,2019-04-16 17:49:00,1,,515.13
7287.0,2024,2,96.41,1,3,2,6,132,Potential Loyalist,2020-03-17 12:30:00,1,680.0,48.205
7289.0,990,2,167.61,3,3,2,8,332,Loyal Customers,2023-01-15 02:06:00,1,1456.0,83.805
7291.0,52,1,87.91,4,1,2,7,412,Potential Loyalist,2025-08-10 16:15:00,0,,87.91
7292.0,1693,1,42.64,2,1,1,4,211,At Risk,2021-02-11 08:36:00,1,,42.64
7293.0,1905,1,71.37,1,1,1,3,111,At Risk,2020-07-14 23:03:00,1,,71.37
7294.0,17,1,234.58,4,1,3,8,413,Loyal Customers,2025-09-14 08:47:00,0,,234.58
7296.0,1915,1,169.21,1,1,3,5,113,Potential Loyalist,2020-07-04 14:24:00,1,,169.21
7297.0,645,1,51.62,3,1,1,5,311,Potential Loyalist,2023-12-26 08:14:00,1,,51.62
7299.0,1749,1,235.69,2,1,3,6,213,Potential Loyalist,2020-12-17 21:53:00,1,,235.69
7301.0,1728,1,266.96,2,1,3,6,213,Potential Loyalist,2021-01-07 07:27:00,1,,266.96
7302.0,1641,2,267.4,2,3,3,8,233,Loyal Customers,2021-04-04 16:47:00,1,113.0,133.7
7304.0,1469,1,83.09,2,1,1,4,211,At Risk,2021-09-23 02:11:00,1,,83.09
7308.0,518,2,673.23,4,3,4,11,434,Champions,2024-05-01 12:48:00,1,434.0,336.615
7309.0,240,4,1097.98,4,4,4,12,444,Champions,2025-02-03 05:27:00,1,131.0,274.495
7310.0,528,1,33.04,4,1,1,6,411,Potential Loyalist,2024-04-21 01:06:00,1,,33.04
7313.0,840,1,50.42,3,1,1,5,311,Potential Loyalist,2023-06-14 12:34:00,1,,50.42
7315.0,748,3,582.48,3,4,4,11,344,Champions,2023-09-14 13:26:00,1,279.0,194.16
7316.0,1228,1,300.35,3,1,3,7,313,Potential Loyalist,2022-05-22 09:21:00,1,,300.35
7317.0,1704,1,184.87,2,1,3,6,213,Potential Loyalist,2021-01-31 20:36:00,1,,184.87
7318.0,346,2,224.71,4,3,3,10,433,Champions,2024-10-20 07:28:00,1,423.0,112.355
7321.0,639,2,198.89,3,3,3,9,333,Loyal Customers,2024-01-01 20:18:00,1,1107.0,99.445
7322.0,1146,1,39.99,3,1,1,5,311,Potential Loyalist,2022-08-12 07:53:00,1,,39.99
7323.0,1434,1,54.9,2,1,1,4,211,At Risk,2021-10-28 10:47:00,1,,54.9
7324.0,672,1,64.78,3,1,1,5,311,Potential Loyalist,2023-11-29 09:25:00,1,,64.78
7326.0,1108,1,221.46,3,1,3,7,313,Potential Loyalist,2022-09-19 20:10:00,1,,221.46
7329.0,1459,1,82.3,2,1,1,4,211,At Risk,2021-10-03 12:43:00,1,,82.3
7332.0,1419,1,62.99,2,1,1,4,211,At Risk,2021-11-12 16:20:00,1,,62.99
7334.0,1785,1,43.73,2,1,1,4,211,At Risk,2020-11-11 01:49:00,1,,43.73
7335.0,91,1,29.92,4,1,1,6,411,Potential Loyalist,2025-07-02 20:54:00,0,,29.92
7338.0,1871,1,81.69,1,1,1,3,111,At Risk,2020-08-17 20:56:00,1,,81.69
7340.0,2369,1,470.29,1,1,4,6,114,Potential Loyalist,2019-04-07 02:32:00,1,,470.29
7342.0,1260,4,1151.74,2,4,4,10,244,Champions,2022-04-20 20:52:00,1,424.0,287.935
7343.0,275,1,42.07,4,1,1,6,411,Potential Loyalist,2024-12-30 18:39:00,1,,42.07
7344.0,1645,1,70.73,2,1,1,4,211,At Risk,2021-03-31 00:38:00,1,,70.73
7345.0,255,2,126.5,4,3,2,9,432,Loyal Customers,2025-01-19 08:59:00,1,869.0,63.25
7346.0,577,1,88.25,3,1,2,6,312,Potential Loyalist,2024-03-03 09:30:00,1,,88.25
7348.0,334,4,1472.95,4,4,4,12,444,Champions,2024-11-01 10:20:00,1,438.0,368.2375
7349.0,190,2,119.10999999999999,4,3,2,9,432,Loyal Customers,2025-03-25 12:31:00,1,184.0,59.55499999999999
7351.0,87,2,512.24,4,3,4,11,434,Champions,2025-07-06 04:56:00,0,714.0,256.12
7354.0,2086,1,446.94,1,1,4,6,114,Potential Loyalist,2020-01-15 20:16:00,1,,446.94
7355.0,26,5,1142.3899999999999,4,4,4,12,444,Champions,2025-09-05 21:11:00,0,501.0,228.47799999999998
7356.0,200,1,135.44,4,1,2,7,412,Potential Loyalist,2025-03-15 01:56:00,1,,135.44
7360.0,1546,1,85.77,2,1,2,5,212,Potential Loyalist,2021-07-08 01:34:00,1,,85.77
7361.0,1733,2,380.20000000000005,2,3,4,9,234,Loyal Customers,2021-01-02 10:38:00,1,684.0,190.10000000000002
7362.0,224,1,52.36,4,1,1,6,411,Potential Loyalist,2025-02-19 07:08:00,1,,52.36
7364.0,1278,1,319.44,2,1,4,7,214,Potential Loyalist,2022-04-02 10:18:00,1,,319.44
7365.0,609,1,111.31,3,1,2,6,312,Potential Loyalist,2024-01-31 19:47:00,1,,111.31
7366.0,912,1,201.35,3,1,3,7,313,Potential Loyalist,2023-04-03 11:48:00,1,,201.35
7367.0,672,1,132.88,3,1,2,6,312,Potential Loyalist,2023-11-29 09:21:00,1,,132.88
7369.0,598,2,311.35,3,3,4,10,334,Champions,2024-02-11 22:03:00,1,298.0,155.675
7370.0,701,2,378.04999999999995,3,3,4,10,334,Champions,2023-10-31 01:34:00,1,847.0,189.02499999999998
7372.0,675,1,172.32,3,1,3,7,313,Potential Loyalist,2023-11-26 18:17:00,1,,172.32
7373.0,537,2,117.19,4,3,2,9,432,Loyal Customers,2024-04-12 20:44:00,1,1115.0,58.595
7374.0,531,1,380.15,4,1,4,9,414,Loyal Customers,2024-04-18 04:24:00,1,,380.15
7377.0,1173,2,843.73,3,3,4,10,334,Champions,2022-07-16 18:17:00,1,1133.0,421.865
7378.0,982,1,222.08,3,1,3,7,313,Potential Loyalist,2023-01-23 19:08:00,1,,222.08
7379.0,2364,1,188.02,1,1,3,5,113,Potential Loyalist,2019-04-13 00:19:00,1,,188.02
7380.0,306,2,384.53,4,3,4,11,434,Champions,2024-11-29 22:32:00,1,1383.0,192.265
