refund_id,order_id,payment_id,refund_date,refund_amount,currency,reason_code,processor_fee_refunded
9271,100891,107878,2018-09-19 09:06:49,19.59,ZAR,damaged_in_transit,0.11
9272,100897,107884,2020-01-20 12:17:12,15.91,GBP,changed_mind,0.23
9273,100906,107894,2024-09-22 07:01:02,8.26,ZAR,customer_return,0.12
9274,100906,107894,2024-09-22 07:01:02,12.14,ZAR,changed_mind,0.11
9275,100932,107924,2022-08-03 14:29:21,1485.64,GBP,shipping_issue,2.05
9276,100932,107924,2022-08-03 14:29:21,565.48,GBP,fraud_suspected,2.12
9277,100934,107926,2022-11-08 00:24:36,15.42,ZAR,customer_return,0.23
9278,100974,107969,2024-07-12 19:45:36,21.43,EUR,customer_return,0.18
9279,100974,107969,2024-07-12 19:45:36,28.39,EUR,damaged_in_transit,0.13
9280,101066,108064,2023-01-18 11:27:12,15.83,USD,shipping_issue,0.16
9281,101070,108068,2024-04-09 02:18:21,38.82,EUR,customer_return,0.35
9282,101077,108075,2023-06-21 08:01:30,50.06,ZAR,faulty_item,0.55
9283,101085,108083,2024-02-07 11:37:58,78.46,AUD,shipping_issue,0.08
9284,101095,108093,2022-05-21 19:58:58,29.55,USD,shipping_issue,0.02
9285,101097,108097,2019-11-19 14:41:54,64.12,AUD,damaged_in_transit,0.89
9286,101099,108099,2019-06-11 01:49:37,23.15,SEK,faulty_item,0.3
9287,101125,108128,2022-04-25 12:55:08,32.01,USD,shipping_issue,0.17
9288,101138,108143,2025-10-26 15:11:11,40.58,GBP,changed_mind,0.55
9289,101142,108147,2018-12-30 02:07:45,22.09,EUR,faulty_item,0.19
9290,101142,108147,2018-12-30 02:07:45,16.43,EUR,damaged_in_transit,0.12
9291,101144,108149,2021-10-26 02:03:49,25.62,CAD,faulty_item,0.25
9292,101144,108149,2021-10-26 02:03:49,26.09,CAD,changed_mind,0.02
9293,101165,108174,2021-11-02 04:38:13,5.74,AUD,faulty_item,0.01
9294,101165,108174,2021-11-02 04:38:13,2.24,AUD,shipping_issue,0.02
9295,101168,108177,2023-04-04 09:40:40,18.72,CAD,changed_mind,0.18
9296,101168,108177,2023-04-04 09:40:40,3.51,CAD,shipping_issue,0.05
9297,101174,108183,2018-01-20 06:13:56,98.63,ZAR,fraud_suspected,0.99
9298,101174,108183,2018-01-20 06:13:56,237.71,ZAR,damaged_in_transit,1.48
9299,101175,108184,2023-07-21 07:38:49,14.29,AUD,customer_return,0.17
9300,101175,108184,2023-07-21 07:38:49,7.52,AUD,fraud_suspected,0.09
9301,101200,108211,2021-07-19 08:43:19,34.22,USD,damaged_in_transit,0.34
9302,101206,108218,2020-05-22 13:39:56,23.69,USD,damaged_in_transit,0.2
9303,101212,108224,2022-10-04 14:07:48,28.83,AUD,customer_return,0.33
9304,101232,108244,2024-11-01 02:29:23,28.13,USD,damaged_in_transit,0.05
9305,101241,108254,2021-01-06 19:00:57,30.7,USD,damaged_in_transit,0.22
9306,101262,108275,2024-12-20 21:43:11,3.27,USD,fraud_suspected,0.01
9307,101262,108275,2024-12-20 21:43:11,15.87,USD,damaged_in_transit,0.16
9308,101263,108276,2023-06-05 05:19:36,41.87,EUR,damaged_in_transit,0.17
9309,101263,108276,2023-06-05 05:19:36,50.68,EUR,customer_return,0.38
9310,101280,108293,2025-10-05 03:13:54,3.6,GBP,damaged_in_transit,0.02
9311,101280,108293,2025-10-05 03:13:54,43.43,GBP,customer_return,0.51
9312,101293,108306,2021-07-10 07:38:46,34.66,USD,changed_mind,0.01
9313,101310,108324,2022-09-15 23:01:39,34.98,ZAR,damaged_in_transit,0.14
9314,101328,108344,2020-05-03 05:18:53,31.18,EUR,fraud_suspected,0.05
9315,101332,108348,2020-11-29 02:50:24,10.77,USD,damaged_in_transit,0.01
9316,101332,108348,2020-11-29 02:50:24,26.97,USD,damaged_in_transit,0.19
9317,101351,108367,2022-09-01 22:13:07,66.77,EUR,shipping_issue,0.37
9318,101351,108367,2022-10-04 22:13:07,20.49,EUR,fraud_suspected,0.14
9319,101351,108367,2022-10-04 22:13:07,9.21,EUR,customer_return,0.13
9320,101369,108386,2024-01-04 11:20:31,48.19,KES,changed_mind,0.18
9321,101405,108427,2023-02-28 23:42:24,20.21,USD,customer_return,0.06
9322,101425,108447,2023-05-17 00:12:28,44.17,GBP,faulty_item,0.45
9323,101442,108465,2018-07-14 03:34:37,270.87,USD,changed_mind,0.36
9324,101442,108465,2018-07-14 03:34:37,100.26,USD,faulty_item,0.05
9325,101479,108503,2019-04-18 22:16:42,37.12,USD,customer_return,0.55
9326,101483,108507,2024-08-11 23:55:13,29.57,GBP,shipping_issue,0.36
9327,101490,108515,2021-04-10 19:03:04,34.91,USD,customer_return,0.51
9328,101497,108523,2025-08-24 09:20:10,13.41,USD,fraud_suspected,0.05
9329,101501,108527,2022-04-16 12:32:15,435.98,EUR,fraud_suspected,5.96
9330,101501,108527,2022-04-16 12:32:15,88.95,EUR,shipping_issue,1.25
9331,101514,108540,2025-07-26 22:52:24,33.38,USD,fraud_suspected,0.27
9332,101553,108580,2019-12-10 20:13:58,176.85,GBP,customer_return,0.19
9333,101586,108616,2018-12-04 22:57:50,136.24,USD,shipping_issue,1.89
9334,101588,108618,2024-04-14 11:58:00,35.37,USD,faulty_item,0.08
9335,101591,108622,2023-04-18 20:49:02,18.18,ZAR,damaged_in_transit,0.24
9336,101595,108626,2023-05-31 04:26:58,10.12,USD,changed_mind,0.02
9337,101602,108633,2019-09-07 04:11:15,24.56,USD,damaged_in_transit,0.33
9338,101615,108646,2025-03-03 18:58:18,17.89,USD,damaged_in_transit,0.12
9339,101615,108647,2025-03-24 18:58:18,28.29,USD,fraud_suspected,0.11
9340,101626,108658,2022-03-08 04:06:22,66.31,USD,customer_return,0.13
9341,101639,108672,2022-06-24 16:11:28,36.0,USD,changed_mind,0.42
9342,101639,108672,2022-06-24 16:11:28,7.1,USD,customer_return,0.04
9343,101644,108677,2019-07-01 05:07:14,191.86,KES,damaged_in_transit,1.68
9344,101655,108689,2019-06-30 02:00:35,35.42,USD,damaged_in_transit,0.36
9345,101663,108698,2019-12-12 08:30:27,27.34,USD,fraud_suspected,0.1
9346,101681,108716,2024-04-24 22:44:17,12.1,SEK,damaged_in_transit,0.12
9347,101681,108716,2024-04-24 22:44:17,0.99,SEK,customer_return,0.01
9348,101698,108734,2018-06-25 19:16:08,8.65,SEK,damaged_in_transit,0.04
9349,101698,108734,2018-06-25 19:16:08,3.85,SEK,faulty_item,0.03
9350,101706,108742,2021-09-26 07:12:55,0.44,USD,changed_mind,0.0
9351,101706,108742,2021-09-26 07:12:55,21.94,USD,changed_mind,0.03
9352,101730,108767,2023-09-07 01:14:14,54.32,GBP,damaged_in_transit,0.18
9353,101748,108787,2020-03-06 01:03:38,18.89,ZAR,damaged_in_transit,0.12
9354,101752,108791,2021-11-12 03:45:35,24.12,EUR,faulty_item,0.21
9355,101752,108791,2021-11-19 03:45:35,14.53,EUR,changed_mind,0.19
9356,101758,108797,2020-10-21 02:13:56,36.46,AUD,damaged_in_transit,0.03
9357,101774,108813,2025-04-26 18:47:12,17.99,ZAR,faulty_item,0.04
9358,101774,108813,2025-04-26 18:47:12,23.89,ZAR,changed_mind,0.19
9359,101812,108853,2018-03-27 10:37:05,8.23,ZAR,fraud_suspected,0.09
9360,101812,108853,2018-03-27 10:37:05,24.75,ZAR,shipping_issue,0.09
9361,101818,108860,2025-06-29 02:01:01,49.96,ZAR,fraud_suspected,0.71
9362,101860,108907,2025-07-28 05:19:39,18.71,USD,customer_return,0.2
9363,101860,108907,2025-07-28 05:19:39,63.94,USD,changed_mind,0.28
9364,101871,108919,2023-07-01 19:33:26,118.0,ZAR,changed_mind,0.37
9365,101926,108982,2018-07-05 05:23:26,1463.29,USD,damaged_in_transit,13.12
9366,101946,109004,2022-05-11 08:13:28,17.14,USD,fraud_suspected,0.01
9367,101988,109049,2025-01-15 20:35:59,136.43,USD,fraud_suspected,1.04
9368,101999,109062,2022-12-25 07:10:32,10.15,USD,shipping_issue,0.01
9369,102031,109096,2022-05-26 04:58:36,91.79,USD,customer_return,1.27
9370,102041,109106,2024-08-07 14:36:16,57.69,EUR,shipping_issue,0.68
9371,102067,109134,2020-10-13 18:36:57,194.36,AUD,customer_return,2.55
9372,102071,109139,2018-07-19 05:58:40,13.92,EUR,fraud_suspected,0.16
9373,102071,109139,2018-07-19 05:58:40,13.73,EUR,fraud_suspected,0.13
9374,102101,109173,2023-07-01 13:40:23,72.07,GBP,faulty_item,0.74
9375,102158,109236,2019-12-22 22:28:08,14.01,GBP,customer_return,0.17
9376,102158,109236,2019-12-22 22:28:08,18.96,GBP,changed_mind,0.02
9377,102175,109254,2022-03-08 18:16:13,26.4,USD,shipping_issue,0.28
9378,102187,109266,2023-06-02 08:58:47,54.01,KES,changed_mind,0.78
9379,102189,109269,2019-07-25 21:03:03,35.5,SEK,shipping_issue,0.33
9380,102198,109278,2023-08-26 09:33:15,18.93,ZAR,fraud_suspected,0.2
9381,102217,109298,2020-08-13 17:54:20,23.06,USD,damaged_in_transit,0.15
9382,102231,109312,2019-06-10 01:39:00,41.35,GBP,fraud_suspected,0.61
9383,102238,109319,2020-09-09 01:39:28,64.59,NZD,shipping_issue,0.59
9384,102252,109336,2022-01-31 00:37:48,51.07,EUR,fraud_suspected,0.09
9385,102259,109345,2019-07-24 00:23:18,1.61,GBP,fraud_suspected,0.02
9386,102259,109344,2019-07-24 00:23:18,8.48,GBP,customer_return,0.12
9387,102268,109355,2025-10-18 08:32:28,57.26,EUR,damaged_in_transit,0.42
9388,102289,109377,2018-01-29 22:44:08,3.04,USD,damaged_in_transit,0.04
9389,102289,109377,2018-01-29 22:44:08,7.39,USD,shipping_issue,0.0
9390,102296,109384,2018-10-31 20:47:46,103.11,USD,changed_mind,1.46
9391,102296,109384,2018-10-31 20:47:46,256.29,USD,damaged_in_transit,0.42
9392,102308,109397,2022-01-13 03:31:20,23.32,ZAR,damaged_in_transit,0.29
9393,102330,109421,2021-06-14 03:36:23,31.43,ZAR,changed_mind,0.25
9394,102331,109422,2018-08-07 05:24:01,17.92,ZAR,damaged_in_transit,0.04
9395,102334,109425,2023-01-18 03:52:55,1780.19,NZD,changed_mind,21.38
9396,102353,109445,2020-05-09 07:41:48,39.12,USD,damaged_in_transit,0.58
9397,102360,109452,2023-03-28 22:12:13,26.57,GBP,changed_mind,0.37
9398,102390,109486,2018-06-19 00:50:29,26.66,USD,faulty_item,0.31
9399,102390,109486,2018-06-19 00:50:29,19.3,USD,damaged_in_transit,0.29
9400,102418,109518,2020-04-18 14:09:24,102.67,USD,fraud_suspected,1.14
9401,102419,109519,2019-01-25 14:29:44,46.31,ZAR,shipping_issue,0.53
9402,102419,109519,2019-01-25 14:29:44,2.87,ZAR,customer_return,0.0
9403,102447,109551,2025-05-03 04:11:33,15.35,EUR,customer_return,0.1
9404,102473,109579,2022-02-16 01:21:10,51.92,AUD,damaged_in_transit,0.23
9405,102478,109584,2025-05-25 07:46:25,22.82,USD,damaged_in_transit,0.29
9406,102480,109586,2020-02-05 21:07:57,51.31,USD,customer_return,0.21
9407,102481,109587,2024-07-22 13:21:11,11.29,ZAR,changed_mind,0.11
9408,102481,109587,2024-07-22 13:21:11,19.84,ZAR,faulty_item,0.07
9409,102483,109589,2023-10-18 16:58:34,17.11,USD,customer_return,0.18
9410,102483,109589,2023-10-18 16:58:34,0.26,USD,changed_mind,0.0
9411,102497,109603,2019-07-21 16:49:50,57.46,NZD,shipping_issue,0.59
9412,102507,109613,2018-12-07 15:04:56,34.6,AUD,damaged_in_transit,0.41
9413,102518,109624,2018-12-25 05:54:55,25.61,USD,customer_return,0.34
9414,102519,109625,2024-09-01 06:54:32,32.78,CAD,customer_return,0.13
9415,102555,109664,2020-06-02 02:20:44,460.53,CAD,faulty_item,0.28
9416,102557,109666,2019-07-23 05:58:26,212.03,USD,customer_return,2.55
9417,102569,109678,2020-04-22 07:25:46,6.17,ZAR,shipping_issue,0.08
9418,102569,109678,2020-04-22 07:25:46,24.11,ZAR,changed_mind,0.08
9419,102572,109681,2022-05-18 08:17:38,16.65,USD,faulty_item,0.24
9420,102576,109685,2023-04-12 13:52:10,44.95,ZAR,damaged_in_transit,0.59
9421,102594,109704,2019-04-30 16:53:31,356.95,USD,changed_mind,1.7
9422,102596,109706,2018-12-05 05:26:12,1.45,ZAR,customer_return,0.01
9423,102596,109706,2018-12-05 05:26:12,3.83,ZAR,faulty_item,0.04
9424,102612,109724,2020-08-19 16:55:56,30.16,GBP,changed_mind,0.1
9425,102621,109734,2018-10-01 21:54:12,1097.12,USD,faulty_item,4.16
9426,102640,109754,2024-05-14 14:05:08,26.15,ZAR,fraud_suspected,0.24
9427,102660,109775,2025-10-24 22:42:19,62.72,USD,shipping_issue,0.09
9428,102673,109788,2020-09-29 11:37:46,480.37,ZAR,changed_mind,4.32
9429,102675,109790,2023-10-06 04:46:57,21.63,NZD,fraud_suspected,0.24
9430,102679,109795,2021-06-27 14:18:56,23.58,GBP,customer_return,0.04
9431,102691,109807,2021-10-18 14:25:57,26.65,AUD,faulty_item,0.0
9432,102691,109807,2021-10-18 14:25:57,100.59,AUD,faulty_item,1.2
9433,102692,109808,2019-04-04 10:04:18,14.07,ZAR,changed_mind,0.02
9434,102696,109812,2024-03-27 10:33:17,18.8,CAD,customer_return,0.02
9435,102725,109842,2024-10-10 14:59:14,46.87,USD,fraud_suspected,0.24
9436,102743,109862,2024-01-31 15:58:15,556.51,AED,damaged_in_transit,5.72
9437,102770,109891,2025-04-03 16:00:17,30.16,USD,damaged_in_transit,0.43
9438,102770,109891,2025-04-03 16:00:17,4.92,USD,customer_return,0.06
9439,102777,109899,2022-07-14 11:11:24,31.22,ZAR,changed_mind,0.08
9440,102787,109910,2020-09-29 07:04:03,154.14,CAD,fraud_suspected,0.45
9441,102812,109935,2018-09-28 13:09:06,17.81,USD,faulty_item,0.08
9442,102814,109937,2019-02-08 01:45:57,20.55,ZAR,customer_return,0.1
9443,102852,109978,2025-08-23 21:59:12,3.32,ZAR,damaged_in_transit,0.02
9444,102852,109978,2025-08-23 21:59:12,21.72,ZAR,damaged_in_transit,0.18
9445,102857,109984,2021-04-02 00:54:45,122.27,USD,shipping_issue,0.87
9446,102857,109985,2021-04-02 00:54:45,61.38,USD,shipping_issue,0.78
9447,102864,109993,2024-10-16 22:29:49,63.42,EUR,shipping_issue,0.25
9448,102900,110032,2021-01-29 03:49:25,19.93,EUR,shipping_issue,0.17
9449,102925,110059,2025-08-22 06:40:04,23.66,EUR,faulty_item,0.08
9450,102925,110059,2025-08-22 06:40:04,1.22,EUR,fraud_suspected,0.02
9451,102925,110059,2025-10-07 06:40:04,32.36,EUR,shipping_issue,0.26
9452,102925,110059,2025-10-07 06:40:04,149.22,EUR,damaged_in_transit,0.64
9453,102932,110067,2023-12-27 20:32:39,78.73,AUD,damaged_in_transit,0.66
9454,102947,110083,2024-09-19 09:40:31,10.31,USD,damaged_in_transit,0.02
9455,102954,110090,2019-07-25 12:21:32,27.72,USD,changed_mind,0.25
9456,102994,110133,2022-08-01 10:19:22,44.23,USD,shipping_issue,0.25
9457,102998,110137,2024-11-18 16:18:21,13.07,EUR,shipping_issue,0.03
9458,103006,110145,2018-05-11 00:50:34,2.03,USD,faulty_item,0.0
9459,103006,110145,2018-05-11 00:50:34,13.19,USD,damaged_in_transit,0.08
9460,103012,110152,2021-03-13 08:04:41,12.9,GBP,customer_return,0.18
9461,103012,110152,2021-03-13 08:04:41,8.64,GBP,damaged_in_transit,0.01
9462,103013,110153,2019-07-07 09:44:21,19.89,EUR,damaged_in_transit,0.05
9463,103019,110159,2018-02-15 06:59:06,14.14,EUR,customer_return,0.19
9464,103019,110159,2018-02-15 06:59:06,16.02,EUR,damaged_in_transit,0.22
9465,103030,110171,2023-10-25 15:09:00,2071.43,ZAR,shipping_issue,16.33
9466,103055,110199,2021-07-21 10:39:34,29.04,GBP,fraud_suspected,0.33
9467,103064,110208,2020-06-18 18:43:52,38.26,GBP,shipping_issue,0.19
9468,103071,110218,2020-03-17 06:29:28,94.64,ZAR,faulty_item,1.17
9469,103082,110229,2023-04-15 21:12:21,23.1,KES,faulty_item,0.3
9470,103088,110237,2021-05-30 17:51:09,72.0,AUD,customer_return,0.89
9471,103091,110240,2021-06-30 22:09:52,65.01,AUD,changed_mind,0.69
9472,103091,110240,2021-06-30 22:09:52,72.77,AUD,faulty_item,0.58
9473,103108,110258,2020-02-09 18:09:25,53.64,USD,damaged_in_transit,0.44
9474,103108,110258,2020-02-09 18:09:25,61.25,USD,fraud_suspected,0.27
9475,103126,110278,2018-02-09 02:46:47,11.4,USD,customer_return,0.06
9476,103126,110278,2018-02-09 02:46:47,10.42,USD,changed_mind,0.06
9477,103140,110292,2020-04-29 12:26:31,5.82,ZAR,damaged_in_transit,0.05
9478,103140,110292,2020-04-29 12:26:31,8.27,ZAR,fraud_suspected,0.09
9479,103141,110294,2021-01-04 20:29:39,259.88,USD,faulty_item,0.51
9480,103155,110309,2022-03-16 11:02:08,20.34,ZAR,changed_mind,0.04
9481,103170,110324,2022-01-15 17:55:37,19.88,KES,damaged_in_transit,0.01
9482,103189,110345,2022-02-24 06:00:53,30.51,EUR,damaged_in_transit,0.33
9483,103191,110347,2019-03-11 23:42:07,25.19,ZAR,faulty_item,0.33
9484,103192,110348,2019-01-15 15:03:36,18.24,EUR,faulty_item,0.18
9485,103192,110348,2019-01-15 15:03:36,2.59,EUR,changed_mind,0.03
9486,103197,110353,2022-09-09 09:17:55,47.63,AUD,customer_return,0.14
9487,103214,110372,2021-03-26 22:29:14,16.28,ZAR,customer_return,0.06
9488,103231,110390,2019-03-06 09:13:36,13.71,ZAR,fraud_suspected,0.1
9489,103273,110435,2019-09-06 10:35:02,18.43,ZAR,fraud_suspected,0.24
9490,103281,110443,2019-08-06 20:31:38,46.05,ZAR,shipping_issue,0.09
9491,103316,110479,2022-05-19 22:35:53,21.16,USD,damaged_in_transit,0.26
9492,103328,110493,2018-12-15 22:42:43,26.95,ZAR,fraud_suspected,0.0
9493,103331,110496,2020-02-27 18:11:47,38.4,AUD,damaged_in_transit,0.43
9494,103331,110496,2020-03-14 18:11:47,301.82,AUD,customer_return,0.7
9495,103339,110506,2022-05-01 08:13:20,29.13,EUR,fraud_suspected,0.19
9496,103339,110506,2022-05-01 08:13:20,1.06,EUR,changed_mind,0.01
9497,103347,110514,2024-01-17 13:52:06,18.16,AUD,changed_mind,0.03
9498,103365,110533,2020-10-03 14:52:02,30.67,USD,changed_mind,0.03
9499,103367,110535,2018-02-09 03:56:20,12.6,USD,damaged_in_transit,0.19
9500,103368,110536,2023-12-30 00:30:06,49.86,USD,shipping_issue,0.09
9501,103368,110536,2023-12-30 00:30:06,8.56,USD,damaged_in_transit,0.08
9502,103402,110575,2021-11-20 22:01:30,26.02,GBP,faulty_item,0.36
9503,103402,110575,2021-11-20 22:01:30,3.1,GBP,faulty_item,0.04
9504,103412,110585,2022-09-03 18:24:56,12.16,EUR,customer_return,0.14
9505,103412,110585,2022-09-03 18:24:56,7.52,EUR,changed_mind,0.08
9506,103418,110592,2018-04-27 14:43:14,30.3,AUD,changed_mind,0.18
9507,103431,110606,2021-10-11 19:10:13,33.86,ZAR,faulty_item,0.3
9508,103438,110613,2021-08-20 19:10:55,142.06,USD,damaged_in_transit,0.21
9509,103489,110667,2024-08-21 14:47:52,21.97,ZAR,fraud_suspected,0.01
9510,103498,110676,2024-02-06 17:05:43,10.78,KES,faulty_item,0.1
9511,103498,110676,2024-02-06 17:05:43,15.73,KES,damaged_in_transit,0.08
9512,103501,110679,2023-01-09 10:24:50,159.64,AUD,fraud_suspected,0.03
9513,103501,110679,2023-01-09 10:24:50,12.88,AUD,fraud_suspected,0.11
9514,103546,110730,2019-05-20 02:20:28,38.09,GBP,damaged_in_transit,0.28
9515,103546,110730,2019-05-24 02:20:28,28.61,GBP,damaged_in_transit,0.24
9516,103558,110743,2025-08-17 05:09:42,205.16,USD,faulty_item,2.19
9517,103604,110792,2019-08-29 18:53:49,38.33,USD,fraud_suspected,0.5
9518,103610,110798,2020-08-30 23:26:53,27.05,KES,faulty_item,0.22
9519,103619,110807,2022-10-30 14:22:20,34.24,ZAR,changed_mind,0.2
9520,103619,110807,2022-10-30 14:22:20,13.53,ZAR,changed_mind,0.13
9521,103649,110839,2019-10-29 14:11:39,17.73,ZAR,damaged_in_transit,0.21
9522,103654,110845,2021-11-28 04:18:55,11.41,ZAR,fraud_suspected,0.12
9523,103654,110845,2021-11-28 04:18:55,1.78,ZAR,faulty_item,0.0
9524,103663,110854,2022-01-21 06:06:26,26.86,USD,damaged_in_transit,0.23
9525,103673,110865,2023-02-16 00:01:08,36.2,USD,shipping_issue,0.06
9526,103673,110865,2023-02-16 00:01:08,2.93,USD,customer_return,0.02
9527,103674,110866,2023-03-25 06:37:23,8.04,ZAR,customer_return,0.03
9528,103691,110884,2022-01-29 07:31:51,4.16,KES,fraud_suspected,0.01
9529,103691,110884,2022-01-29 07:31:51,7.22,KES,customer_return,0.03
9530,103692,110885,2020-11-22 09:33:49,125.02,USD,damaged_in_transit,1.3
9531,103704,110898,2021-02-23 14:09:26,42.97,USD,changed_mind,0.38
9532,103713,110907,2019-03-10 19:17:32,29.43,CAD,shipping_issue,0.01
9533,103719,110914,2022-07-24 13:26:44,23.05,GBP,customer_return,0.33
9534,103724,110919,2023-01-26 12:51:51,11.34,USD,customer_return,0.02
9535,103724,110919,2023-01-26 12:51:51,13.5,USD,fraud_suspected,0.05
9536,103753,110948,2024-12-07 03:10:07,2.3,EUR,customer_return,0.02
9537,103753,110948,2024-12-07 03:10:07,13.97,EUR,fraud_suspected,0.05
9538,103766,110962,2021-08-08 06:51:23,2.81,USD,faulty_item,0.02
9539,103766,110962,2021-08-08 06:51:23,15.94,USD,shipping_issue,0.22
9540,103770,110966,2019-09-07 17:47:15,153.96,USD,changed_mind,1.09
9541,103790,110987,2020-09-01 06:11:10,28.53,KES,customer_return,0.26
9542,103790,110987,2020-09-01 06:11:10,35.24,KES,damaged_in_transit,0.17
9543,103807,111004,2023-10-18 23:39:18,7.34,NZD,changed_mind,0.02
9544,103807,111004,2023-10-18 23:39:18,22.28,NZD,shipping_issue,0.02
9545,103818,111015,2019-04-21 06:32:01,108.8,USD,changed_mind,0.75
9546,103825,111022,2022-07-10 20:58:31,19.63,ZAR,shipping_issue,0.0
9547,103834,111031,2022-09-12 05:13:52,82.73,EUR,changed_mind,0.2
9548,103841,111038,2021-12-06 03:30:35,17.63,USD,shipping_issue,0.13
9549,103850,111048,2020-10-04 03:41:36,53.1,USD,changed_mind,0.01
9550,103856,111054,2022-05-11 05:21:35,53.21,EUR,fraud_suspected,0.76
9551,103878,111077,2020-02-09 23:54:29,8.4,GBP,faulty_item,0.0
9552,103878,111077,2020-02-09 23:54:29,32.3,GBP,faulty_item,0.42
9553,103881,111080,2023-09-12 09:15:53,63.82,USD,damaged_in_transit,0.91
9554,103886,111085,2023-03-29 23:37:44,6.85,ZAR,faulty_item,0.06
9555,103886,111085,2023-03-29 23:37:44,32.72,ZAR,changed_mind,0.27
9556,103902,111102,2019-11-13 16:16:42,12.53,KES,customer_return,0.06
9557,103902,111102,2019-11-13 16:16:42,18.8,KES,faulty_item,0.04
9558,103912,111112,2024-03-19 10:24:44,48.14,NZD,damaged_in_transit,0.43
9559,103924,111125,2020-07-29 10:26:33,32.15,AED,changed_mind,0.45
9560,103954,111156,2025-08-13 12:04:42,15.79,EUR,shipping_issue,0.04
9561,103954,111156,2025-08-13 12:04:42,11.03,EUR,customer_return,0.13
9562,103955,111157,2023-04-10 18:38:39,13.3,USD,changed_mind,0.1
9563,103955,111157,2023-04-10 18:38:39,4.3,USD,changed_mind,0.0
9564,103988,111191,2020-05-25 05:57:57,33.59,EUR,shipping_issue,0.18
9565,104024,111230,2018-08-03 22:43:32,48.44,AUD,customer_return,0.18
9566,104062,111269,2024-04-03 03:07:30,11.21,USD,shipping_issue,0.06
9567,104062,111269,2024-04-03 03:07:30,0.3,USD,fraud_suspected,0.0
9568,104089,111299,2025-01-22 01:38:30,17.39,USD,faulty_item,0.03
9569,104089,111299,2025-01-22 01:38:30,7.85,USD,customer_return,0.08
9570,104099,111310,2020-01-31 07:26:45,14.39,USD,fraud_suspected,0.19
9571,104103,111314,2019-11-07 15:42:42,18.08,EUR,faulty_item,0.24
9572,104132,111344,2024-02-22 15:41:22,31.73,KES,damaged_in_transit,0.26
9573,104132,111344,2024-02-22 15:41:22,15.96,KES,shipping_issue,0.13
9574,104137,111349,2020-09-23 20:27:35,33.85,USD,faulty_item,0.05
9575,104184,111399,2019-06-04 22:21:58,17.18,USD,shipping_issue,0.2
9576,104213,111429,2019-01-22 09:05:57,128.75,USD,faulty_item,1.04
9577,104234,111452,2018-08-08 15:33:04,20.48,CAD,changed_mind,0.07
9578,104235,111453,2023-10-31 11:41:13,276.14,USD,customer_return,1.99
9579,104235,111453,2023-10-31 11:41:13,4.18,USD,customer_return,0.05
9580,104247,111465,2021-11-08 10:35:56,27.31,GBP,damaged_in_transit,0.34
9581,104247,111465,2021-11-08 10:35:56,15.85,GBP,changed_mind,0.14
9582,104264,111483,2025-09-26 15:14:07,46.74,NZD,faulty_item,0.24
9583,104292,111512,2023-12-08 18:42:52,13.59,USD,faulty_item,0.03
9584,104303,111525,2021-07-06 14:59:24,13.27,USD,shipping_issue,0.11
9585,104303,111525,2021-07-06 14:59:24,8.36,USD,faulty_item,0.02
9586,104314,111537,2021-05-25 16:16:22,12.88,KES,damaged_in_transit,0.03
9587,104314,111537,2021-05-25 16:16:22,19.7,KES,fraud_suspected,0.21
9588,104337,111560,2018-05-02 01:46:36,24.78,ZAR,changed_mind,0.22
9589,104352,111575,2021-01-19 18:41:34,23.27,GBP,fraud_suspected,0.12
9590,104352,111575,2021-01-19 18:41:34,5.33,GBP,customer_return,0.0
9591,104354,111577,2025-07-02 10:28:21,18.37,EUR,changed_mind,0.04
9592,104361,111584,2024-01-04 09:52:23,7.14,ZAR,customer_return,0.07
9593,104361,111584,2024-01-04 09:52:23,15.12,ZAR,customer_return,0.07
9594,104363,111586,2025-05-01 07:06:36,30.52,EUR,fraud_suspected,0.45
9595,104365,111588,2025-01-19 06:30:32,11.13,EUR,faulty_item,0.03
9596,104365,111588,2025-01-19 06:30:32,10.33,EUR,customer_return,0.01
9597,104389,111612,2023-08-18 15:13:16,13.5,EUR,shipping_issue,0.04
9598,104389,111612,2023-08-18 15:13:16,15.43,EUR,shipping_issue,0.17
9599,104399,111624,2021-09-07 14:36:24,11.95,ZAR,fraud_suspected,0.16
9600,104399,111624,2021-07-08 14:36:24,60.94,ZAR,fraud_suspected,0.8
9601,104430,111655,2021-10-10 13:50:54,254.86,USD,damaged_in_transit,1.97
9602,104440,111666,2024-11-14 10:46:42,207.37,EUR,customer_return,2.03
9603,104442,111668,2019-03-14 15:43:40,11.63,GBP,customer_return,0.0
9604,104442,111668,2019-03-14 15:43:40,10.67,GBP,fraud_suspected,0.03
9605,104463,111691,2025-01-21 15:48:00,39.95,USD,faulty_item,0.58
9606,104478,111707,2019-05-10 11:59:20,57.78,USD,fraud_suspected,0.36
9607,104485,111714,2024-01-02 13:12:58,22.5,GBP,faulty_item,0.06
9608,104490,111719,2020-12-02 15:04:42,55.04,ZAR,shipping_issue,0.44
9609,104490,111719,2020-12-02 15:04:42,56.93,ZAR,faulty_item,0.21
9610,104493,111722,2022-12-09 03:27:43,14.92,EUR,shipping_issue,0.01
9611,104514,111744,2021-05-11 09:26:00,3.34,KES,damaged_in_transit,0.05
9612,104514,111744,2021-05-11 09:26:00,21.69,KES,damaged_in_transit,0.12
