return_id,order_id,order_item_id,return_date,return_reason_code,item_condition,processing_outcome,return_channel,refund_amount,restocking_fee
6854,96371,203350,2024-09-11 01:17:20,late_delivery,new,restocked,mail_back,21.23,0.18
6855,96380,203366,2018-09-05 21:43:35,faulty_item,new,restocked,mail_back,16.02,0.01
6856,96392,203389,2022-06-19 11:00:49,fraudulent_claim,new,resold_outlet,store_dropoff,44.72,0.11
6857,96399,203401,2019-03-04 13:14:38,size_fit_issue,used_lightly,resold_outlet,mail_back,31.05,0.19
6858,96410,203430,2025-06-15 21:51:04,damaged_in_transit,new,restocked,mail_back,29.95,0.3
6859,96413,203438,2021-08-07 01:28:39,faulty_item,damaged,scrapped,store_dropoff,20.67,0.06
6860,96432,203486,2020-03-26 09:21:20,wrong_item_sent,used_lightly,scrapped,mail_back,16.94,0.06
6861,96443,203511,2023-07-15 22:57:19,late_delivery,used_lightly,restocked,courier_pickup,19.17,0.5
6862,96449,203518,2025-08-10 14:01:11,wrong_item_sent,new,restocked,mail_back,18.61,0.5
6863,96457,203531,2025-03-31 20:47:21,fraudulent_claim,new,restocked,courier_pickup,63.96,1.64
6864,96463,203541,2021-11-02 23:55:13,changed_mind,damaged,scrapped,store_dropoff,24.36,0.56
6865,96464,203544,2018-04-13 21:02:54,size_fit_issue,new,restocked,store_dropoff,10.45,0.1
6866,96466,203550,2021-06-25 04:26:05,wrong_item_sent,new,restocked,mail_back,28.46,0.6
6867,96468,203554,2024-03-06 11:46:09,damaged_in_transit,new,scrapped,mail_back,81.69,0.34
6868,96468,203555,2024-04-24 11:46:09,wrong_item_sent,new,restocked,mail_back,93.77,0.52
6869,96472,203567,2023-01-20 10:33:38,fraudulent_claim,used_lightly,restocked,mail_back,38.67,0.94
6870,96487,203596,2023-10-13 21:28:48,damaged_in_transit,new,restocked,mail_back,45.98,0.89
6871,96500,203629,2021-09-23 18:17:55,fraudulent_claim,new,scrapped,store_dropoff,27.99,0.38
6872,96501,203631,2023-12-05 16:34:34,changed_mind,new,restocked,store_dropoff,33.25,0.7
6873,96506,203644,2024-10-07 02:43:29,wrong_item_sent,new,scrapped,courier_pickup,50.13,0.48
6874,96524,203681,2022-04-24 19:36:28,changed_mind,used_lightly,restocked,courier_pickup,14.34,0.42
6875,96555,203741,2019-09-08 10:47:28,size_fit_issue,new,restocked,courier_pickup,40.03,1.02
6876,96565,203762,2019-11-23 14:26:50,late_delivery,used_lightly,restocked,courier_pickup,31.87,0.12
6877,96569,203771,2018-03-31 11:11:15,faulty_item,new,restocked,mail_back,31.41,0.61
6878,96575,203785,2023-05-12 21:41:17,faulty_item,new,scrapped,mail_back,44.85,0.49
6879,96634,203910,2023-09-14 07:11:47,damaged_in_transit,new,restocked,courier_pickup,18.13,0.45
6880,96635,203912,2025-05-25 02:29:50,damaged_in_transit,new,restocked,mail_back,34.06,0.93
6881,96640,203922,2018-03-25 05:09:06,faulty_item,used_lightly,restocked,mail_back,33.67,0.46
6882,96650,203942,2022-11-21 18:16:00,wrong_item_sent,used_lightly,resold_outlet,mail_back,35.63,0.46
6883,96664,203971,2019-10-24 06:14:49,damaged_in_transit,new,restocked,courier_pickup,17.61,0.34
6884,96664,203973,2019-07-15 06:14:49,size_fit_issue,used_lightly,resold_outlet,mail_back,56.3,0.46
6885,96674,203990,2025-06-10 22:05:46,late_delivery,new,restocked,mail_back,13.56,0.33
6886,96674,203993,2025-05-20 22:05:46,wrong_item_sent,new,scrapped,mail_back,38.84,0.37
6887,96685,204026,2021-08-29 18:22:23,wrong_item_sent,new,restocked,mail_back,140.62,3.1
6888,96692,204038,2021-02-02 22:34:55,wrong_item_sent,damaged,restocked,store_dropoff,33.88,0.49
6889,96693,204040,2020-12-05 11:59:36,late_delivery,used_lightly,restocked,store_dropoff,23.46,0.28
6890,96701,204056,2022-09-06 03:55:25,damaged_in_transit,damaged,restocked,mail_back,54.97,0.53
6891,96738,204135,2025-05-31 18:52:32,fraudulent_claim,new,restocked,mail_back,30.68,0.44
6892,96739,204136,2021-05-06 02:30:39,changed_mind,new,restocked,mail_back,347.96,0.44
6893,96743,204146,2020-07-14 06:55:57,late_delivery,new,resold_outlet,mail_back,811.32,22.93
6894,96797,204245,2018-11-04 10:58:40,fraudulent_claim,new,restocked,mail_back,18.48,0.18
6895,96805,204263,2019-07-24 20:33:02,changed_mind,new,resold_outlet,courier_pickup,113.93,2.6
6896,96815,204279,2019-08-16 02:40:47,wrong_item_sent,used_lightly,restocked,courier_pickup,22.77,0.55
6897,96868,204386,2018-12-30 21:36:41,fraudulent_claim,damaged,restocked,courier_pickup,38.1,0.44
6898,96874,204400,2018-02-02 15:13:33,damaged_in_transit,new,restocked,mail_back,25.88,0.34
6899,96878,204405,2023-06-13 04:57:49,late_delivery,new,restocked,mail_back,25.05,0.4
6900,96948,204553,2023-11-04 03:27:46,size_fit_issue,used_lightly,resold_outlet,store_dropoff,226.65,3.6
6901,96959,204570,2023-04-17 03:44:05,fraudulent_claim,used_lightly,scrapped,mail_back,32.57,0.71
6902,96961,204575,2019-07-30 06:27:31,faulty_item,new,scrapped,mail_back,37.51,0.45
6903,97003,204668,2020-11-11 00:17:16,fraudulent_claim,new,restocked,mail_back,45.34,0.82
6904,97004,204670,2023-06-29 17:58:20,faulty_item,new,restocked,mail_back,62.89,0.16
6905,97029,204725,2023-12-29 15:28:05,faulty_item,damaged,resold_outlet,mail_back,108.05,0.95
6906,97035,204737,2023-04-01 12:42:20,changed_mind,used_lightly,restocked,mail_back,101.25,2.54
6907,97042,204751,2023-12-16 05:39:53,faulty_item,new,restocked,courier_pickup,149.08,1.94
6908,97046,204757,2022-12-15 06:47:19,damaged_in_transit,new,resold_outlet,store_dropoff,43.11,0.1
6909,97047,204760,2019-04-22 13:50:22,size_fit_issue,new,restocked,courier_pickup,71.59,0.41
6910,97055,204781,2024-07-06 04:26:13,faulty_item,used_lightly,restocked,store_dropoff,24.67,0.49
6911,97061,204789,2024-06-10 10:22:19,late_delivery,new,restocked,mail_back,43.11,0.64
6912,97066,204804,2019-06-07 16:09:03,late_delivery,new,restocked,mail_back,22.36,0.56
6913,97084,204850,2019-08-04 20:20:05,late_delivery,new,restocked,mail_back,15.0,0.28
6914,97100,204873,2021-11-29 12:12:47,size_fit_issue,new,restocked,mail_back,48.9,0.14
6915,97104,204879,2022-08-03 09:57:43,late_delivery,used_lightly,restocked,mail_back,22.41,0.29
6916,97173,205030,2023-11-03 23:36:05,faulty_item,new,restocked,store_dropoff,60.2,0.94
6917,97203,205085,2021-06-26 15:34:20,wrong_item_sent,used_lightly,resold_outlet,mail_back,37.92,0.27
6918,97211,205094,2019-02-20 00:26:00,size_fit_issue,new,restocked,courier_pickup,28.22,0.63
6919,97212,205095,2023-10-20 02:58:24,late_delivery,used_lightly,restocked,courier_pickup,23.25,0.65
6920,97225,205118,2019-06-15 04:14:42,size_fit_issue,new,restocked,courier_pickup,137.3,3.22
6921,97227,205123,2025-09-14 09:24:08,size_fit_issue,damaged,restocked,store_dropoff,25.05,0.33
6922,97252,205178,2018-11-25 16:28:40,size_fit_issue,used_lightly,restocked,mail_back,10.11,0.11
6923,97267,205215,2022-02-26 09:34:39,wrong_item_sent,used_lightly,restocked,mail_back,87.6,1.17
6924,97286,205258,2019-10-15 07:29:51,damaged_in_transit,used_lightly,restocked,store_dropoff,29.5,0.31
6925,97318,205323,2022-04-05 00:38:24,wrong_item_sent,new,scrapped,mail_back,29.26,0.53
6926,97338,205367,2024-03-06 09:26:40,faulty_item,used_lightly,restocked,courier_pickup,45.25,0.19
6927,97339,205370,2022-05-13 17:41:03,size_fit_issue,used_lightly,restocked,mail_back,23.37,0.7
6928,97347,205387,2020-10-31 07:39:29,damaged_in_transit,used_lightly,scrapped,mail_back,231.51,5.17
6929,97386,205477,2022-02-13 15:17:19,fraudulent_claim,used_lightly,restocked,mail_back,44.93,0.95
6930,97388,205482,2025-02-23 10:34:03,faulty_item,used_lightly,restocked,store_dropoff,208.15,2.39
6931,97394,205505,2023-03-19 07:42:51,wrong_item_sent,new,restocked,mail_back,254.07,0.16
6932,97425,205569,2023-07-18 21:12:03,wrong_item_sent,new,resold_outlet,courier_pickup,23.0,0.45
6933,97470,205663,2021-07-21 07:24:06,wrong_item_sent,new,restocked,courier_pickup,9.93,0.02
6934,97473,205671,2020-06-14 17:54:04,damaged_in_transit,new,restocked,mail_back,42.62,0.22
6935,97497,205719,2021-05-07 12:52:37,changed_mind,used_lightly,resold_outlet,mail_back,46.66,0.4
6936,97499,205724,2024-07-22 18:19:59,late_delivery,used_lightly,restocked,mail_back,45.91,0.12
6937,97501,205730,2021-01-24 02:08:51,size_fit_issue,new,restocked,mail_back,43.54,1.23
6938,97510,205743,2022-04-15 23:47:33,damaged_in_transit,new,restocked,courier_pickup,18.47,0.22
6939,97511,205745,2024-03-09 05:49:55,changed_mind,new,restocked,mail_back,12.64,0.23
6940,97533,205790,2022-07-18 03:30:55,size_fit_issue,used_lightly,restocked,mail_back,90.01,0.58
6941,97535,205793,2021-06-19 06:23:47,size_fit_issue,used_lightly,restocked,mail_back,15.47,0.38
6942,97563,205852,2022-10-21 07:53:44,damaged_in_transit,new,restocked,mail_back,25.71,0.57
6943,97568,205867,2022-12-26 09:28:16,wrong_item_sent,new,restocked,store_dropoff,61.53,1.46
6944,97568,205868,2022-12-26 09:28:16,wrong_item_sent,new,resold_outlet,mail_back,31.3,0.06
6945,97643,206012,2021-08-29 15:20:10,wrong_item_sent,new,restocked,courier_pickup,266.39,4.95
6946,97650,206025,2025-02-06 02:56:15,damaged_in_transit,damaged,resold_outlet,mail_back,18.64,0.18
6947,97683,206094,2018-03-15 03:42:25,damaged_in_transit,used_lightly,scrapped,mail_back,26.72,0.56
6948,97701,206137,2019-05-22 12:42:54,wrong_item_sent,new,restocked,mail_back,32.62,0.83
6949,97719,206175,2024-12-24 17:17:48,late_delivery,new,resold_outlet,store_dropoff,30.98,0.35
6950,97770,206279,2018-06-16 21:41:13,damaged_in_transit,new,scrapped,mail_back,48.46,1.33
6951,97775,206288,2023-07-30 23:18:45,faulty_item,new,restocked,courier_pickup,132.65,3.96
6952,97786,206313,2020-06-30 20:21:38,size_fit_issue,new,scrapped,courier_pickup,31.73,0.4
6953,97794,206331,2023-02-22 20:13:08,faulty_item,new,scrapped,mail_back,2011.13,21.15
6954,97807,206359,2020-02-06 20:03:51,fraudulent_claim,used_lightly,restocked,store_dropoff,16.28,0.42
6955,97825,206402,2021-11-12 11:32:01,damaged_in_transit,new,resold_outlet,courier_pickup,32.72,0.3
6956,97841,206444,2022-05-08 19:06:55,wrong_item_sent,new,resold_outlet,mail_back,12.71,0.35
6957,97862,206488,2021-06-27 01:42:02,late_delivery,used_lightly,restocked,courier_pickup,61.92,1.21
6958,97866,206496,2021-04-21 04:15:53,wrong_item_sent,used_lightly,scrapped,courier_pickup,37.98,0.71
6959,97894,206561,2023-08-02 22:37:54,changed_mind,used_lightly,scrapped,mail_back,10.48,0.18
6960,97895,206563,2025-04-26 11:45:03,wrong_item_sent,used_lightly,restocked,courier_pickup,36.81,0.52
6961,97945,206654,2022-11-17 08:25:03,changed_mind,new,scrapped,mail_back,44.79,0.47
6962,97959,206682,2019-12-27 02:57:58,wrong_item_sent,new,resold_outlet,mail_back,24.27,0.67
6963,97959,206687,2020-01-17 02:57:58,damaged_in_transit,used_lightly,restocked,mail_back,8.31,0.08
6964,97973,206715,2018-03-14 22:24:06,size_fit_issue,new,scrapped,mail_back,33.33,0.18
6965,97976,206719,2019-06-05 05:15:28,fraudulent_claim,used_lightly,resold_outlet,mail_back,10.8,0.27
6966,97990,206745,2021-11-23 22:39:22,wrong_item_sent,new,scrapped,mail_back,51.25,0.01
6967,97997,206765,2019-11-22 15:18:52,fraudulent_claim,new,restocked,mail_back,16.74,0.25
6968,98003,206775,2019-12-23 19:28:45,faulty_item,damaged,restocked,courier_pickup,20.81,0.14
6969,98019,206818,2023-07-23 20:28:33,faulty_item,new,resold_outlet,store_dropoff,934.11,23.73
6970,98063,206908,2019-10-21 15:45:12,wrong_item_sent,used_lightly,resold_outlet,mail_back,73.87,1.5
6971,98063,206909,2019-10-23 15:45:12,changed_mind,new,restocked,mail_back,17.8,0.46
6972,98080,206945,2021-06-19 11:35:31,size_fit_issue,new,restocked,mail_back,10.47,0.18
6973,98086,206959,2021-06-30 13:19:36,changed_mind,new,resold_outlet,mail_back,32.13,0.01
6974,98099,206993,2021-07-10 05:45:00,damaged_in_transit,new,restocked,courier_pickup,80.55,2.34
6975,98107,207008,2018-02-24 23:08:07,fraudulent_claim,used_lightly,scrapped,courier_pickup,7.52,0.11
6976,98145,207086,2020-12-29 04:55:25,faulty_item,used_lightly,restocked,mail_back,21.75,0.6
6977,98151,207097,2025-06-13 04:33:32,size_fit_issue,new,restocked,mail_back,14.74,0.2
6978,98160,207118,2020-02-22 20:44:34,damaged_in_transit,used_lightly,scrapped,store_dropoff,17.32,0.1
6979,98164,207129,2018-10-14 11:30:24,late_delivery,used_lightly,resold_outlet,mail_back,23.95,0.53
6980,98172,207143,2021-07-24 19:54:41,wrong_item_sent,new,restocked,mail_back,23.96,0.0
6981,98175,207149,2023-12-14 22:50:11,fraudulent_claim,new,resold_outlet,mail_back,20.03,0.41
6982,98178,207164,2022-12-13 07:43:34,changed_mind,new,restocked,courier_pickup,10.18,0.29
6983,98206,207231,2020-05-08 07:24:18,faulty_item,new,restocked,mail_back,36.08,0.46
6984,98218,207263,2023-08-19 08:42:25,damaged_in_transit,used_lightly,restocked,store_dropoff,5.96,0.04
6985,98220,207266,2023-04-24 07:26:14,wrong_item_sent,used_lightly,restocked,mail_back,51.45,0.83
6986,98237,207295,2022-11-11 13:33:11,size_fit_issue,new,resold_outlet,courier_pickup,164.52,4.11
6987,98238,207296,2024-03-26 09:36:23,damaged_in_transit,used_lightly,restocked,mail_back,78.87,1.25
6988,98257,207342,2018-09-02 05:54:49,late_delivery,new,resold_outlet,mail_back,24.59,0.1
6989,98263,207355,2024-12-04 09:49:31,damaged_in_transit,new,scrapped,mail_back,32.29,0.18
6990,98310,207459,2019-12-08 10:58:15,changed_mind,new,restocked,mail_back,97.7,1.96
6991,98328,207503,2023-01-25 18:16:19,late_delivery,new,restocked,courier_pickup,86.3,1.06
6992,98338,207526,2022-08-30 09:04:20,fraudulent_claim,new,restocked,store_dropoff,65.32,0.46
6993,98343,207539,2022-12-21 00:38:39,changed_mind,new,restocked,mail_back,13.81,0.17
6994,98347,207550,2020-12-31 06:56:21,damaged_in_transit,new,restocked,mail_back,20.11,0.06
6995,98371,207602,2022-03-10 21:17:10,fraudulent_claim,new,resold_outlet,mail_back,19.98,0.5
6996,98376,207613,2018-12-06 02:46:31,late_delivery,used_lightly,restocked,mail_back,22.31,0.53
6997,98383,207627,2020-02-28 19:23:05,fraudulent_claim,new,restocked,store_dropoff,40.85,0.53
6998,98390,207640,2022-04-02 18:27:40,faulty_item,new,scrapped,mail_back,12.73,0.29
6999,98410,207676,2021-03-18 18:14:20,damaged_in_transit,new,restocked,courier_pickup,15.27,0.36
7000,98440,207734,2024-09-06 00:36:25,late_delivery,new,restocked,mail_back,14.84,0.43
7001,98504,207861,2025-07-09 14:09:22,changed_mind,new,scrapped,store_dropoff,35.76,0.09
7002,98546,207963,2019-04-05 08:55:35,fraudulent_claim,new,scrapped,mail_back,56.78,1.33
7003,98547,207964,2020-09-30 02:17:51,changed_mind,new,restocked,courier_pickup,41.61,0.15
7004,98555,207976,2021-03-16 15:07:47,late_delivery,used_lightly,scrapped,mail_back,21.77,0.07
7005,98574,208011,2018-10-07 23:21:38,faulty_item,used_lightly,restocked,courier_pickup,56.72,0.85
7006,98582,208031,2020-07-26 02:03:01,faulty_item,used_lightly,scrapped,mail_back,32.79,0.03
7007,98584,208035,2021-06-08 18:30:39,wrong_item_sent,used_lightly,restocked,mail_back,33.08,0.65
7008,98593,208051,2023-07-15 00:28:24,changed_mind,new,restocked,courier_pickup,10.53,0.04
7009,98602,208069,2021-12-19 21:46:15,size_fit_issue,used_lightly,restocked,courier_pickup,12.08,0.11
7010,98617,208106,2018-11-02 08:02:24,faulty_item,used_lightly,restocked,courier_pickup,334.86,6.3
7011,98631,208137,2019-04-11 01:14:09,fraudulent_claim,used_lightly,scrapped,mail_back,18.91,0.24
7012,98631,208138,2019-01-14 01:14:09,wrong_item_sent,used_lightly,scrapped,mail_back,49.76,0.27
7013,98641,208161,2025-04-01 10:25:45,fraudulent_claim,new,restocked,store_dropoff,48.42,0.34
7014,98663,208206,2020-11-01 20:37:30,late_delivery,new,restocked,mail_back,24.69,0.09
7015,98669,208216,2021-05-16 23:16:55,size_fit_issue,damaged,restocked,store_dropoff,182.76,4.45
7016,98681,208248,2025-03-27 11:00:47,size_fit_issue,new,restocked,mail_back,91.93,2.74
7017,98699,208291,2019-01-04 00:44:20,late_delivery,new,restocked,store_dropoff,278.61,5.48
7018,98744,208379,2018-11-05 09:10:00,late_delivery,new,resold_outlet,store_dropoff,87.04,2.52
7019,98756,208401,2023-08-28 16:14:36,wrong_item_sent,damaged,restocked,courier_pickup,24.68,0.33
7020,98762,208411,2024-03-24 07:27:36,faulty_item,new,restocked,courier_pickup,137.88,1.53
7021,98765,208415,2024-05-07 01:51:33,late_delivery,used_lightly,resold_outlet,store_dropoff,16.26,0.15
7022,98778,208444,2023-04-28 14:20:58,changed_mind,new,restocked,mail_back,24.47,0.46
7023,98805,208498,2021-07-26 12:02:47,changed_mind,used_lightly,restocked,store_dropoff,11.17,0.12
7024,98815,208514,2020-03-06 07:02:55,changed_mind,used_lightly,restocked,store_dropoff,49.18,0.49
7025,98823,208532,2019-04-21 06:19:45,faulty_item,new,resold_outlet,store_dropoff,63.32,1.43
7026,98835,208554,2024-12-25 09:33:01,late_delivery,new,resold_outlet,courier_pickup,13.21,0.25
7027,98845,208578,2020-11-03 23:33:13,wrong_item_sent,used_lightly,restocked,mail_back,209.3,0.5
7028,98849,208587,2020-11-17 14:00:42,late_delivery,new,resold_outlet,courier_pickup,18.63,0.12
7029,98857,208608,2025-03-20 18:59:19,wrong_item_sent,new,resold_outlet,courier_pickup,32.63,0.66
7030,98859,208614,2023-08-25 08:48:04,size_fit_issue,new,scrapped,mail_back,17.39,0.1
7031,98860,208616,2023-05-10 03:30:33,wrong_item_sent,new,resold_outlet,mail_back,185.37,1.37
7032,98879,208660,2021-12-31 09:20:49,late_delivery,new,restocked,store_dropoff,41.32,0.8
7033,98892,208695,2023-11-15 07:09:18,changed_mind,used_lightly,restocked,courier_pickup,27.67,0.52
7034,98893,208698,2023-06-10 18:19:46,fraudulent_claim,new,restocked,mail_back,79.06,2.08
7035,98937,208793,2022-03-21 15:32:19,late_delivery,used_lightly,restocked,mail_back,73.76,0.22
7036,98938,208794,2018-08-22 09:46:00,wrong_item_sent,new,resold_outlet,mail_back,9.86,0.0
7037,98946,208805,2022-09-27 13:22:26,size_fit_issue,new,restocked,courier_pickup,23.4,0.08
7038,98993,208903,2023-09-04 11:38:37,faulty_item,used_lightly,scrapped,mail_back,40.88,0.79
7039,99005,208930,2020-04-01 11:40:47,damaged_in_transit,new,restocked,courier_pickup,41.51,0.5
7040,99014,208949,2025-09-30 03:25:53,wrong_item_sent,new,resold_outlet,mail_back,19.26,0.25
7041,99021,208965,2018-07-17 04:45:37,size_fit_issue,new,restocked,mail_back,246.01,0.9
7042,99068,209054,2022-12-17 16:30:05,wrong_item_sent,used_lightly,restocked,courier_pickup,31.82,0.71
7043,99071,209062,2021-12-24 11:24:47,faulty_item,new,restocked,mail_back,873.81,19.43
7044,99107,209134,2024-11-24 07:10:09,late_delivery,new,resold_outlet,mail_back,45.02,0.88
7045,99135,209188,2019-05-09 23:12:54,changed_mind,new,resold_outlet,courier_pickup,59.34,1.71
7046,99148,209213,2023-03-02 03:22:39,fraudulent_claim,used_lightly,restocked,mail_back,38.51,1.09
7047,99178,209268,2025-03-06 16:35:25,fraudulent_claim,new,restocked,courier_pickup,29.95,0.68
7048,99187,209296,2020-08-07 18:08:39,changed_mind,new,resold_outlet,store_dropoff,75.28,0.09
7049,99193,209305,2018-05-22 13:10:53,size_fit_issue,new,scrapped,mail_back,34.57,0.59
7050,99231,209391,2021-10-13 10:19:30,size_fit_issue,new,restocked,mail_back,36.53,0.81
7051,99232,209394,2020-08-14 02:00:53,fraudulent_claim,damaged,restocked,mail_back,1277.91,6.41
7052,99246,209429,2021-10-09 10:56:23,late_delivery,new,restocked,mail_back,15.02,0.12
7053,99248,209432,2020-03-08 23:46:23,changed_mind,new,restocked,courier_pickup,28.47,0.06
7054,99260,209453,2021-06-10 22:33:16,damaged_in_transit,new,restocked,mail_back,30.91,0.24
7055,99304,209548,2024-03-11 11:32:02,changed_mind,used_lightly,resold_outlet,mail_back,14.28,0.26
7056,99310,209562,2024-05-01 23:25:03,wrong_item_sent,used_lightly,restocked,mail_back,12.33,0.23
7057,99314,209570,2023-09-04 04:15:49,wrong_item_sent,damaged,restocked,courier_pickup,26.64,0.05
7058,99329,209602,2021-02-26 23:03:10,wrong_item_sent,used_lightly,restocked,courier_pickup,24.13,0.55
7059,99338,209620,2020-12-22 13:46:21,faulty_item,used_lightly,restocked,mail_back,15.87,0.36
7060,99355,209658,2022-11-20 09:28:04,fraudulent_claim,new,restocked,courier_pickup,17.03,0.48
7061,99379,209709,2022-02-14 06:33:03,late_delivery,used_lightly,resold_outlet,mail_back,25.37,0.07
7062,99386,209721,2020-02-28 07:49:33,size_fit_issue,new,scrapped,mail_back,51.46,0.48
7063,99386,209726,2020-02-25 07:49:33,size_fit_issue,used_lightly,restocked,store_dropoff,14.06,0.34
7064,99396,209749,2024-07-25 04:18:37,changed_mind,damaged,restocked,courier_pickup,10.72,0.03
7065,99397,209751,2025-03-24 05:48:10,faulty_item,used_lightly,scrapped,store_dropoff,19.16,0.43
7066,99415,209787,2020-06-21 08:36:05,size_fit_issue,used_lightly,scrapped,mail_back,81.99,0.55
7067,99463,209884,2021-10-25 21:45:25,damaged_in_transit,new,restocked,mail_back,61.09,0.64
7068,99471,209900,2022-08-24 10:34:41,damaged_in_transit,new,scrapped,mail_back,15.68,0.17
7069,99495,209952,2020-08-29 11:47:20,wrong_item_sent,new,scrapped,mail_back,83.67,0.45
7070,99510,209983,2021-11-04 07:02:15,wrong_item_sent,damaged,restocked,courier_pickup,78.37,0.1
7071,99514,209989,2020-10-26 07:24:48,size_fit_issue,new,restocked,courier_pickup,27.83,0.61
7072,99532,210031,2025-04-19 12:46:31,wrong_item_sent,new,resold_outlet,mail_back,103.34,2.31
7073,99541,210056,2023-07-26 19:03:26,size_fit_issue,new,scrapped,mail_back,41.89,0.08
7074,99541,210057,2023-04-08 19:03:26,late_delivery,new,scrapped,courier_pickup,336.81,8.74
7075,99542,210059,2019-01-23 03:49:33,late_delivery,new,restocked,courier_pickup,37.64,0.47
7076,99567,210098,2018-02-01 07:13:05,damaged_in_transit,used_lightly,restocked,mail_back,21.14,0.22
7077,99570,210104,2018-10-22 03:12:24,changed_mind,new,restocked,mail_back,132.27,3.17
7078,99583,210129,2019-07-19 14:26:20,wrong_item_sent,new,restocked,mail_back,99.57,1.85
7079,99599,210170,2018-02-26 15:20:15,damaged_in_transit,used_lightly,scrapped,mail_back,20.0,0.34
7080,99606,210187,2022-10-10 19:23:17,damaged_in_transit,new,scrapped,mail_back,20.69,0.39
7081,99607,210189,2021-08-30 23:29:22,late_delivery,new,restocked,courier_pickup,499.58,1.12
7082,99614,210203,2019-04-15 22:08:21,fraudulent_claim,used_lightly,resold_outlet,mail_back,26.12,0.45
7083,99616,210208,2020-10-26 16:39:37,faulty_item,damaged,restocked,mail_back,69.67,1.52
7084,99617,210209,2020-03-09 03:42:32,size_fit_issue,new,restocked,store_dropoff,22.0,0.63
7085,99643,210266,2024-04-21 08:55:48,wrong_item_sent,used_lightly,scrapped,mail_back,23.67,0.41
7086,99643,210268,2024-02-28 08:55:48,faulty_item,new,restocked,store_dropoff,11.38,0.17
7087,99648,210284,2019-07-13 15:03:18,fraudulent_claim,new,restocked,store_dropoff,67.37,1.4
7088,99666,210324,2022-04-23 06:03:49,late_delivery,used_lightly,restocked,mail_back,43.22,0.68
7089,99667,210328,2020-04-23 14:50:46,late_delivery,new,restocked,mail_back,44.58,0.96
7090,99682,210363,2019-05-14 18:56:18,late_delivery,damaged,scrapped,store_dropoff,26.69,0.78
7091,99686,210370,2019-05-23 02:07:13,fraudulent_claim,new,restocked,mail_back,88.74,2.23
7092,99705,210404,2023-01-10 22:00:04,wrong_item_sent,damaged,scrapped,store_dropoff,39.18,0.11
7093,99707,210409,2023-02-18 00:55:47,wrong_item_sent,new,restocked,store_dropoff,184.71,3.68
7094,99777,210576,2020-04-11 19:03:53,late_delivery,new,restocked,courier_pickup,36.63,0.13
7095,99797,210611,2024-12-02 08:46:14,late_delivery,new,restocked,store_dropoff,32.78,0.48
7096,99819,210653,2021-08-12 17:35:12,late_delivery,new,restocked,courier_pickup,219.6,3.0
7097,99829,210672,2022-08-02 00:04:53,late_delivery,new,restocked,store_dropoff,343.18,1.01
7098,99834,210685,2021-08-12 00:07:36,fraudulent_claim,used_lightly,restocked,store_dropoff,73.26,2.18
7099,99839,210692,2020-07-13 17:03:03,damaged_in_transit,used_lightly,resold_outlet,mail_back,25.22,0.46
7100,99861,210738,2024-03-11 22:11:16,late_delivery,new,restocked,mail_back,17.98,0.51
7101,99861,210740,2024-07-16 22:11:16,changed_mind,used_lightly,resold_outlet,courier_pickup,18.69,0.13
7102,99868,210752,2023-07-12 09:26:21,size_fit_issue,used_lightly,restocked,mail_back,16.53,0.31
7103,99900,210824,2018-09-12 08:45:16,faulty_item,new,resold_outlet,mail_back,29.09,0.63
7104,99907,210839,2018-05-26 10:24:23,fraudulent_claim,used_lightly,restocked,mail_back,90.35,0.46
7105,99908,210843,2019-12-23 17:05:16,late_delivery,new,restocked,mail_back,98.9,2.24
7106,99918,210862,2023-12-25 15:10:44,wrong_item_sent,new,scrapped,store_dropoff,464.73,6.13
7107,99919,210863,2025-07-17 14:14:10,fraudulent_claim,damaged,restocked,courier_pickup,85.63,2.06
7108,99932,210893,2022-03-22 12:05:56,size_fit_issue,new,restocked,store_dropoff,36.48,0.51
7109,99980,210988,2018-11-23 18:32:58,damaged_in_transit,new,restocked,mail_back,36.86,0.48
7110,99987,211008,2025-08-04 03:05:43,damaged_in_transit,new,restocked,mail_back,30.33,0.84
7111,99991,211015,2022-01-04 20:56:01,damaged_in_transit,new,resold_outlet,courier_pickup,18.57,0.38
7112,99997,211026,2020-02-26 16:51:06,late_delivery,used_lightly,scrapped,courier_pickup,65.01,0.74
7113,100019,211067,2019-08-15 10:18:49,faulty_item,used_lightly,scrapped,mail_back,33.49,0.34
7114,100048,211132,2021-06-21 04:55:10,faulty_item,new,scrapped,mail_back,20.7,0.02
7115,100054,211147,2022-09-17 22:33:41,fraudulent_claim,used_lightly,resold_outlet,mail_back,12.84,0.25
7116,100063,211166,2020-04-29 15:19:23,changed_mind,used_lightly,restocked,courier_pickup,41.14,0.18
7117,100077,211200,2024-07-11 05:05:55,late_delivery,new,scrapped,mail_back,67.73,1.63
7118,100108,211265,2023-11-19 10:15:52,faulty_item,used_lightly,restocked,mail_back,398.55,6.58
7119,100115,211280,2021-07-16 21:41:38,fraudulent_claim,new,restocked,courier_pickup,22.25,0.35
7120,100121,211291,2019-02-06 09:50:54,fraudulent_claim,new,restocked,mail_back,34.99,0.38
7121,100147,211343,2025-06-03 14:28:26,size_fit_issue,new,scrapped,store_dropoff,44.94,0.13
7122,100161,211371,2024-04-13 03:26:35,fraudulent_claim,new,resold_outlet,courier_pickup,127.44,0.1
