product_id,category_id,subcategory_id,subsubcategory_id,brand,unit_price,cost_price,weight_grams,seasonality,launch_date,discontinued_at,is_sustainable
955,110,10073,1000233,Brand_110_2,152.43,101.15,7136,all_season,2019-01-31,,False
956,108,10060,1000194,Brand_108_3,21.38,13.15,7898,all_season,2021-07-21,,False
957,107,10054,1000177,Brand_107_5,14.86,7.43,5305,all_season,2021-06-13,2025-08-09,False
958,106,10043,1000142,Brand_106_2,125.38,83.11,1935,all_season,2023-07-09,,False
959,107,10054,1000175,Brand_107_3,70.29,43.44,2781,all_season,2020-12-06,,False
960,104,10026,1000091,Brand_104_4,23.21,11.66,4997,all_season,2025-05-22,2025-09-01,False
961,103,10020,1000073,Brand_103_4,56.65,30.03,6744,all_season,2023-11-06,,False
962,108,10057,1000186,Brand_108_1,71.5,42.35,2675,all_season,2020-09-08,,False
963,106,10043,1000142,Brand_106_1,130.23,77.04,3010,all_season,2022-01-09,,False
964,105,10033,1000112,Brand_105_5,349.37,226.27,11010,all_season,2024-04-30,,False
965,103,10024,1000084,Brand_103_2,46.56,28.84,2160,winter,2019-07-15,,False
966,108,10058,1000187,Brand_108_2,10.26,7.01,4995,winter,2022-03-14,,False
967,102,10012,1000045,Brand_102_3,26.89,13.44,8799,all_season,2020-07-30,,False
968,103,10021,1000075,Brand_103_5,104.11,51.21,1775,all_season,2021-08-29,,False
969,102,10009,1000033,Brand_102_1,122.31,68.17,1593,summer,2021-04-14,,False
970,108,10060,1000193,Brand_108_5,52.61,26.83,5271,summer,2021-08-08,,False
971,103,10018,1000067,Brand_103_4,53.65,27.31,4940,winter,2018-05-13,,False
972,104,10026,1000093,Brand_104_1,45.12,24.21,2208,summer,2018-03-17,,False
973,103,10020,1000073,Brand_103_2,23.53,11.72,10568,summer,2023-08-19,,True
974,103,10017,1000064,Brand_103_1,1811.37,1153.69,3671,all_season,2021-04-29,,False
975,102,10015,1000055,Brand_102_4,24.1,16.78,4562,summer,2022-11-14,,False
976,106,10045,1000148,Brand_106_1,32.96,20.07,9630,all_season,2022-09-22,,False
977,109,10072,1000229,Brand_109_2,26.36,15.76,5180,all_season,2018-05-06,,True
978,104,10028,1000099,Brand_104_4,47.18,29.84,4834,all_season,2021-05-17,,False
979,105,10040,1000133,Brand_105_3,27.94,14.48,3727,summer,2018-10-16,,False
980,104,10025,1000090,Brand_104_5,69.69,47.23,1473,summer,2021-04-10,,False
981,104,10032,1000111,Brand_104_3,26.16,15.03,1356,all_season,2022-10-17,,False
982,103,10019,1000068,Brand_103_4,34.85,24.16,422,all_season,2021-09-06,2023-05-03,False
983,105,10033,1000113,Brand_105_4,305.33,157.08,1957,all_season,2020-10-16,,True
984,110,10074,1000237,Brand_110_4,33.58,20.6,6380,winter,2025-09-26,,True
985,102,10014,1000052,Brand_102_2,28.14,12.97,1839,all_season,2020-01-13,,True
986,102,10014,1000053,Brand_102_4,79.32,55.49,5544,all_season,2021-07-23,,False
987,104,10030,1000105,Brand_104_5,43.27,23.97,1231,summer,2022-11-13,,False
988,104,10029,1000101,Brand_104_2,27.69,18.75,1824,summer,2020-05-23,,True
989,104,10032,1000109,Brand_104_4,34.88,23.36,4587,summer,2025-06-13,,False
990,103,10017,1000062,Brand_103_2,928.07,457.62,2563,winter,2022-05-27,,False
991,102,10009,1000032,Brand_102_5,209.45,128.61,11078,all_season,2018-06-29,2021-10-27,False
992,104,10027,1000096,Brand_104_5,49.8,25.14,4510,summer,2021-01-11,,False
993,105,10035,1000118,Brand_105_2,39.63,22.87,4527,all_season,2018-09-01,,False
994,107,10051,1000166,Brand_107_1,65.52,36.22,653,all_season,2021-01-01,,False
995,108,10058,1000187,Brand_108_3,13.13,6.7,4158,all_season,2020-12-10,,False
996,109,10066,1000211,Brand_109_4,28.15,13.38,3806,all_season,2024-08-20,,False
997,106,10048,1000157,Brand_106_3,25.33,16.34,4853,winter,2020-09-17,,False
998,104,10025,1000089,Brand_104_5,83.55,48.08,8953,all_season,2025-04-02,,False
999,110,10075,1000240,Brand_110_3,36.55,17.65,8036,all_season,2019-07-04,,False
1000,109,10068,1000218,Brand_109_1,69.4,46.41,5783,summer,2021-09-24,,False
1001,108,10062,1000199,Brand_108_3,25.76,17.67,7777,summer,2023-08-16,,False
1002,108,10063,1000203,Brand_108_3,75.2,35.86,8002,all_season,2020-09-13,,False
1003,101,10003,1000013,Brand_101_5,26.58,17.91,7989,all_season,2018-10-01,,True
1004,104,10030,1000103,Brand_104_5,21.98,10.14,5498,all_season,2022-08-19,,False
1005,107,10056,1000183,Brand_107_4,43.64,30.2,1791,all_season,2022-10-01,,False
1006,107,10050,1000165,Brand_107_2,22.99,10.62,8332,all_season,2018-07-26,,False
1007,106,10048,1000157,Brand_106_4,65.11,44.43,4540,winter,2022-05-17,,False
1008,109,10068,1000218,Brand_109_5,29.33,18.48,7482,winter,2018-03-11,,False
1009,109,10067,1000214,Brand_109_4,25.88,14.78,4587,all_season,2018-08-14,,True
1010,108,10063,1000202,Brand_108_3,16.98,11.36,4038,summer,2018-09-14,,False
1011,101,10007,1000025,Brand_101_3,16.69,9.61,7650,all_season,2019-03-09,,False
1012,103,10019,1000069,Brand_103_5,44.14,30.48,5047,summer,2018-09-14,,False
1013,102,10013,1000049,Brand_102_5,16.29,11.27,2025,all_season,2021-10-21,,False
1014,103,10021,1000076,Brand_103_4,68.01,31.83,4579,all_season,2023-10-06,,False
1015,102,10010,1000037,Brand_102_4,33.66,17.7,296,summer,2020-03-02,,True
1016,104,10027,1000094,Brand_104_3,44.0,21.12,4233,all_season,2022-10-16,,False
1017,109,10069,1000220,Brand_109_2,26.71,13.31,2158,all_season,2021-05-27,,False
1018,107,10049,1000160,Brand_107_2,36.63,24.37,4382,summer,2025-02-18,,False
1019,101,10001,1000004,Brand_101_5,484.01,282.37,11605,all_season,2022-07-13,,False
1020,106,10048,1000158,Brand_106_4,16.43,7.9,1559,all_season,2022-04-28,,False
1021,102,10012,1000046,Brand_102_2,33.03,19.36,11211,summer,2018-05-27,,False
1022,106,10045,1000150,Brand_106_4,23.89,14.97,717,all_season,2021-12-15,,False
1023,103,10024,1000085,Brand_103_1,146.45,72.83,9153,all_season,2024-08-08,,False
1024,108,10064,1000205,Brand_108_3,29.17,14.01,2072,summer,2020-10-08,,False
1025,109,10066,1000211,Brand_109_4,16.65,11.6,2696,all_season,2024-04-08,,True
1026,103,10022,1000080,Brand_103_4,28.62,13.05,815,all_season,2019-11-19,,False
1027,109,10069,1000220,Brand_109_4,50.8,24.49,7691,all_season,2020-04-20,,False
1028,101,10006,1000023,Brand_101_2,45.92,26.05,9206,all_season,2021-04-02,,False
1029,102,10016,1000057,Brand_102_4,14.86,8.35,3069,all_season,2022-04-06,,False
1030,103,10018,1000067,Brand_103_1,92.41,45.78,721,all_season,2024-03-29,,False
1031,101,10008,1000028,Brand_101_2,20.18,10.94,6813,winter,2020-09-28,,False
1032,102,10009,1000035,Brand_102_5,55.43,27.49,2283,summer,2024-12-14,,False
1033,109,10066,1000211,Brand_109_5,21.92,10.56,10123,summer,2022-12-11,,False
1034,107,10054,1000176,Brand_107_3,19.89,12.47,9094,all_season,2019-03-28,,True
1035,109,10066,1000213,Brand_109_1,31.31,19.39,11580,all_season,2023-07-24,,False
1036,110,10077,1000244,Brand_110_4,56.36,28.54,3268,all_season,2024-07-09,,True
1037,102,10012,1000044,Brand_102_1,15.34,10.11,4200,all_season,2021-12-17,,False
1038,108,10061,1000198,Brand_108_5,14.35,7.56,5130,all_season,2020-05-14,,False
1039,103,10021,1000074,Brand_103_4,29.35,13.91,4709,summer,2019-04-12,,False
1040,109,10070,1000225,Brand_109_1,33.48,22.41,6441,all_season,2018-03-08,,False
1041,108,10059,1000191,Brand_108_2,13.35,7.91,1681,summer,2020-02-14,,False
1042,105,10037,1000125,Brand_105_4,18.69,11.54,4069,all_season,2020-07-17,,False
1043,105,10036,1000122,Brand_105_2,313.54,166.72,1234,all_season,2022-12-17,,False
1044,110,10078,1000248,Brand_110_1,46.25,22.12,5256,all_season,2020-03-09,,False
1045,110,10073,1000234,Brand_110_4,113.6,71.6,6299,all_season,2022-02-04,,False
1046,109,10071,1000226,Brand_109_3,60.04,35.8,4553,all_season,2020-06-16,,True
1047,106,10044,1000147,Brand_106_3,28.98,16.35,9713,all_season,2018-06-16,,False
1048,109,10072,1000229,Brand_109_5,37.62,20.63,6666,all_season,2018-10-02,,False
1049,110,10073,1000234,Brand_110_4,145.53,74.16,8949,all_season,2019-01-22,,False
1050,108,10057,1000184,Brand_108_1,44.84,27.6,9218,all_season,2024-12-15,,False
1051,101,10001,1000004,Brand_101_3,611.33,387.51,10872,all_season,2019-01-16,,False
1052,102,10009,1000032,Brand_102_5,156.08,80.96,10989,summer,2020-11-08,,False
1053,102,10009,1000033,Brand_102_4,166.86,104.89,8065,all_season,2018-04-07,,False
1054,101,10002,1000009,Brand_101_3,17.1,10.58,5964,all_season,2020-10-28,,False
1055,102,10009,1000033,Brand_102_4,181.17,122.05,9074,all_season,2021-03-05,2024-02-16,False
1056,107,10056,1000183,Brand_107_5,50.13,30.93,3459,all_season,2022-04-18,,False
1057,109,10072,1000231,Brand_109_1,42.84,22.88,2534,summer,2024-07-20,,False
1058,106,10043,1000144,Brand_106_5,92.93,52.24,10433,summer,2023-02-26,,False
1059,101,10001,1000005,Brand_101_1,370.09,198.67,3335,all_season,2024-09-06,,False
1060,102,10010,1000039,Brand_102_2,25.87,15.37,3294,all_season,2024-03-23,,False
1061,103,10018,1000067,Brand_103_3,31.16,18.88,7112,all_season,2021-03-07,,False
1062,104,10028,1000098,Brand_104_2,28.21,15.2,3733,all_season,2023-05-26,,True
1063,110,10077,1000245,Brand_110_1,36.33,23.72,1778,all_season,2024-04-26,,False
1064,102,10011,1000041,Brand_102_4,55.78,34.06,4152,all_season,2023-10-18,,False
1065,104,10025,1000089,Brand_104_1,131.8,84.51,3409,all_season,2019-09-14,,False
1066,107,10050,1000164,Brand_107_1,63.2,37.57,8656,all_season,2021-07-08,,True
1067,105,10039,1000131,Brand_105_4,38.98,22.95,6388,summer,2018-12-25,,False
1068,103,10017,1000060,Brand_103_2,873.86,460.14,1522,all_season,2022-10-22,,False
1069,102,10010,1000036,Brand_102_3,18.97,10.73,1438,all_season,2019-04-26,,False
1070,109,10072,1000229,Brand_109_1,37.45,17.17,3720,winter,2023-07-29,,True
1071,109,10069,1000222,Brand_109_1,64.83,29.72,552,winter,2019-09-16,2022-08-31,False
1072,108,10060,1000194,Brand_108_3,35.65,19.84,3966,summer,2021-02-21,,True
1073,101,10006,1000022,Brand_101_1,49.92,23.15,2684,all_season,2021-12-29,,False
1074,103,10019,1000068,Brand_103_3,35.31,24.36,1210,all_season,2024-07-11,,False
1075,104,10025,1000090,Brand_104_3,190.53,89.49,11798,summer,2018-08-11,,False
1076,107,10052,1000169,Brand_107_3,18.07,10.14,5029,all_season,2022-05-21,,False
1077,103,10021,1000076,Brand_103_4,21.78,12.12,9682,all_season,2024-01-31,,False
1078,103,10019,1000070,Brand_103_2,40.94,24.15,641,all_season,2024-11-08,,False
1079,110,10080,1000253,Brand_110_2,63.09,32.85,11754,all_season,2018-03-28,,False
1080,103,10018,1000065,Brand_103_5,75.49,39.6,11830,winter,2024-11-19,,False
1081,107,10053,1000173,Brand_107_4,6.97,3.19,2378,all_season,2019-03-07,,False
1082,109,10066,1000211,Brand_109_5,62.66,41.55,1470,summer,2020-02-08,,False
1083,102,10009,1000033,Brand_102_2,316.36,199.87,6989,all_season,2022-01-02,,False
1084,109,10070,1000225,Brand_109_2,20.37,9.36,6217,all_season,2025-08-25,,True
1085,104,10029,1000101,Brand_104_2,64.8,33.04,4130,all_season,2021-11-26,,False
1086,104,10029,1000101,Brand_104_1,33.53,20.01,9139,all_season,2019-03-21,,False
1087,101,10005,1000018,Brand_101_5,16.07,10.15,7462,all_season,2023-10-25,,False
1088,105,10036,1000121,Brand_105_4,148.76,81.53,11745,summer,2021-02-11,,True
1089,110,10077,1000245,Brand_110_5,30.38,18.27,10609,winter,2022-10-08,,False
1090,101,10003,1000013,Brand_101_2,17.02,7.95,9139,all_season,2019-12-18,,False
1091,106,10043,1000144,Brand_106_4,168.73,86.48,3181,winter,2025-06-17,,False
1092,103,10021,1000077,Brand_103_5,20.87,12.84,10780,summer,2020-06-08,,True
1093,108,10057,1000184,Brand_108_2,14.71,10.2,7075,winter,2025-05-10,,False
1094,103,10017,1000064,Brand_103_2,1915.78,877.42,8282,winter,2020-07-01,,False
1095,105,10033,1000114,Brand_105_4,170.54,93.31,2999,summer,2022-02-06,,False
1096,101,10008,1000031,Brand_101_3,27.43,15.73,3028,summer,2025-04-20,,False
1097,103,10017,1000062,Brand_103_4,1345.17,874.91,8101,all_season,2025-02-07,,False
1098,106,10041,1000137,Brand_106_3,192.77,105.98,3941,all_season,2025-04-10,,False
1099,103,10021,1000077,Brand_103_1,23.71,12.5,8065,all_season,2025-04-05,,False
1100,102,10010,1000038,Brand_102_4,32.6,20.64,1600,summer,2023-08-11,,False
1101,101,10007,1000026,Brand_101_3,87.52,54.96,1959,summer,2018-03-22,,False
1102,106,10047,1000155,Brand_106_5,18.44,11.2,3801,summer,2021-03-11,,False
1103,110,10079,1000252,Brand_110_2,90.9,43.67,10318,all_season,2019-04-09,2025-08-12,False
1104,104,10030,1000105,Brand_104_1,20.86,10.48,9154,winter,2022-11-07,,False
1105,108,10063,1000202,Brand_108_4,30.36,20.87,4811,all_season,2019-07-04,,False
1106,108,10060,1000194,Brand_108_3,39.23,26.28,2936,summer,2020-02-01,,False
1107,101,10006,1000024,Brand_101_5,31.48,18.87,4200,winter,2019-11-01,,False
1108,102,10010,1000037,Brand_102_3,18.26,12.7,3236,winter,2018-09-16,,False
1109,105,10037,1000125,Brand_105_4,18.44,8.38,10878,all_season,2023-12-15,,False
1110,106,10047,1000155,Brand_106_3,12.54,6.33,2565,all_season,2024-05-05,,False
1111,107,10056,1000182,Brand_107_4,20.4,12.68,710,winter,2024-02-20,,False
1112,108,10061,1000196,Brand_108_3,40.99,21.44,4810,all_season,2023-03-13,,False
1113,110,10078,1000248,Brand_110_2,11.35,7.25,7305,all_season,2019-10-04,,False
1114,106,10042,1000141,Brand_106_4,56.72,31.18,5405,all_season,2024-12-25,,False
1115,110,10077,1000246,Brand_110_4,56.07,32.21,1716,winter,2020-08-27,,False
1116,107,10053,1000174,Brand_107_1,31.24,15.73,11141,winter,2022-01-19,,True
1117,104,10031,1000108,Brand_104_2,16.36,7.81,1008,all_season,2018-03-23,,False
1118,106,10047,1000155,Brand_106_4,49.13,34.06,7874,all_season,2020-02-01,2025-02-10,True
1119,102,10009,1000033,Brand_102_5,167.3,76.59,3709,summer,2020-01-31,,False
1120,103,10017,1000063,Brand_103_3,1094.78,682.37,3725,winter,2023-02-05,,False
1121,103,10024,1000086,Brand_103_5,104.56,53.77,2860,all_season,2023-05-30,2024-09-13,False
1122,101,10004,1000016,Brand_101_3,52.05,29.27,4907,winter,2022-12-31,,True
1123,103,10017,1000063,Brand_103_3,1119.45,674.34,4992,all_season,2023-09-21,,False
1124,101,10004,1000017,Brand_101_1,48.22,31.07,5795,summer,2022-01-27,,False
1125,105,10035,1000119,Brand_105_4,105.04,72.9,6524,winter,2020-02-10,,False
1126,110,10080,1000254,Brand_110_3,15.46,7.4,9061,all_season,2018-11-28,,True
1127,103,10019,1000068,Brand_103_1,15.84,9.61,2915,all_season,2025-01-19,,True
1128,104,10032,1000110,Brand_104_5,27.78,15.34,115,all_season,2019-02-07,,False
1129,101,10005,1000018,Brand_101_1,21.93,11.31,7082,all_season,2021-10-09,,False
1130,101,10001,1000005,Brand_101_5,287.38,163.47,8583,summer,2023-02-03,,False
1131,106,10047,1000155,Brand_106_4,23.14,14.48,2404,summer,2024-06-23,,True
1132,108,10059,1000191,Brand_108_3,27.11,14.27,4976,winter,2024-02-13,,False
1133,104,10030,1000104,Brand_104_2,33.04,22.05,4727,all_season,2020-02-23,,False
1134,109,10068,1000217,Brand_109_5,93.16,51.72,5762,winter,2022-06-27,2024-12-05,False
1135,104,10028,1000099,Brand_104_3,17.85,9.1,11944,all_season,2022-07-28,,False
1136,110,10074,1000235,Brand_110_2,45.14,20.77,7912,winter,2018-08-23,,False
1137,102,10015,1000056,Brand_102_2,33.34,16.71,10222,all_season,2023-08-20,2024-06-17,False
1138,109,10065,1000210,Brand_109_5,38.22,19.18,2850,winter,2025-07-22,,False
1139,109,10067,1000216,Brand_109_3,90.15,40.63,5970,all_season,2022-03-29,,False
1140,109,10065,1000209,Brand_109_2,47.73,22.99,368,all_season,2023-03-10,,False
1141,102,10015,1000056,Brand_102_1,21.46,10.23,2820,winter,2018-09-25,,False
1142,110,10080,1000253,Brand_110_1,70.48,35.11,2872,winter,2018-09-28,,False
1143,110,10073,1000234,Brand_110_3,166.01,88.16,2353,summer,2020-03-10,,False
1144,108,10059,1000190,Brand_108_4,11.3,6.86,6979,summer,2022-07-08,,False
1145,103,10017,1000062,Brand_103_1,2058.12,1037.36,8726,summer,2020-03-13,,False
1146,110,10079,1000252,Brand_110_5,91.46,57.53,5589,all_season,2024-05-09,,False
1147,105,10038,1000128,Brand_105_3,32.9,18.72,4797,summer,2025-04-21,,False
1148,108,10063,1000204,Brand_108_2,14.7,7.96,11617,all_season,2021-04-20,,False
1149,101,10008,1000029,Brand_101_1,45.81,29.11,1796,summer,2020-02-24,,True
1150,107,10053,1000173,Brand_107_3,133.92,67.82,3768,all_season,2025-05-17,,False
1151,108,10063,1000204,Brand_108_3,38.72,26.11,7302,all_season,2019-11-07,,False
1152,110,10080,1000253,Brand_110_4,47.77,31.49,8110,all_season,2021-04-16,,False
1153,106,10041,1000137,Brand_106_2,159.72,76.85,711,summer,2022-12-16,,False
1154,104,10025,1000087,Brand_104_2,153.56,87.4,11907,all_season,2018-05-26,,False
1155,105,10039,1000131,Brand_105_2,41.07,27.29,2917,summer,2019-01-17,,False
1156,107,10050,1000165,Brand_107_5,45.6,21.26,10628,all_season,2019-10-26,,False
1157,104,10030,1000103,Brand_104_3,18.8,11.12,4846,all_season,2019-08-07,,False
1158,103,10024,1000085,Brand_103_5,29.72,19.21,10908,summer,2025-08-10,2025-09-29,False
1159,105,10033,1000112,Brand_105_5,866.41,569.67,7333,all_season,2018-09-13,,False
1160,106,10044,1000147,Brand_106_3,25.58,13.31,8422,all_season,2019-07-25,,False
1161,109,10068,1000217,Brand_109_2,73.84,45.24,5082,all_season,2019-02-02,,True
1162,109,10069,1000221,Brand_109_3,54.39,30.42,2895,all_season,2024-11-18,,False
1163,102,10011,1000042,Brand_102_4,33.15,16.25,10532,all_season,2020-12-04,,True
1164,107,10054,1000177,Brand_107_3,12.31,6.33,8333,all_season,2022-06-16,,False
1165,107,10055,1000179,Brand_107_3,11.88,6.16,8545,all_season,2021-12-31,,False
1166,105,10037,1000125,Brand_105_1,57.96,33.88,8910,summer,2021-11-15,,True
1167,110,10074,1000236,Brand_110_4,20.03,13.92,776,all_season,2025-04-03,2025-05-10,False
1168,109,10065,1000208,Brand_109_1,10.27,6.54,3857,all_season,2022-08-05,,False
1169,108,10061,1000198,Brand_108_2,26.67,12.78,638,winter,2024-04-23,2025-08-03,False
1170,101,10002,1000008,Brand_101_2,21.77,11.25,10321,all_season,2022-10-08,,False
1171,110,10080,1000255,Brand_110_4,18.09,9.36,1830,summer,2024-07-23,,False
1172,110,10075,1000238,Brand_110_5,88.96,45.84,11961,winter,2019-03-25,,False
1173,104,10025,1000088,Brand_104_3,255.74,173.78,9321,all_season,2019-02-23,,False
1174,109,10069,1000221,Brand_109_1,51.51,35.57,1808,all_season,2022-09-14,,False
1175,109,10069,1000222,Brand_109_4,28.04,16.9,164,summer,2020-09-19,2022-12-11,False
1176,102,10012,1000045,Brand_102_1,23.4,15.84,7148,all_season,2019-12-31,,False
1177,109,10072,1000231,Brand_109_3,35.84,24.48,6718,summer,2023-03-08,,False
1178,108,10064,1000206,Brand_108_5,31.61,21.61,11477,all_season,2020-01-27,,False
1179,110,10077,1000244,Brand_110_1,21.22,10.29,9714,winter,2018-11-03,,False
1180,108,10063,1000202,Brand_108_4,12.05,7.43,1708,all_season,2020-07-13,,False
1181,106,10046,1000152,Brand_106_3,20.5,12.56,3049,all_season,2018-03-10,,False
1182,101,10005,1000021,Brand_101_3,23.97,16.32,3648,all_season,2024-02-05,,False
1183,102,10010,1000037,Brand_102_5,64.65,29.46,9210,all_season,2025-01-24,,False
1184,109,10072,1000231,Brand_109_4,8.88,4.21,6100,all_season,2019-03-01,,False
1185,104,10026,1000092,Brand_104_3,58.95,35.16,6902,summer,2025-08-26,,False
1186,109,10065,1000208,Brand_109_1,31.67,20.61,3039,all_season,2021-05-29,,False
1187,110,10074,1000237,Brand_110_2,24.2,11.9,10587,all_season,2018-08-22,,False
1188,104,10026,1000093,Brand_104_4,29.87,18.4,101,all_season,2018-06-30,,False
1189,102,10011,1000043,Brand_102_1,52.11,35.17,11260,summer,2025-08-11,,False
1190,105,10039,1000132,Brand_105_5,34.66,17.32,6175,all_season,2024-01-06,,False
1191,104,10031,1000108,Brand_104_5,25.07,12.97,7546,summer,2022-02-11,,False
1192,106,10046,1000151,Brand_106_3,30.0,19.32,1910,all_season,2018-09-16,,True
1193,101,10001,1000004,Brand_101_5,699.56,316.32,380,all_season,2022-03-25,,False
1194,110,10075,1000239,Brand_110_2,60.23,33.4,5963,all_season,2024-07-03,,False
1195,106,10043,1000143,Brand_106_1,147.02,71.85,11930,all_season,2020-03-31,,False
1196,106,10044,1000147,Brand_106_4,20.97,10.66,5753,all_season,2024-09-23,,True
1197,110,10077,1000245,Brand_110_3,37.67,22.95,5741,all_season,2020-09-15,,False
1198,108,10062,1000200,Brand_108_4,33.85,21.04,10400,winter,2024-09-30,,False
1199,102,10009,1000035,Brand_102_1,184.02,103.83,8896,all_season,2018-03-31,,False
1200,104,10029,1000101,Brand_104_2,44.89,26.34,2554,all_season,2018-04-08,,False
1201,101,10001,1000001,Brand_101_1,219.28,109.47,1956,all_season,2020-12-03,,False
1202,110,10080,1000253,Brand_110_1,48.54,27.66,10149,summer,2022-08-07,,False
1203,109,10066,1000211,Brand_109_3,25.63,14.72,4409,all_season,2022-04-14,,False
1204,102,10012,1000046,Brand_102_4,31.55,14.7,8267,summer,2022-03-20,,True
1205,102,10015,1000055,Brand_102_1,20.59,12.92,5654,all_season,2018-11-29,,False
1206,106,10044,1000145,Brand_106_1,26.24,14.02,10317,all_season,2023-03-26,,False
1207,102,10012,1000044,Brand_102_2,17.87,9.6,157,all_season,2022-06-15,,False
1208,104,10031,1000107,Brand_104_5,9.17,5.79,3859,all_season,2021-06-27,,False
1209,106,10044,1000147,Brand_106_2,34.78,21.66,3489,all_season,2020-04-28,,False
1210,104,10031,1000108,Brand_104_4,64.41,35.24,3325,all_season,2020-03-29,,False
1211,106,10046,1000152,Brand_106_4,20.34,9.93,10875,winter,2019-03-24,,False
1212,103,10022,1000078,Brand_103_3,91.67,50.21,10332,summer,2019-12-26,,False
1213,102,10012,1000046,Brand_102_5,23.38,13.54,7025,all_season,2020-07-20,,False
1214,107,10054,1000175,Brand_107_4,31.4,19.69,11485,summer,2024-12-24,,False
1215,102,10015,1000054,Brand_102_5,26.41,14.05,2506,all_season,2023-05-13,2024-11-25,False
1216,106,10048,1000159,Brand_106_2,44.6,30.09,9163,all_season,2019-02-09,,False
1217,102,10012,1000046,Brand_102_4,54.04,35.75,9836,all_season,2025-01-15,,False
1218,106,10043,1000144,Brand_106_1,153.43,106.39,8826,winter,2024-05-06,,False
1219,102,10014,1000052,Brand_102_4,20.02,11.19,864,all_season,2022-07-11,,False
1220,109,10071,1000227,Brand_109_5,25.28,15.6,1601,summer,2020-02-01,,False
1221,105,10033,1000112,Brand_105_4,330.34,188.59,6251,all_season,2025-08-02,,False
1222,104,10030,1000103,Brand_104_3,26.06,18.19,4767,all_season,2020-10-10,,False
1223,102,10009,1000034,Brand_102_1,134.28,73.92,9855,winter,2018-10-16,,True
1224,104,10032,1000111,Brand_104_3,27.8,14.99,1233,all_season,2021-12-17,,False
1225,105,10033,1000112,Brand_105_2,296.18,161.82,11118,winter,2022-02-13,,True
1226,108,10057,1000184,Brand_108_4,18.52,11.67,2415,all_season,2024-08-09,2025-08-06,False
1227,106,10048,1000158,Brand_106_4,23.56,12.36,11669,winter,2019-06-21,,False
1228,101,10001,1000005,Brand_101_2,563.43,384.98,6979,all_season,2019-10-23,,False
1229,101,10003,1000013,Brand_101_3,18.42,9.28,7664,all_season,2020-01-15,,False
1230,101,10007,1000026,Brand_101_1,32.19,21.41,4007,all_season,2023-06-18,,False
1231,101,10001,1000003,Brand_101_3,765.81,466.64,560,summer,2019-11-18,,False
1232,110,10079,1000250,Brand_110_5,123.12,58.87,5484,all_season,2024-06-08,,False
1233,105,10033,1000113,Brand_105_3,344.74,185.83,8617,all_season,2025-04-21,,False
1234,103,10017,1000064,Brand_103_1,1802.39,933.85,8659,summer,2019-07-22,,True
1235,101,10002,1000009,Brand_101_4,23.01,15.77,2118,all_season,2022-11-22,2024-02-28,False
1236,105,10036,1000123,Brand_105_3,330.92,221.04,1358,all_season,2019-07-07,,False
1237,102,10015,1000055,Brand_102_2,42.13,21.23,4911,all_season,2025-08-08,,False
1238,101,10003,1000013,Brand_101_1,39.61,23.48,7969,all_season,2024-05-29,,False
1239,107,10052,1000171,Brand_107_4,80.79,39.67,3912,winter,2024-12-13,,False
1240,109,10071,1000226,Brand_109_1,81.35,38.79,6487,all_season,2021-07-01,,True
1241,101,10002,1000008,Brand_101_2,13.95,7.89,7917,summer,2024-10-13,,False
1242,107,10056,1000183,Brand_107_5,19.83,9.99,10640,all_season,2024-12-28,,False
1243,104,10026,1000093,Brand_104_1,43.96,28.28,11822,winter,2021-04-08,,False
1244,110,10073,1000234,Brand_110_1,114.49,75.94,9005,summer,2022-07-01,2024-03-22,False
1245,109,10066,1000213,Brand_109_3,15.73,8.75,6536,summer,2020-02-22,,True
1246,101,10005,1000020,Brand_101_2,35.7,17.57,6685,winter,2023-06-29,,False
1247,107,10053,1000173,Brand_107_2,49.53,30.18,2989,all_season,2024-10-18,,False
1248,101,10004,1000017,Brand_101_5,66.02,37.28,4046,summer,2022-03-13,,False
1249,103,10017,1000063,Brand_103_2,860.4,597.49,9323,summer,2023-07-27,,False
1250,105,10036,1000121,Brand_105_1,338.79,224.63,3703,winter,2019-05-12,,False
1251,103,10019,1000069,Brand_103_5,13.27,7.19,5738,all_season,2021-11-09,,True
1252,108,10058,1000187,Brand_108_2,46.56,28.13,2447,summer,2024-09-20,,False
1253,109,10069,1000220,Brand_109_5,11.42,6.62,106,all_season,2022-11-19,,False
1254,110,10080,1000253,Brand_110_2,30.5,14.04,997,all_season,2020-01-28,,True
1255,104,10031,1000106,Brand_104_2,24.23,16.03,958,all_season,2023-01-31,,False
1256,101,10006,1000022,Brand_101_3,39.44,21.94,221,all_season,2020-11-15,,False
1257,101,10007,1000026,Brand_101_2,69.06,40.52,8995,all_season,2022-07-13,,False
1258,104,10027,1000096,Brand_104_5,34.42,17.45,7791,winter,2022-06-23,,False
1259,108,10059,1000192,Brand_108_1,53.55,26.48,3959,winter,2021-03-10,,False
1260,108,10059,1000191,Brand_108_3,54.08,36.32,5644,all_season,2021-12-21,,False
1261,108,10062,1000199,Brand_108_2,36.8,16.98,9642,all_season,2021-10-13,,False
1262,108,10060,1000193,Brand_108_2,89.3,50.03,9246,summer,2020-08-30,,False
1263,110,10076,1000243,Brand_110_5,17.22,8.05,3515,all_season,2019-09-15,,False
1264,102,10016,1000057,Brand_102_3,98.87,46.62,968,all_season,2021-03-31,,False
1265,104,10028,1000099,Brand_104_2,29.65,15.94,10953,summer,2021-09-11,,False
