order_item_id,order_id,product_id,quantity,unit_price,line_discount,line_total
6585,O11276447509,582,1,73.87,0.0,73.87
6586,O396450846451,313,1,58.36,0.0,58.36
6587,O396450846451,153,3,37.85,0.0,113.55
6588,O751734106162,838,3,49.38,0.0,148.14
6589,O707776683617,1200,1,45.21,0.0,45.21
6590,O403029121831,302,1,36.67,0.0,36.67
6591,O403029121831,523,2,77.89,0.0,155.78
6592,O214523589918,61,1,82.41,0.0,82.41
6593,O672700614902,738,2,105.82,0.0,211.64
6594,O240977104347,947,1,36.27,0.0,36.27
6595,O670182461066,692,1,35.14,0.0,35.14
6596,O670182461066,693,1,31.06,0.0,31.06
6597,O670182461066,345,1,67.79,0.0,67.79
6598,O824777693261,650,2,82.13,0.0,164.26
6599,O41681341284,910,1,31.91,0.0,31.91
6600,O41681341284,486,1,47.77,0.0,47.77
6601,O370647070859,439,1,28.54,0.0,28.54
6602,O142008535203,730,1,42.62,0.0,42.62
6603,O142008535203,576,1,30.92,0.0,30.92
6604,O877654869378,248,1,52.88,0.0,52.88
6605,O50025862198,526,1,39.88,0.0,39.88
6606,O71387234283,1036,1,28.5,0.0,28.5
6607,O71387234283,1196,1,47.72,0.0,47.72
6608,O704931350599,746,1,23.18,0.0,23.18
6609,O211118743831,956,1,183.69,0.0,183.69
6610,O211118743831,112,1,15.41,0.0,15.41
6611,O211118743831,895,2,27.03,0.0,54.06
6612,O211118743831,844,1,99.28,0.0,99.28
6613,O664176876393,110,1,82.21,0.0,82.21
6614,O518298234463,979,2,76.08,0.0,152.16
6615,O122588002674,955,1,21.21,0.0,21.21
6616,O122588002674,871,1,43.62,0.0,43.62
6617,O28818379352,367,1,54.1,0.0,54.1
6618,O28818379352,893,1,31.82,0.0,31.82
6619,O911815284800,775,1,51.75,0.0,51.75
6620,O911815284800,33,2,44.89,0.0,89.78
6621,O663007609459,923,1,84.73,0.0,84.73
6622,O329887052079,185,1,116.81,0.0,116.81
6623,O329887052079,277,1,66.43,0.0,66.43
6624,O329887052079,4,1,37.19,0.0,37.19
6625,O329887052079,1120,1,22.7,0.0,22.7
6626,O329887052079,602,1,84.29,0.0,84.29
6627,O554003377907,307,2,60.75,0.0,121.5
6628,O594907671543,562,1,101.14,0.0,101.14
6629,O257666801398,150,1,133.7,0.0,133.7
6630,O467171206253,694,1,60.91,0.0,60.91
6631,O86258361991,220,1,27.97,0.0,27.97
6632,O86258361991,124,3,58.75,0.0,176.25
6633,O910247194726,1134,1,53.01,0.0,53.01
6634,O904009502418,554,1,112.2,0.0,112.2
6635,O904009502418,785,1,103.75,0.0,103.75
6636,O904009502418,816,1,91.5,0.0,91.5
6637,O384755390030,852,1,152.77,0.0,152.77
6638,O2424094666,931,2,82.28,0.0,164.56
6639,O2424094666,476,1,61.22,0.0,61.22
6640,O693956345297,1110,1,45.01,0.0,45.01
6641,O232553003081,273,1,21.18,0.0,21.18
6642,O232553003081,522,1,99.17,0.0,99.17
6643,O232553003081,953,2,121.41,0.0,242.82
6644,O780305955077,875,2,47.53,0.0,95.06
6645,O257551332304,8,1,24.74,0.0,24.74
6646,O900414356982,1081,1,66.3,0.0,66.3
6647,O900414356982,814,1,67.79,0.0,67.79
6648,O563872139745,793,1,98.54,0.0,98.54
6649,O716931298333,470,1,63.63,0.0,63.63
6650,O716931298333,809,2,117.82,0.0,235.64
6651,O667382308386,258,1,43.08,0.0,43.08
6652,O590379963866,577,1,66.14,0.0,66.14
6653,O590379963866,478,1,72.25,0.0,72.25
6654,O590379963866,705,1,67.27,0.0,67.27
6655,O590379963866,670,3,50.07,0.0,150.21
6656,O956549901038,491,1,53.46,0.0,53.46
6657,O956549901038,367,2,54.1,0.0,108.2
6658,O665618923997,47,1,135.21,0.0,135.21
6659,O668006504257,387,1,89.96,0.0,89.96
6660,O668006504257,1103,2,210.43,0.0,420.86
6661,O841571169629,340,1,39.09,0.0,39.09
6662,O841571169629,829,1,27.51,0.0,27.51
6663,O841571169629,1119,2,60.19,0.0,120.38
6664,O19394313832,120,2,58.12,0.0,116.24
6665,O19394313832,282,1,60.32,0.0,60.32
6666,O132438262641,783,1,81.19,0.0,81.19
6667,O132438262641,412,1,48.04,0.0,48.04
6668,O684019127560,78,1,50.51,0.0,50.51
6669,O45975171002,362,1,43.18,0.0,43.18
6670,O45975171002,355,1,67.18,0.0,67.18
6671,O45975171002,201,1,21.12,0.0,21.12
6672,O835547371705,422,3,38.24,0.0,114.72
6673,O462428562557,693,1,31.06,0.0,31.06
6674,O766074144758,650,1,82.13,0.0,82.13
6675,O766074144758,77,1,59.43,0.0,59.43
6676,O766074144758,733,2,160.87,0.0,321.74
6677,O782529906953,1006,2,53.76,0.0,107.52
6678,O782529906953,668,1,96.48,0.0,96.48
6679,O176535181880,781,1,31.19,0.0,31.19
6680,O176535181880,309,1,101.89,0.0,101.89
6681,O692789881374,783,2,81.19,0.0,162.38
6682,O692789881374,929,1,27.6,0.0,27.6
6683,O130469933588,971,3,66.24,0.0,198.72
6684,O130469933588,1064,2,32.98,0.0,65.96
6685,O130469933588,131,1,87.82,0.0,87.82
6686,O130469933588,723,1,48.41,0.0,48.41
6687,O767869403280,148,1,47.65,0.0,47.65
6688,O767869403280,840,3,72.56,0.0,217.68
6689,O767869403280,256,1,28.98,0.0,28.98
6690,O594297859220,902,3,40.53,0.0,121.59
6691,O695647474440,934,1,67.96,0.0,67.96
6692,O695647474440,683,1,40.44,0.0,40.44
6693,O907049234107,950,1,41.93,0.0,41.93
6694,O907049234107,7,2,78.98,0.0,157.96
6695,O907049234107,452,1,161.18,0.0,161.18
6696,O411015825654,1059,1,98.63,0.0,98.63
6697,O411015825654,251,1,33.33,0.0,33.33
6698,O411015825654,169,3,88.41,0.0,265.23
6699,O686389954498,621,1,44.26,0.0,44.26
6700,O686389954498,1130,2,38.45,0.0,76.9
6701,O681851705952,950,2,41.93,0.0,83.86
6702,O28062319861,746,1,23.18,0.0,23.18
6703,O28062319861,17,1,111.81,0.0,111.81
6704,O656695508895,541,1,34.5,0.0,34.5
6705,O323929079089,155,1,60.27,0.0,60.27
6706,O323929079089,528,1,28.1,0.0,28.1
6707,O4532461006,249,2,31.13,0.0,62.26
6708,O184142256181,551,2,96.84,0.0,193.68
6709,O184142256181,706,1,104.1,0.0,104.1
6710,O184142256181,627,1,96.07,0.0,96.07
6711,O956336574292,1049,1,38.68,0.0,38.68
6712,O956336574292,653,1,35.12,0.0,35.12
6713,O232283118281,52,1,68.64,0.0,68.64
6714,O232283118281,1153,1,75.12,0.0,75.12
6715,O928834480217,431,1,76.85,0.0,76.85
6716,O928834480217,573,1,65.13,0.0,65.13
6717,O851778662696,699,1,42.37,0.0,42.37
6718,O851778662696,425,2,28.26,0.0,56.52
6719,O880249715472,1155,5,27.66,0.0,138.3
6720,O880249715472,1073,1,32.29,0.0,32.29
6721,O880249715472,704,1,20.34,0.0,20.34
6722,O854069859405,450,1,33.6,0.0,33.6
6723,O759594899535,686,1,48.0,0.0,48.0
6724,O759594899535,486,3,47.77,0.0,143.31
6725,O917350057487,1097,2,74.68,0.0,149.36
6726,O917350057487,426,2,74.07,0.0,148.14
6727,O112754763337,1116,2,32.41,0.0,64.82
6728,O962019053893,188,1,36.66,0.0,36.66
6729,O23894494502,601,1,33.83,0.0,33.83
6730,O946059283067,800,2,39.67,0.0,79.34
6731,O879461713353,226,3,149.89,0.0,449.67
6732,O944111539116,297,1,117.53,0.0,117.53
6733,O944111539116,221,1,48.97,0.0,48.97
6734,O926274840189,1132,2,32.16,0.0,64.32
6735,O926274840189,113,1,64.0,0.0,64.0
6736,O926274840189,544,1,60.53,0.0,60.53
6737,O926274840189,1149,3,84.12,0.0,252.36
6738,O753533396758,645,1,47.48,0.0,47.48
6739,O576370055448,807,2,52.06,0.0,104.12
6740,O133604312869,562,1,101.14,0.0,101.14
6741,O133604312869,872,1,68.72,0.0,68.72
6742,O133604312869,1122,3,65.17,0.0,195.51
6743,O146026167043,197,1,40.55,0.0,40.55
6744,O146026167043,1010,1,61.42,0.0,61.42
6745,O509525967714,621,1,44.26,0.0,44.26
6746,O509525967714,1031,1,60.8,0.0,60.8
6747,O843654404493,235,2,27.85,0.0,55.7
6748,O205731113482,219,1,46.64,0.0,46.64
6749,O205731113482,222,1,39.53,0.0,39.53
6750,O205731113482,1186,1,28.0,0.0,28.0
6751,O205731113482,632,1,58.04,0.0,58.04
6752,O205731113482,140,2,38.68,0.0,77.36
6753,O822205425080,934,3,67.96,0.0,203.88
6754,O761265566550,1147,1,118.32,0.0,118.32
6755,O761265566550,606,1,91.56,0.0,91.56
6756,O761265566550,703,2,75.99,0.0,151.98
6757,O761265566550,132,2,68.61,0.0,137.22
6758,O401264147489,396,1,62.31,0.0,62.31
6759,O854311314939,330,1,127.72,0.0,127.72
6760,O398405075843,538,1,38.19,0.0,38.19
6761,O398405075843,90,2,30.05,0.0,60.1
6762,O398405075843,1022,2,55.73,0.0,111.46
6763,O398405075843,817,1,50.53,0.0,50.53
6764,O236577792871,214,1,47.6,0.0,47.6
6765,O768727029911,40,1,134.89,0.0,134.89
6766,O225120600082,554,3,112.2,0.0,336.6
6767,O225120600082,353,1,26.17,0.0,26.17
6768,O225120600082,405,1,140.31,0.0,140.31
6769,O715561370909,495,1,58.29,0.0,58.29
6770,O547422644379,245,1,49.79,0.0,49.79
6771,O708974807393,582,1,73.87,0.0,73.87
6772,O701413483788,959,1,77.96,0.0,77.96
6773,O238370319064,458,1,39.64,0.0,39.64
6774,O238370319064,407,1,50.86,0.0,50.86
6775,O937067349066,315,3,70.03,0.0,210.09
6776,O596954191772,1000,1,34.16,0.0,34.16
6777,O815882109855,83,1,17.77,0.0,17.77
6778,O932132688754,271,1,51.32,0.0,51.32
6779,O932132688754,299,1,39.21,0.0,39.21
6780,O932132688754,701,2,48.02,0.0,96.04
6781,O108007042088,713,1,57.2,0.0,57.2
6782,O108007042088,647,1,35.35,0.0,35.35
6783,O108007042088,711,1,35.66,0.0,35.66
6784,O575351131863,235,2,27.85,0.0,55.7
6785,O712407266896,762,2,115.08,0.0,230.16
6786,O476664384199,548,1,35.53,0.0,35.53
6787,O972143912448,1086,3,60.83,0.0,182.49
6788,O972143912448,918,1,41.7,0.0,41.7
6789,O416361355395,46,1,10.15,0.0,10.15
6790,O416361355395,253,2,57.88,0.0,115.76
6791,O416361355395,641,1,46.77,0.0,46.77
6792,O416361355395,31,1,59.29,0.0,59.29
6793,O65739290610,941,1,76.17,0.0,76.17
6794,O65739290610,535,2,73.51,0.0,147.02
6795,O65739290610,285,1,79.67,0.0,79.67
6796,O193611746259,1066,4,61.95,0.0,247.8
6797,O193611746259,1106,1,40.8,0.0,40.8
6798,O151180775631,396,2,62.31,0.0,124.62
6799,O422262959672,226,1,149.89,0.0,149.89
6800,O192662163354,418,2,37.42,0.0,74.84
6801,O192662163354,1076,1,53.24,0.0,53.24
6802,O327217283259,212,3,43.25,0.0,129.75
6803,O327217283259,692,1,35.14,0.0,35.14
6804,O845976986203,906,2,25.68,0.0,51.36
6805,O845976986203,947,1,36.27,0.0,36.27
6806,O153840846895,241,1,39.46,0.0,39.46
6807,O475651118145,221,1,48.97,0.0,48.97
6808,O475651118145,1123,2,52.07,0.0,104.14
6809,O366542927467,376,1,20.93,0.0,20.93
6810,O366542927467,195,2,49.12,0.0,98.24
6811,O366542927467,1126,1,27.49,0.0,27.49
6812,O410843405949,362,2,43.18,0.0,86.36
6813,O560079346295,1062,1,100.15,0.0,100.15
6814,O717571299132,904,1,54.84,0.0,54.84
6815,O717571299132,708,1,29.71,0.0,29.71
6816,O814392130873,326,4,60.56,0.0,242.24
6817,O791574772320,974,1,100.59,0.0,100.59
6818,O791574772320,28,1,40.51,0.0,40.51
6819,O837364528445,167,1,79.33,0.0,79.33
6820,O950254052019,509,2,35.37,0.0,70.74
6821,O85466154406,379,1,76.77,0.0,76.77
6822,O249363665616,1026,1,54.94,0.0,54.94
6823,O231500077410,271,3,51.32,0.0,153.96
6824,O231500077410,909,2,54.57,0.0,109.14
6825,O933047017234,1161,1,80.63,0.0,80.63
6826,O84500593694,366,1,42.26,0.0,42.26
6827,O209071377459,607,1,41.45,0.0,41.45
6828,O136269434414,810,1,78.35,0.0,78.35
6829,O136269434414,404,1,44.02,0.0,44.02
6830,O788454397693,860,1,39.04,0.0,39.04
6831,O849031904958,779,4,82.36,0.0,329.44
6832,O517035525505,746,1,23.18,0.0,23.18
6833,O24301353953,508,3,27.27,0.0,81.81
6834,O24301353953,1102,3,21.77,0.0,65.31
6835,O620169805558,632,2,58.04,0.0,116.08
6836,O518201311583,665,2,91.65,0.0,183.3
6837,O518201311583,715,2,49.81,0.0,99.62
6838,O891945236024,611,1,26.76,0.0,26.76
6839,O891945236024,39,1,64.85,0.0,64.85
6840,O408229677283,690,1,79.31,0.0,79.31
6841,O408229677283,626,1,21.69,0.0,21.69
6842,O500546492961,954,1,42.87,0.0,42.87
6843,O919063482158,1094,1,24.1,0.0,24.1
6844,O919063482158,1107,1,39.04,0.0,39.04
6845,O919063482158,134,1,72.41,0.0,72.41
6846,O919063482158,129,2,28.78,0.0,57.56
6847,O919063482158,590,1,60.35,0.0,60.35
6848,O814693565376,915,1,40.38,0.0,40.38
6849,O346402246478,222,1,39.53,0.0,39.53
6850,O857986659232,274,1,54.68,0.0,54.68
6851,O443498666959,1136,1,35.28,0.0,35.28
6852,O443498666959,903,1,48.19,0.0,48.19
6853,O11504297132,687,1,74.08,0.0,74.08
6854,O11504297132,78,1,50.51,0.0,50.51
6855,O753820870456,78,1,50.51,0.0,50.51
6856,O294304995785,1085,1,19.99,0.0,19.99
6857,O294304995785,872,1,68.72,0.0,68.72
6858,O931509761395,89,2,44.1,0.0,88.2
6859,O189779514743,675,1,99.87,0.0,99.87
6860,O189779514743,689,2,78.61,0.0,157.22
6861,O189779514743,432,1,105.17,0.0,105.17
6862,O290537009032,420,2,92.07,0.0,184.14
6863,O290537009032,567,1,66.23,0.0,66.23
6864,O847213650111,790,2,41.82,0.0,83.64
6865,O847213650111,863,1,36.81,0.0,36.81
6866,O847213650111,1078,1,64.68,0.0,64.68
6867,O9184818647,590,1,60.35,0.0,60.35
6868,O9184818647,781,1,31.19,0.0,31.19
6869,O718048841646,100,2,54.06,0.0,108.12
6870,O587999148681,864,1,59.25,0.0,59.25
6871,O587999148681,495,1,58.29,0.0,58.29
6872,O587999148681,105,1,27.02,0.0,27.02
6873,O587076794652,19,1,128.16,0.0,128.16
6874,O187858610630,955,2,21.21,0.0,42.42
6875,O187858610630,792,1,38.63,0.0,38.63
6876,O949903705026,634,1,36.77,0.0,36.77
6877,O322514831678,110,1,82.21,0.0,82.21
6878,O711827188917,455,1,32.93,0.0,32.93
6879,O763483423942,293,2,64.25,0.0,128.5
6880,O755556238832,384,1,70.81,0.0,70.81
6881,O755556238832,344,1,36.97,0.0,36.97
6882,O755556238832,563,2,45.03,0.0,90.06
6883,O189085181121,77,1,59.43,0.0,59.43
6884,O189085181121,889,1,25.02,0.0,25.02
6885,O189085181121,915,4,40.38,0.0,161.52
6886,O189085181121,314,1,93.78,0.0,93.78
6887,O646299777056,912,4,186.89,0.0,747.56
6888,O808754634029,928,1,51.6,0.0,51.6
6889,O808754634029,973,1,31.78,0.0,31.78
6890,O808754634029,320,1,39.46,0.0,39.46
6891,O903279513507,515,2,59.19,0.0,118.38
6892,O903279513507,19,1,128.16,0.0,128.16
6893,O25164752391,1031,1,60.8,0.0,60.8
6894,O25164752391,558,1,43.77,0.0,43.77
6895,O25164752391,329,1,78.44,0.0,78.44
6896,O825490124493,558,1,43.77,0.0,43.77
6897,O825490124493,1084,1,120.01,0.0,120.01
6898,O350108563774,165,2,36.19,0.0,72.38
6899,O350108563774,1132,1,32.16,0.0,32.16
6900,O350108563774,633,1,72.79,0.0,72.79
6901,O822042692150,773,1,28.2,0.0,28.2
6902,O323543336913,1115,2,77.77,0.0,155.54
6903,O323543336913,998,4,36.4,0.0,145.6
6904,O740954208166,505,1,46.96,0.0,46.96
6905,O740954208166,782,2,30.18,0.0,60.36
6906,O522614191347,893,1,31.82,0.0,31.82
6907,O522614191347,340,1,39.09,0.0,39.09
6908,O522614191347,326,1,60.56,0.0,60.56
6909,O885538041181,975,1,70.95,0.0,70.95
6910,O885538041181,623,1,31.88,0.0,31.88
6911,O763630650336,187,1,40.93,0.0,40.93
6912,O705819295670,977,1,34.65,0.0,34.65
6913,O705819295670,1155,1,27.66,0.0,27.66
6914,O904444543730,448,3,67.64,0.0,202.92
6915,O971199237005,13,1,86.29,0.0,86.29
6916,O179669107796,327,5,59.91,0.0,299.55
6917,O179669107796,784,1,50.31,0.0,50.31
6918,O179669107796,945,2,48.82,0.0,97.64
6919,O752180488629,982,1,50.47,0.0,50.47
6920,O159817248450,1191,1,51.24,0.0,51.24
6921,O279676063798,961,1,76.03,0.0,76.03
6922,O279676063798,601,2,33.83,0.0,67.66
6923,O279676063798,562,1,101.14,0.0,101.14
6924,O625473178447,649,2,41.9,0.0,83.8
6925,O799487172690,522,1,99.17,0.0,99.17
6926,O128646309018,138,1,43.71,0.0,43.71
6927,O980257484815,953,1,121.41,0.0,121.41
6928,O861836570063,904,1,54.84,0.0,54.84
6929,O861836570063,808,2,49.53,0.0,99.06
6930,O861836570063,271,2,51.32,0.0,102.64
6931,O911018215143,510,1,51.06,0.0,51.06
6932,O911018215143,1007,1,30.66,0.0,30.66
6933,O480260548014,607,1,41.45,0.0,41.45
6934,O139337208756,922,1,71.56,0.0,71.56
6935,O139337208756,768,1,16.4,0.0,16.4
6936,O766000789812,837,3,95.19,0.0,285.57
6937,O506705500331,1071,1,52.39,0.0,52.39
6938,O872632746035,64,2,86.25,0.0,172.5
6939,O587078712567,693,1,31.06,0.0,31.06
6940,O587078712567,916,2,37.84,0.0,75.68
6941,O459407570419,845,1,57.72,0.0,57.72
6942,O292485319841,1087,1,47.61,0.0,47.61
6943,O292485319841,1132,1,32.16,0.0,32.16
6944,O292485319841,255,1,50.2,0.0,50.2
6945,O292485319841,857,1,38.8,0.0,38.8
6946,O292485319841,387,1,89.96,0.0,89.96
6947,O972908942410,494,1,56.26,0.0,56.26
6948,O62195188185,718,1,20.1,0.0,20.1
6949,O286100843418,836,1,43.49,0.0,43.49
6950,O286100843418,464,1,64.04,0.0,64.04
6951,O286100843418,681,1,145.68,0.0,145.68
6952,O826335981958,611,1,26.76,0.0,26.76
6953,O42607042785,813,1,39.96,0.0,39.96
6954,O42607042785,247,4,37.48,0.0,149.92
6955,O629202040660,164,1,42.96,0.0,42.96
6956,O389331863141,673,1,89.51,0.0,89.51
6957,O389331863141,1131,1,35.6,0.0,35.6
6958,O389331863141,75,1,37.56,0.0,37.56
6959,O148486991243,1127,1,75.92,0.0,75.92
6960,O148486991243,962,1,43.97,0.0,43.97
6961,O832054219652,265,3,93.96,0.0,281.88
6962,O221596861837,229,1,68.46,0.0,68.46
6963,O797667234418,1186,1,28.0,0.0,28.0
6964,O137246732522,940,1,117.69,0.0,117.69
6965,O137246732522,316,1,21.32,0.0,21.32
6966,O548052891067,729,1,16.39,0.0,16.39
6967,O658514014818,947,1,36.27,0.0,36.27
6968,O530335004789,1058,3,46.66,0.0,139.98
6969,O873552213502,792,3,38.63,0.0,115.89
6970,O873552213502,1156,1,43.57,0.0,43.57
6971,O405979719749,982,3,50.47,0.0,151.41
6972,O405979719749,1012,1,61.1,0.0,61.1
6973,O405979719749,759,1,59.25,0.0,59.25
6974,O952175330352,397,1,35.31,0.0,35.31
6975,O257215206504,798,1,97.37,0.0,97.37
6976,O702660176678,50,1,35.17,0.0,35.17
6977,O702660176678,461,1,82.0,0.0,82.0
6978,O702660176678,819,2,36.3,0.0,72.6
6979,O26417625649,836,2,43.49,0.0,86.98
6980,O729768245937,481,2,46.62,0.0,93.24
6981,O999452194088,940,1,117.69,0.0,117.69
6982,O999452194088,768,1,16.4,0.0,16.4
6983,O768445514698,634,2,36.77,0.0,73.54
6984,O61008126118,116,1,31.97,0.0,31.97
6985,O129711356142,1197,3,38.66,0.0,115.98
6986,O129711356142,724,1,57.48,0.0,57.48
6987,O781891679159,371,2,119.88,0.0,239.76
6988,O781891679159,576,1,30.92,0.0,30.92
6989,O515912727995,360,1,50.49,0.0,50.49
6990,O515912727995,775,2,51.75,0.0,103.5
6991,O627393221506,884,1,113.04,0.0,113.04
6992,O821770892977,834,1,35.65,0.0,35.65
6993,O278730029932,342,2,17.1,0.0,34.2
6994,O278730029932,682,2,85.16,0.0,170.32
6995,O674207910889,602,1,84.29,0.0,84.29
6996,O674207910889,1079,1,32.55,0.0,32.55
6997,O749767768906,529,2,93.9,0.0,187.8
6998,O749767768906,36,3,167.74,0.0,503.22
6999,O739606265392,821,2,73.36,0.0,146.72
7000,O198597655356,787,1,57.29,0.0,57.29
7001,O198597655356,750,1,84.87,0.0,84.87
7002,O198597655356,800,1,39.67,0.0,39.67
7003,O198597655356,290,1,89.51,0.0,89.51
7004,O6795779530,176,1,29.75,0.0,29.75
7005,O327617408150,20,1,56.5,0.0,56.5
7006,O96243324378,812,1,33.0,0.0,33.0
7007,O96243324378,789,1,68.41,0.0,68.41
7008,O384221735694,92,1,35.32,0.0,35.32
7009,O384221735694,281,1,35.83,0.0,35.83
7010,O331258329658,506,2,69.58,0.0,139.16
7011,O775667005530,967,2,39.32,0.0,78.64
7012,O775667005530,723,2,48.41,0.0,96.82
7013,O775667005530,1111,1,55.16,0.0,55.16
7014,O775667005530,1025,2,44.61,0.0,89.22
7015,O775667005530,801,1,67.86,0.0,67.86
7016,O831712371915,768,1,16.4,0.0,16.4
7017,O831712371915,1064,2,32.98,0.0,65.96
7018,O831712371915,242,1,31.18,0.0,31.18
7019,O410877996142,622,1,19.91,0.0,19.91
7020,O410877996142,865,1,66.76,0.0,66.76
7021,O244436153544,843,1,36.85,0.0,36.85
7022,O219163654354,242,1,31.18,0.0,31.18
7023,O864497601498,1077,1,50.09,0.0,50.09
7024,O864497601498,748,2,25.64,0.0,51.28
7025,O864497601498,818,1,89.87,0.0,89.87
7026,O702125016106,934,1,67.96,0.0,67.96
7027,O413352417815,854,2,35.18,0.0,70.36
7028,O843626670116,892,2,80.42,0.0,160.84
7029,O843626670116,941,1,76.17,0.0,76.17
7030,O985445844309,990,1,102.49,0.0,102.49
7031,O473800162245,959,2,77.96,0.0,155.92
7032,O811940181906,815,1,51.61,0.0,51.61
7033,O811940181906,428,1,136.29,0.0,136.29
7034,O327421964529,350,1,44.37,0.0,44.37
7035,O327421964529,936,1,36.59,0.0,36.59
7036,O498669579273,425,3,28.26,0.0,84.78
7037,O747324022480,345,1,67.79,0.0,67.79
7038,O747324022480,770,1,65.59,0.0,65.59
7039,O747324022480,909,1,54.57,0.0,54.57
7040,O321739863157,191,1,160.56,0.0,160.56
7041,O319083440942,155,1,60.27,0.0,60.27
7042,O468858521261,444,2,53.15,0.0,106.3
7043,O37376134109,297,1,117.53,0.0,117.53
7044,O37376134109,16,1,59.58,0.0,59.58
7045,O37376134109,971,1,66.24,0.0,66.24
7046,O37376134109,626,1,21.69,0.0,21.69
7047,O79703234150,989,1,42.86,0.0,42.86
7048,O79703234150,356,1,75.16,0.0,75.16
7049,O216863090210,838,1,49.38,0.0,49.38
7050,O216863090210,287,1,39.75,0.0,39.75
7051,O526135576254,640,1,78.69,0.0,78.69
7052,O526135576254,731,1,73.69,0.0,73.69
7053,O526135576254,755,1,106.35,0.0,106.35
7054,O526135576254,843,1,36.85,0.0,36.85
7055,O618172189955,886,1,32.28,0.0,32.28
7056,O618172189955,844,1,99.28,0.0,99.28
7057,O248376828336,135,1,33.67,0.0,33.67
7058,O717604424633,698,1,79.84,0.0,79.84
7059,O717604424633,1151,1,45.57,0.0,45.57
7060,O717604424633,473,1,78.11,0.0,78.11
7061,O717604424633,201,1,21.12,0.0,21.12
7062,O818411554170,614,1,55.37,0.0,55.37
7063,O818411554170,35,2,25.17,0.0,50.34
7064,O818411554170,562,1,101.14,0.0,101.14
7065,O368425254641,615,2,82.75,0.0,165.5
7066,O886107024673,1087,1,47.61,0.0,47.61
7067,O830453901496,112,2,15.41,0.0,30.82
7068,O830453901496,35,1,25.17,0.0,25.17
7069,O533194796856,942,1,12.22,0.0,12.22
7070,O254527717684,39,1,64.85,0.0,64.85
7071,O254527717684,780,1,54.88,0.0,54.88
7072,O254527717684,101,1,13.57,0.0,13.57
7073,O813400203233,556,1,49.93,0.0,49.93
7074,O740756216437,694,1,60.91,0.0,60.91
7075,O740756216437,520,1,79.2,0.0,79.2
7076,O740756216437,529,1,93.9,0.0,93.9
7077,O827195743694,615,1,82.75,0.0,82.75
7078,O83111982325,135,1,33.67,0.0,33.67
7079,O573098566887,41,1,101.0,0.0,101.0
7080,O573098566887,97,1,45.27,0.0,45.27
7081,O573098566887,729,3,16.39,0.0,49.17
7082,O299282066083,73,3,62.99,0.0,188.97
7083,O806942266712,279,1,82.48,0.0,82.48
7084,O145991464187,1033,2,27.93,0.0,55.86
7085,O145991464187,1057,1,61.59,0.0,61.59
7086,O38656452682,1058,1,46.66,0.0,46.66
7087,O602689752306,758,1,53.4,0.0,53.4
7088,O711237349205,880,2,47.48,0.0,94.96
7089,O711237349205,18,2,20.7,0.0,41.4
7090,O723810540721,710,2,62.93,0.0,125.86
7091,O462511190844,1170,1,24.48,0.0,24.48
7092,O478023066743,418,1,37.42,0.0,37.42
7093,O772462762243,1151,1,45.57,0.0,45.57
7094,O772462762243,688,1,55.72,0.0,55.72
7095,O594501550370,205,1,31.96,0.0,31.96
7096,O594501550370,729,2,16.39,0.0,32.78
7097,O131714141205,646,1,60.78,0.0,60.78
7098,O365258318353,136,1,53.98,0.0,53.98
7099,O365258318353,1137,1,52.01,0.0,52.01
7100,O841840620598,747,3,60.17,0.0,180.51
7101,O841840620598,403,1,73.78,0.0,73.78
7102,O841840620598,774,4,100.6,0.0,402.4
7103,O841840620598,613,1,51.08,0.0,51.08
7104,O506740563437,1194,1,83.21,0.0,83.21
7105,O506740563437,484,1,55.21,0.0,55.21
7106,O536333483820,976,1,126.09,0.0,126.09
7107,O536333483820,912,1,186.89,0.0,186.89
7108,O914992267170,462,1,42.2,0.0,42.2
7109,O914992267170,888,1,74.94,0.0,74.94
7110,O913687191249,1052,2,52.84,0.0,105.68
7111,O17493574555,772,1,38.93,0.0,38.93
7112,O987972755693,488,1,37.47,0.0,37.47
7113,O987972755693,856,1,56.19,0.0,56.19
7114,O987972755693,550,1,39.95,0.0,39.95
7115,O987972755693,838,2,49.38,0.0,98.76
7116,O663232699794,101,1,13.57,0.0,13.57
7117,O373058379596,662,2,101.26,0.0,202.52
7118,O373058379596,543,1,61.42,0.0,61.42
7119,O749170481716,199,1,28.59,0.0,28.59
7120,O749170481716,1034,1,35.96,0.0,35.96
7121,O792250913999,930,1,34.16,0.0,34.16
7122,O616275516738,898,2,91.41,0.0,182.82
7123,O616275516738,392,1,38.11,0.0,38.11
7124,O351938569078,701,1,48.02,0.0,48.02
7125,O715705700242,1101,1,74.37,0.0,74.37
7126,O58486857283,305,3,79.28,0.0,237.84
7127,O58486857283,917,1,61.27,0.0,61.27
7128,O485103556090,631,1,65.27,0.0,65.27
7129,O485103556090,117,1,49.06,0.0,49.06
7130,O971206653783,1170,1,24.48,0.0,24.48
7131,O684544232825,1169,2,122.59,0.0,245.18
7132,O496739382173,842,1,52.76,0.0,52.76
7133,O875549700651,180,1,67.83,0.0,67.83
7134,O875549700651,156,1,30.83,0.0,30.83
7135,O943224793523,726,1,122.61,0.0,122.61
7136,O799069251625,928,1,51.6,0.0,51.6
7137,O183842279000,1141,1,51.7,0.0,51.7
7138,O183842279000,165,1,36.19,0.0,36.19
7139,O494499330369,493,1,46.64,0.0,46.64
